Reference,Hypothesis,WER
मुझे बताओ मेरे पास kaun सी सूचियाँ हैं,मुझे बताओ मेरे पास kaun सी सूचियाँ हैं,0.0
नेस्कैफे गोल्ड ओरिजिनल रोस्टेड कॉफ़ी को पिछले ऑर्डर में बताई गई sman मात्रा के साथ फिर से ऑर्डर करें,नेस्कैफे गोल्ड ओरिजिनल रोस्टेड कॉफ़ी को पिछले ऑर्डर में बताई गई sman मात्रा के साथ फिर से ऑर्डर करें,0.0
बोम्बुचा आम टर्मेरिक कम्बुचा की उपलब्धता स्थिति kya है,बोम्बुचा आम टर्मेरिक कम्बुचा की उपलब्धता स्थिति kya है,0.0
kृpya दस हज़ार रुपये मेरे पेयू मनी वॉलेट में ट्रांसफ़र करें,kृpya दस हज़ार रुपये मेरे पेयू मनी वॉलेट में ट्रांसफ़र करें,0.0
पेटीएम का उपयोग करके चुनिंदा संपर्कों को सात sau रुपये कल सुबह नौ बजे ट्रांसफ़र करें,पेटीएम का उपयोग करके चुनिंदा संपर्कों को सात sau रुपये कल सुबह नौ बजे ट्रांसफ़र करें,0.0
फ़ोन नम्बर छः नौ तीन सात teen पाँच छः छः चार शून्य एक ke लिए मेरा कोविड टीकाकरण प्रमाणपत्र प्राप्त करने के लिए ओ टी पी एक शून्य चार आठ सात छः का उपयोग kren,फ़ोन नम्बर छः नौ तीन सात teen पाँच छः छः चार शून्य एक ke लिए मेरा कोविड टीकाकरण प्रमाणपत्र प्राप्त करने के लिए ओ टी पी एक शून्य चार आठ सात छः का उपयोग kren,0.0
क्या मैं पी आर ए एन nmbr chhh पाँच एक चार आठ teen सात एक तीन दो एक नौ की मदद से अपने ए पी वाई खाते के विवरण चेक कर सकता हूँ,क्या मैं पी आर ए एन nmbr chhh पाँच एक चार आठ teen सात एक तीन दो एक नौ की मदद से अपने ए पी वाई खाते के विवरण चेक कर सकता हूँ,0.0
ashmt,ashmt,0.0
peechhe,peechhe,0.0
कुछ ही dinon पहले मैंने एच पी का फिफ़्टिन एस लैपटॉप लिया था यह मुझे लगभग पैंतीस हज़ार roopye में मिला,कुछ ही dinon पहले मैंने एच पी का फिफ़्टिन एस लैपटॉप लिया था यह मुझे लगभग पैंतीस हज़ार roopye में मिला,0.0
और सबसे अच्छी बात मुझे यही लगी की यह पैंतीस hj़ar में मुझे बहुत सारे फ़ीचर्स वाला लैपटॉप मिल रहा है जैसे et जी बी रैम वन टी bee हार्ड डिस्क टू फिफ़्टी सिक्स जी बी का एस एस डी विंडोज़ ten के साथ,और सबसे अच्छी बात मुझे यही लगी की यह पैंतीस hj़ar में मुझे बहुत सारे फ़ीचर्स वाला लैपटॉप मिल रहा है जैसे et जी बी रैम वन टी bee हार्ड डिस्क टू फिफ़्टी सिक्स जी बी का एस एस डी विंडोज़ ten के साथ,0.0
और एस एस डी होने की वजह से यह काफ़ी स्मूथ chl रहा था और यही बहुत अच्छा एक्सपीरियंस था मेरे लिए yh लैपटॉप का,और एस एस डी होने की वजह से यह काफ़ी स्मूथ chl रहा था और यही बहुत अच्छा एक्सपीरियंस था मेरे लिए yh लैपटॉप का,0.0
मैंने जो एच पी फिफ़्टीन एस लैपटॉप लिया है वह बिल्ड क्वालिटी uskee प्लास्टिक की hai अगर मेटल का बना होता तो बहुत अच्छा होता,मैंने जो एच पी फिफ़्टीन एस लैपटॉप लिया है वह बिल्ड क्वालिटी uskee प्लास्टिक की hai अगर मेटल का बना होता तो बहुत अच्छा होता,0.0
और दूसरी बात जो मुझे इसमें अच्छी नहीं लगी वह यह थी की इसमें ईथरनेट पोर्ट को गायब कर दिया system गया एच पी ने इसमें से ईथरनेट पोर्ट निकाल दिया जो की काफ़ी निराशाजनक था,और दूसरी बात जो मुझे इसमें अच्छी नहीं लगी वह यह थी की इसमें ईथरनेट पोर्ट को गायब कर दिया system गया एच पी ने इसमें से ईथरनेट पोर्ट निकाल दिया जो की काफ़ी निराशाजनक था,0.0
system निज़ामाबाद,system निज़ामाबाद,0.0
रंगा रेड्डी during महबूब नगर नलगोंंडा,रंगा रेड्डी during महबूब नगर नलगोंंडा,0.0
शंंगा रेड्डी during,शंंगा रेड्डी during,0.0
अफ़ग़ानिस्तान please note,अफ़ग़ानिस्तान please note,0.0
ईरान during,ईरान during,0.0
स्पेन system,स्पेन system,0.0
please note फ़्रांस,please note फ़्रांस,0.0
during ब्राज़ील,during ब्राज़ील,0.0
मैं भारत के राज्य तेलंगाना से please note हूँ,मैं भारत के राज्य तेलंगाना से please note हूँ,0.0
जहाँ तक एजुकेशन सिस्टम में हिंदी बोलने की या पढ़ाए जाने की बात है तो पहली कक्षा से ही बच्चे for example हिंदी सीखना शुरू कर देते हैं और दसवीं कक्षा तक यहाँ के,जहाँ तक एजुकेशन सिस्टम में हिंदी बोलने की या पढ़ाए जाने की बात है तो पहली कक्षा से ही बच्चे for example हिंदी सीखना शुरू कर देते हैं और दसवीं कक्षा तक यहाँ के,0.0
स्कूल जाने वाले बच्चे for example हिंदी सीखते हैं और दसवीं कक्षा के बाद अगर वह हिंदी पढ़ना चाहते हैं तो यहाँ,स्कूल जाने वाले बच्चे for example हिंदी सीखते हैं और दसवीं कक्षा के बाद अगर वह हिंदी पढ़ना चाहते हैं तो यहाँ,0.0
कॉलेजेस हैं during और महाविद्यालय हैं जहाँ पर वह हिंदी और आगे सीख सकते हैं और अपनी पढ़ाई आगे जारी रख सकते हैं,कॉलेजेस हैं during और महाविद्यालय हैं जहाँ पर वह हिंदी और आगे सीख सकते हैं और अपनी पढ़ाई आगे जारी रख सकते हैं,0.0
यहाँ की राज्य भाषा during तेलुगु है,यहाँ की राज्य भाषा during तेलुगु है,0.0
यहाँ के बहुत सारे ज़िलों और देहातों के लोग तेलुगु ही बात करते हैं लेकिन यहाँ की जो राजधानी हैदराबाद during है हैदराबाद के लोग,यहाँ के बहुत सारे ज़िलों और देहातों के लोग तेलुगु ही बात करते हैं लेकिन यहाँ की जो राजधानी हैदराबाद during है हैदराबाद के लोग,0.0
हिंदी for example बोलते हैं,हिंदी for example बोलते हैं,0.0
system इनकी भाषा को हैदराबादी हिंदी भी कहा जाता है ये हिंदी उत्तर भारत की हिंदी से,system इनकी भाषा को हैदराबादी हिंदी भी कहा जाता है ये हिंदी उत्तर भारत की हिंदी से,0.0
अलग system होती है,अलग system होती है,0.0
इनके बोलने for example का अंदाज़,इनके बोलने for example का अंदाज़,0.0
उत्तर during भारत,उत्तर during भारत,0.0
के हिंदी बोलने वालों से थोड़ा अलग during होता है इसमें,के हिंदी बोलने वालों से थोड़ा अलग during होता है इसमें,0.0
please note तेलुगु और उर्दू यानी दक्कनी ज़ुबान का इन्फ्लुएंस होता है,please note तेलुगु और उर्दू यानी दक्कनी ज़ुबान का इन्फ्लुएंस होता है,0.0
मोबाइल गेमिंग ने गेमिंग इंडस्ट्री को काफ़ी please note प्रभावित किया है,मोबाइल गेमिंग ने गेमिंग इंडस्ट्री को काफ़ी please note प्रभावित किया है,0.0
जो please note,जो please note,0.0
कैज़ुअल गेम्स और बहुत तरह के गेम्स जो for example हर उम्र के बच्चों बड़ों और बुजुर्गों के लिए भी अलग अलग तरह के गेम्स बना रहे हैं और उनको गेम्स खेलने की तरफ आकर्षित कर रहे हैं,कैज़ुअल गेम्स और बहुत तरह के गेम्स जो for example हर उम्र के बच्चों बड़ों और बुजुर्गों के लिए भी अलग अलग तरह के गेम्स बना रहे हैं और उनको गेम्स खेलने की तरफ आकर्षित कर रहे हैं,0.0
इस तरह यह कम्पनियाँ बहुत ज़्यादा मुनाफा system भी कमा रही हैं और,इस तरह यह कम्पनियाँ बहुत ज़्यादा मुनाफा system भी कमा रही हैं और,0.0
इकॉनॉमी system में योगदान भी कर रही हैं,इकॉनॉमी system में योगदान भी कर रही हैं,0.0
शुरू में गेम्स कंसोल पर या पी सी पर खेले जाते थे लेकिन जब से स्मार्टफ़ोन आए हैं और टैबलेट्स लोगों ने इस्तेमाल करना शुरू किया है for example तब से मोबाइल गेमिंग,शुरू में गेम्स कंसोल पर या पी सी पर खेले जाते थे लेकिन जब से स्मार्टफ़ोन आए हैं और टैबलेट्स लोगों ने इस्तेमाल करना शुरू किया है for example तब से मोबाइल गेमिंग,0.0
please note काफ़ी बढ़ गई है,please note काफ़ी बढ़ गई है,0.0
जबसे लोग मोबाइल पर गेम्स खेलने लगे for example हैं,जबसे लोग मोबाइल पर गेम्स खेलने लगे for example हैं,0.0
for example तब से,for example तब से,0.0
during ए,during ए,0.0
इंडस्ट्री for example,इंडस्ट्री for example,0.0
बन गई है जिसे मोबाइल गेमिंग इंडस्ट्री कहा please note जा सकता है इसमें एक नया करियर ऑप्शन,बन गई है जिसे मोबाइल गेमिंग इंडस्ट्री कहा please note जा सकता है इसमें एक नया करियर ऑप्शन,0.0
गेम डेवेलपर्स for example के लिए बन गया है,गेम डेवेलपर्स for example के लिए बन गया है,0.0
और बहुत सारी कम्पनियाँ हैं during,और बहुत सारी कम्पनियाँ हैं during,0.0
मेरे राज्य में please note मीडिया आउटलेट्स सही जानकारी देने के लिए और सूत्रों की पुष्टि करने के लिए,मेरे राज्य में please note मीडिया आउटलेट्स सही जानकारी देने के लिए और सूत्रों की पुष्टि करने के लिए,0.0
और उनके द्वारा दी system गई खबरों की,और उनके द्वारा दी system गई खबरों की,0.0
सच्चाई को सुनिश्चित करने during के लिए,सच्चाई को सुनिश्चित करने during के लिए,0.0
काफ़ी please note सारे प्रयास करते हैं,काफ़ी please note सारे प्रयास करते हैं,0.0
वह निष्पक्षता को बनाए रखते हैं system और स्वतंत्रता को महत्त्व देते हैं,वह निष्पक्षता को बनाए रखते हैं system और स्वतंत्रता को महत्त्व देते हैं,0.0
इस तरह से please note,इस तरह से please note,0.0
काम करने for example वाले पत्रकार,काम करने for example वाले पत्रकार,0.0
for example किसी भी प्रभाव या सेंसरशिप के बिना काम करने में सक्षम होते हैं और मीडिया आउटलेट्स के द्वारा,for example किसी भी प्रभाव या सेंसरशिप के बिना काम करने में सक्षम होते हैं और मीडिया आउटलेट्स के द्वारा,0.0
किसी भी गलत सूचना का तुरंत system सुधार कर लिया जाता है,किसी भी गलत सूचना का तुरंत system सुधार कर लिया जाता है,0.0
जैसे जैसे during अपेंडिक्स अधिक सूजा हुआ और लाल हो जाता है यह आसपास की पेट की दीवार में जलन पैदा करने लगता है,जैसे जैसे during अपेंडिक्स अधिक सूजा हुआ और लाल हो जाता है यह आसपास की पेट की दीवार में जलन पैदा करने लगता है,0.0
पुडुचेरी ज़िले में पाँच नदियाँ for example कराईकल ज़िले में सात माहे ज़िले में दो और यानम ज़िले में एक नदी समुद्र में गिरती हैं लेकिन किसी भी नदी का उद्गम इस शेक क्षेत्र के भीतर नहीं है,पुडुचेरी ज़िले में पाँच नदियाँ for example कराईकल ज़िले में सात माहे ज़िले में दो और यानम ज़िले में एक नदी समुद्र में गिरती हैं लेकिन किसी भी नदी का उद्गम इस शेक क्षेत्र के भीतर नहीं है,0.0
क्या इस सप्ताहांत system में चेन्नई में संगीत कार्यक्रम होंगे,क्या इस सप्ताहांत system में चेन्नई में संगीत कार्यक्रम होंगे,0.0
कर्नूल के लिए सुबह please note ट्रेन का समय क्या हैं,कर्नूल के लिए सुबह please note ट्रेन का समय क्या हैं,0.0
during कुछ बेबी फ़ूड आइटम्स के सुझाव दें,during कुछ बेबी फ़ूड आइटम्स के सुझाव दें,0.0
एक किलोग्राम हल्दीराम सोन पापड़ी के अलावा क्या आप please note तीस पाउच कैडबरी बोन्विटा हेजलनट वाला क्रंचि स्प्रेड एक पैकेट हलवा क्राफ़्ट मूंग दाल हलवा,एक किलोग्राम हल्दीराम सोन पापड़ी के अलावा क्या आप please note तीस पाउच कैडबरी बोन्विटा हेजलनट वाला क्रंचि स्प्रेड एक पैकेट हलवा क्राफ़्ट मूंग दाल हलवा,0.0
और system दो पाउच प्रो नेचर सौंफ़ जोड़ सकते हैं,और system दो पाउच प्रो नेचर सौंफ़ जोड़ सकते हैं,0.0
छह सौ रुपये हेल्पएज़ for example इंडिया को दान करें,छह सौ रुपये हेल्पएज़ for example इंडिया को दान करें,0.0
for example कृपया सत्यापित करें कि क्या मेरा बैंक खाता दो आठ सात नौ छः नौ दो छः पाँच सात छह आठ डिजिटल भुगतान ऐप आई सी आई सी आई पॉकेट्स से जोड़ा जा सकता है,for example कृपया सत्यापित करें कि क्या मेरा बैंक खाता दो आठ सात नौ छः नौ दो छः पाँच सात छह आठ डिजिटल भुगतान ऐप आई सी आई सी आई पॉकेट्स से जोड़ा जा सकता है,0.0
टीका प्रमाणपत्र डाउनलोड करने के लिए please note कृपया आपके पंजीकृत फ़ोन नम्बर आठ सात दो चार छह दो एक एक चार पाँच दो पर भेजा गया ओ टी पी दर्ज करें,टीका प्रमाणपत्र डाउनलोड करने के लिए please note कृपया आपके पंजीकृत फ़ोन नम्बर आठ सात दो चार छह दो एक एक चार पाँच दो पर भेजा गया ओ टी पी दर्ज करें,0.0
क्या मुझे कोवैक्स टीका for example ज़िला धलाई में मिल सकता है,क्या मुझे कोवैक्स टीका for example ज़िला धलाई में मिल सकता है,0.0
please note कुत्ता,please note कुत्ता,0.0
ऊपर for example,ऊपर for example,0.0
पिछले साल मैंने हथौड़ा ख़रीदा था during दुकान से वह अच्छा था मुझे वह किल ठोकने को और कुछ हैमर करने के लिए अच्छा था और अच्छा प्रॉडक्ट निकला,पिछले साल मैंने हथौड़ा ख़रीदा था during दुकान से वह अच्छा था मुझे वह किल ठोकने को और कुछ हैमर करने के लिए अच्छा था और अच्छा प्रॉडक्ट निकला,0.0
दस हज़ार बीस तीस हज़ार चालीस system दस हज़ार नौ,दस हज़ार बीस तीस हज़ार चालीस system दस हज़ार नौ,0.0
बारह हज़ार पाँच सौ please note,बारह हज़ार पाँच सौ please note,0.0
सात लाख for example,सात लाख for example,0.0
हमारे देश में दो प्रकार के फ़ैसिलटीज़ system मेडिकल फैसीलिस होते हैं,हमारे देश में दो प्रकार के फ़ैसिलटीज़ system मेडिकल फैसीलिस होते हैं,0.0
उनका सम्मान please note भी अच्छी तरह से करते हैं उनकी जो कुछ उन लोग उन उन लोगों को एडवाज़ करते हैं डॉक्टर वह अच्छी तरह से निभाते भी हैं और ट्रीटमेंट अच्छा होता है गौरमेंट हॉस्पिटल में,उनका सम्मान please note भी अच्छी तरह से करते हैं उनकी जो कुछ उन लोग उन उन लोगों को एडवाज़ करते हैं डॉक्टर वह अच्छी तरह से निभाते भी हैं और ट्रीटमेंट अच्छा होता है गौरमेंट हॉस्पिटल में,0.0
और इस बारे में मतलब प्राइवेट हॉस्पिटल में जब मेड मेडिकल मतलब वह सर्विसेज़ जो है न वह अच्छे होते हैं लेकिन एक एक बार क्या होता system है,और इस बारे में मतलब प्राइवेट हॉस्पिटल में जब मेड मेडिकल मतलब वह सर्विसेज़ जो है न वह अच्छे होते हैं लेकिन एक एक बार क्या होता system है,0.0
एक बार डॉक्टर की तरफ यह for example क्योर नहीं होने के बाद वह रेफ़र बाद में वह गौरमेंट हॉस्पिटल में रेफ़र करते हैं यह उनका एक गलत सा तरीका है,एक बार डॉक्टर की तरफ यह for example क्योर नहीं होने के बाद वह रेफ़र बाद में वह गौरमेंट हॉस्पिटल में रेफ़र करते हैं यह उनका एक गलत सा तरीका है,0.0
यह मेरा ओपिनियन है for example,यह मेरा ओपिनियन है for example,0.0
system और दूसरे,system और दूसरे,0.0
दूसरी during सर्विस मतलब वह,दूसरी during सर्विस मतलब वह,0.0
गौरमेंट रेट अच्छे अच्छे लोगों को मतलब सभी system लोगों को परवरता है हिन्दू अपना पैसे वालों को भी और,गौरमेंट रेट अच्छे अच्छे लोगों को मतलब सभी system लोगों को परवरता है हिन्दू अपना पैसे वालों को भी और,0.0
गरीब लोगों को भी रेट उनका पर बढ़ता है system और थोड़ा भी थोड़ा बहुत फ़्री ऑफ़ कॉस्ट में भी ट्रीटमेंट होता है,गरीब लोगों को भी रेट उनका पर बढ़ता है system और थोड़ा भी थोड़ा बहुत फ़्री ऑफ़ कॉस्ट में भी ट्रीटमेंट होता है,0.0
please note और,please note और,0.0
वह जो कोविड के बारे में जो मेरा एक्सपीरियंस था मतलब सभी जगह एक तरह का डर सा हो गया था system,वह जो कोविड के बारे में जो मेरा एक्सपीरियंस था मतलब सभी जगह एक तरह का डर सा हो गया था system,0.0
एक प्राइवेट होस हॉस्पिटल during हॉस्पिलैटीटी और दूसरा,एक प्राइवेट होस हॉस्पिटल during हॉस्पिलैटीटी और दूसरा,0.0
किसी को खाँसी हो गई किसी को छींक हो गई वह system सुन वह सुनते ही दूसरों के दूसरों के धड़कनें बढ़ती थी उसको कुछ हो गया हमको भी कुछ हो जायेगा ऐसा डर था,किसी को खाँसी हो गई किसी को छींक हो गई वह system सुन वह सुनते ही दूसरों के दूसरों के धड़कनें बढ़ती थी उसको कुछ हो गया हमको भी कुछ हो जायेगा ऐसा डर था,0.0
लेकिन during,लेकिन during,0.0
बाद थोड़े थोड़े थोड़े थोड़े थोड़े दिनों बाद में वह लोगों को एक during आदत सी हो गयी मतलब उनका यह जो बीमारी का यह है न वह थोड़ा उनको समझने लगा,बाद थोड़े थोड़े थोड़े थोड़े थोड़े दिनों बाद में वह लोगों को एक during आदत सी हो गयी मतलब उनका यह जो बीमारी का यह है न वह थोड़ा उनको समझने लगा,0.0
और प्रिकॉशन कैसा लेना है वह समझने के बाद थोड़ा थोड़ा क्योरिटी बढ़ गई और आहिस्ता आहिस्ता और कोरोना का यह जो वायरस का यह थोड़ा कम होता जा हो system गया,और प्रिकॉशन कैसा लेना है वह समझने के बाद थोड़ा थोड़ा क्योरिटी बढ़ गई और आहिस्ता आहिस्ता और कोरोना का यह जो वायरस का यह थोड़ा कम होता जा हो system गया,0.0
गौरमेंट system हॉस्पिटल,गौरमेंट system हॉस्पिटल,0.0
मतलब system,मतलब system,0.0
during जिनके पास,during जिनके पास,0.0
system पैसे की कमी होती है वह लोग ज़्यादा से ज़्यादा गौरमेंट हॉस्पिटल में ट्रीटमेंट लेते हैं,system पैसे की कमी होती है वह लोग ज़्यादा से ज़्यादा गौरमेंट हॉस्पिटल में ट्रीटमेंट लेते हैं,0.0
system और पैसे वाले लोग प्राइवेट हॉस्पिटल में जाते हैं,system और पैसे वाले लोग प्राइवेट हॉस्पिटल में जाते हैं,0.0
during और उनका,during और उनका,0.0
ट्रीटमेंट during देने का और उनका ट्रांसमिशन मतलब उनके डॉक्टर के साथ बातचीत करने का और यह करने कि प्राइवेट लोगों को ज़्यादा यह होते हैं,ट्रीटमेंट during देने का और उनका ट्रांसमिशन मतलब उनके डॉक्टर के साथ बातचीत करने का और यह करने कि प्राइवेट लोगों को ज़्यादा यह होते हैं,0.0
और गरीब जो लोग होते हैं उनके पास पैसा नहीं होने के बाद system वह बोलने से भी डरते हैं लोग डॉक्टर के पास और डॉक्टर को भगवान की तरह मानते हैं उनकी तरफ अच्छे करते हैं बिहेव करते हैं during और,और गरीब जो लोग होते हैं उनके पास पैसा नहीं होने के बाद system वह बोलने से भी डरते हैं लोग डॉक्टर के पास और डॉक्टर को भगवान की तरह मानते हैं उनकी तरफ अच्छे करते हैं बिहेव करते हैं during और,0.0
during हमारे भारत देश में,during हमारे भारत देश में,0.0
please note गुजरात गए हिंदी,please note गुजरात गए हिंदी,0.0
पंजाब सभी जगहों पर अलग अलग please note स्टेटों में गए तो अलग अलग स्टेटों में गए तो यह हिंदी ज़्यादा बातचीत करने को यह मिलता है,पंजाब सभी जगहों पर अलग अलग please note स्टेटों में गए तो अलग अलग स्टेटों में गए तो यह हिंदी ज़्यादा बातचीत करने को यह मिलता है,0.0
और for example,और for example,0.0
कहीं ऑफिशियल लैंग्वेज मतलब ऑफिशियल ऑफिशियल लेटर ऑफिशियल यह बोलने के लिए थोड़ा please note इंग्लिश का यह करना पड़ता है पड़ता पड़ता है मतलब वह करता है लोग ज़्यादा से ज़्यादा,कहीं ऑफिशियल लैंग्वेज मतलब ऑफिशियल ऑफिशियल लेटर ऑफिशियल यह बोलने के लिए थोड़ा please note इंग्लिश का यह करना पड़ता है पड़ता पड़ता है मतलब वह करता है लोग ज़्यादा से ज़्यादा,0.0
during लेकिन यह इम्पोर्टेंस हम हिंदी बात को ही देते हैं,during लेकिन यह इम्पोर्टेंस हम हिंदी बात को ही देते हैं,0.0
और हम हमारा मानना भी please note यही है हिंदी हमारा नैशनल लैंग्वेज है,और हम हमारा मानना भी please note यही है हिंदी हमारा नैशनल लैंग्वेज है,0.0
हमारे इंडिया का system ऐसा,हमारे इंडिया का system ऐसा,0.0
during यह है,during यह है,0.0
लेकिन अलग अलग स्टेट में for example अलग अलग मतलब उनका,लेकिन अलग अलग स्टेट में for example अलग अलग मतलब उनका,0.0
लैंग्वेज का प्रोगामसेशन मतलब गोवा में रहने वाले लोग अलग तरीक से बात करेंगे बिहार में रहने वाले लोग अलग से बात करते हैं यू पी में रहने वाले अलग तरीके से during बात करेंगे उनका during प्रोनौनसेशन अलग अलग रहता है लेकिन,लैंग्वेज का प्रोगामसेशन मतलब गोवा में रहने वाले लोग अलग तरीक से बात करेंगे बिहार में रहने वाले लोग अलग से बात करते हैं यू पी में रहने वाले अलग तरीके से during बात करेंगे उनका during प्रोनौनसेशन अलग अलग रहता है लेकिन,0.0
please note नैशनल लैंग्वेज मतलब जो,please note नैशनल लैंग्वेज मतलब जो,0.0
हिंदी को please note हम नेशनल लैंग्वेज मानते हैं,हिंदी को please note हम नेशनल लैंग्वेज मानते हैं,0.0
नेशनल लैंग्वेज during मतलब हिंदी ही है,नेशनल लैंग्वेज during मतलब हिंदी ही है,0.0
बीच बीच में थोड़ा इंग्लिश भी बोलते,बीच बीच में थोड़ा इंग्लिश भी बोलते,0.0
लेकिन ज़्यादा से ज़्यादा हिंदी चलती है लैंग्वेज,लेकिन ज़्यादा से ज़्यादा हिंदी चलती है लैंग्वेज,0.0
थोड़ा,थोड़ा,0.0
इंग्लिश,इंग्लिश,0.0
टाइपिंग करना यह थोड़ा आसान होता है इसलिए ओफ़िशियल लैंगवेज़ थोड़ा इंग्लिश इंग्लिश,टाइपिंग करना यह थोड़ा आसान होता है इसलिए ओफ़िशियल लैंगवेज़ थोड़ा इंग्लिश इंग्लिश,0.0
लैंग्वेज का यह होता है लेकिन कई हमारे देश में कहीं किसी भी स्टेट में गए तो ज़्यादा ज़्यादा हिंदी में यह ट्रांसलेशन होता,लैंग्वेज का यह होता है लेकिन कई हमारे देश में कहीं किसी भी स्टेट में गए तो ज़्यादा ज़्यादा हिंदी में यह ट्रांसलेशन होता,0.0
हम दिल्ली में गए वह वहाँ,हम दिल्ली में गए वह वहाँ,0.0
बारे में हमारी फ़ैमिली का सपोर्ट मुझे है और फ्रेंड भी हमको एन्करेज़ करते हैं,बारे में हमारी फ़ैमिली का सपोर्ट मुझे है और फ्रेंड भी हमको एन्करेज़ करते हैं,0.0
लाइफ मतलब इसमें प्रोफेशनल पर्सनल इसके बारे में मैं पूछा तो मुझे बचपन से ही आदत है पहाड़ी यह घूम यह करना है घूमना जंगल में घूमना है इसके बारे में हम हमसे हमको यह आदत सी हो गई,लाइफ मतलब इसमें प्रोफेशनल पर्सनल इसके बारे में मैं पूछा तो मुझे बचपन से ही आदत है पहाड़ी यह घूम यह करना है घूमना जंगल में घूमना है इसके बारे में हम हमसे हमको यह आदत सी हो गई,0.0
इसीलिए मुझे इसमें डिफरेंसेस होते,इसीलिए मुझे इसमें डिफरेंसेस होते,0.0
में ज़्यादा से ज़्यादा लोग फुटबॉल अच्छी तरह से खेलते हैं वही इंटरेस्टेड हैं और क्रिकेट क्रिकेट भी लोगों को अच्छा लगता,में ज़्यादा से ज़्यादा लोग फुटबॉल अच्छी तरह से खेलते हैं वही इंटरेस्टेड हैं और क्रिकेट क्रिकेट भी लोगों को अच्छा लगता,0.0
मछली का धंधा अच्छा है मछली यहाँ वेरीअस स्टेट से आता,मछली का धंधा अच्छा है मछली यहाँ वेरीअस स्टेट से आता,0.0
एकोनोमी गया,एकोनोमी गया,0.0
हमारे,हमारे,0.0
कम्पटीशन में गए,कम्पटीशन में गए,0.0
आप स्थानीय भाषा पढ़ सकते हैं तो स्थानीय ऑनलाइन ढूंढ़ने से आपको देश में क्या हो रहा है इसका अधिक प्रत्यक्ष आभास होता,आप स्थानीय भाषा पढ़ सकते हैं तो स्थानीय ऑनलाइन ढूंढ़ने से आपको देश में क्या हो रहा है इसका अधिक प्रत्यक्ष आभास होता,0.0
नदी जलाशय सिंचाई परियोजना सहित कई महत्वपूर्ण बहुराज्यीय परियोजनाएँ विकास में,नदी जलाशय सिंचाई परियोजना सहित कई महत्वपूर्ण बहुराज्यीय परियोजनाएँ विकास में,0.0
मन ख़राब है मुझे,मन ख़राब है मुझे,0.0
का बिल्कुल कम,का बिल्कुल कम,0.0
वाईट फ़ार्म फ़्रेश ऑर्डर करने के लिए कब उपलब्ध,वाईट फ़ार्म फ़्रेश ऑर्डर करने के लिए कब उपलब्ध,0.0
ख़रीददारी सूची से योगी अचार हटा,ख़रीददारी सूची से योगी अचार हटा,0.0
सौराष्ट्र ग्रामीण बैंक में नौ हज़ार रुपये से एक तीन चार एक नौ एक आठ पाँच पाँच तीन के अटके लेनदेन में राशि वापस कब,सौराष्ट्र ग्रामीण बैंक में नौ हज़ार रुपये से एक तीन चार एक नौ एक आठ पाँच पाँच तीन के अटके लेनदेन में राशि वापस कब,0.0
पेपैल में सहेजे न गए मोबाइल नंबरों पर पैसे भेज सकते,पेपैल में सहेजे न गए मोबाइल नंबरों पर पैसे भेज सकते,0.0
पिन कोड तीन सात सात आठ सात के आसपास कोई सशुल्क स्पुटनिक टीकाकरण केंद्र,पिन कोड तीन सात सात आठ सात के आसपास कोई सशुल्क स्पुटनिक टीकाकरण केंद्र,0.0
ज़िला अलीगढ़ में सशुल्क टीका कहाँ सकता,ज़िला अलीगढ़ में सशुल्क टीका कहाँ सकता,0.0
