filename,ground_truth,normalized_transcripts
5348024557506432_f127_chunk_18_subchunk_1.wav,please note और,please note और
5348024557506432_f127_chunk_19_subchunk_1.wav,वह जो कोविड के बारे में जो मेरा एक्सपीरियंस था मतलब सभी जगह एक तरह का डर सा हो गया था system,वह जो कोविड के बारे में जो मेरा एक्सपीरियंस था मतलब सभी जगह एक तरह का डर सा हो गया था system
5348024557506432_f127_chunk_1_subchunk_1.wav,एक प्राइवेट होस हॉस्पिटल during हॉस्पिलैटीटी और दूसरा,एक प्राइवेट होस हॉस्पिटल during हॉस्पिलैटीटी और दूसरा
5348024557506432_f127_chunk_20_subchunk_1.wav,किसी को खाँसी हो गई किसी को छींक हो गई वह system सुन वह सुनते ही दूसरों के दूसरों के धड़कनें बढ़ती थी उसको कुछ हो गया हमको भी कुछ हो जायेगा ऐसा डर था,किसी को खाँसी हो गई किसी को छींक हो गई वह system सुन वह सुनते ही दूसरों के दूसरों के धड़कनें बढ़ती थी उसको कुछ हो गया हमको भी कुछ हो जायेगा ऐसा डर था
5348024557506432_f127_chunk_21_subchunk_1.wav,लेकिन during,लेकिन during
5348024557506432_f127_chunk_22_subchunk_1.wav,बाद थोड़े थोड़े थोड़े थोड़े थोड़े दिनों बाद में वह लोगों को एक during आदत सी हो गयी मतलब उनका यह जो बीमारी का यह है न वह थोड़ा उनको समझने लगा,बाद थोड़े थोड़े थोड़े थोड़े थोड़े दिनों बाद में वह लोगों को एक during आदत सी हो गयी मतलब उनका यह जो बीमारी का यह है न वह थोड़ा उनको समझने लगा
5348024557506432_f127_chunk_23_subchunk_1.wav,और प्रिकॉशन कैसा लेना है वह समझने के बाद थोड़ा थोड़ा क्योरिटी बढ़ गई और आहिस्ता आहिस्ता और कोरोना का यह जो वायरस का यह थोड़ा कम होता जा हो system गया,और प्रिकॉशन कैसा लेना है वह समझने के बाद थोड़ा थोड़ा क्योरिटी बढ़ गई और आहिस्ता आहिस्ता और कोरोना का यह जो वायरस का यह थोड़ा कम होता जा हो system गया
5348024557506432_f127_chunk_2_subchunk_1.wav,गौरमेंट system हॉस्पिटल,गौरमेंट system हॉस्पिटल
5348024557506432_f127_chunk_3_subchunk_1.wav,मतलब system,मतलब system
5348024557506432_f127_chunk_4_subchunk_1.wav,during जिनके पास,during जिनके पास
5348024557506432_f127_chunk_5_subchunk_1.wav,system पैसे की कमी होती है वह लोग ज़्यादा से ज़्यादा गौरमेंट हॉस्पिटल में ट्रीटमेंट लेते हैं,system पैसे की कमी होती है वह लोग ज़्यादा से ज़्यादा गौरमेंट हॉस्पिटल में ट्रीटमेंट लेते हैं
5348024557506432_f127_chunk_6_subchunk_1.wav,system और पैसे वाले लोग प्राइवेट हॉस्पिटल में जाते हैं,system और पैसे वाले लोग प्राइवेट हॉस्पिटल में जाते हैं
5348024557506432_f127_chunk_7_subchunk_1.wav,during और उनका,during और उनका
5348024557506432_f127_chunk_8_subchunk_1.wav,ट्रीटमेंट during देने का और उनका ट्रांसमिशन मतलब उनके डॉक्टर के साथ बातचीत करने का और यह करने कि प्राइवेट लोगों को ज़्यादा यह होते हैं,ट्रीटमेंट during देने का और उनका ट्रांसमिशन मतलब उनके डॉक्टर के साथ बातचीत करने का और यह करने कि प्राइवेट लोगों को ज़्यादा यह होते हैं
5348024557506432_f127_chunk_9_subchunk_1.wav,और गरीब जो लोग होते हैं उनके पास पैसा नहीं होने के बाद system वह बोलने से भी डरते हैं लोग डॉक्टर के पास और डॉक्टर को भगवान की तरह मानते हैं उनकी तरफ अच्छे करते हैं बिहेव करते हैं during और,और गरीब जो लोग होते हैं उनके पास पैसा नहीं होने के बाद system वह बोलने से भी डरते हैं लोग डॉक्टर के पास और डॉक्टर को भगवान की तरह मानते हैं उनकी तरफ अच्छे करते हैं बिहेव करते हैं during और
5348024557506433_f126_chunk_0_subchunk_1.wav,during हमारे भारत देश में,during हमारे भारत देश में
5348024557506433_f126_chunk_10_subchunk_1.wav,please note गुजरात गए हिंदी,please note गुजरात गए हिंदी
5348024557506433_f126_chunk_11_subchunk_1.wav,पंजाब सभी जगहों पर अलग अलग please note स्टेटों में गए तो अलग अलग स्टेटों में गए तो यह हिंदी ज़्यादा बातचीत करने को यह मिलता है,पंजाब सभी जगहों पर अलग अलग please note स्टेटों में गए तो अलग अलग स्टेटों में गए तो यह हिंदी ज़्यादा बातचीत करने को यह मिलता है
5348024557506433_f126_chunk_12_subchunk_1.wav,और for example,और for example
5348024557506433_f126_chunk_13_subchunk_1.wav,कहीं ऑफिशियल लैंग्वेज मतलब ऑफिशियल ऑफिशियल लेटर ऑफिशियल यह बोलने के लिए थोड़ा please note इंग्लिश का यह करना पड़ता है पड़ता पड़ता है मतलब वह करता है लोग ज़्यादा से ज़्यादा,कहीं ऑफिशियल लैंग्वेज मतलब ऑफिशियल ऑफिशियल लेटर ऑफिशियल यह बोलने के लिए थोड़ा please note इंग्लिश का यह करना पड़ता है पड़ता पड़ता है मतलब वह करता है लोग ज़्यादा से ज़्यादा
5348024557506433_f126_chunk_14_subchunk_1.wav,during लेकिन यह इम्पोर्टेंस हम हिंदी बात को ही देते हैं,during लेकिन यह इम्पोर्टेंस हम हिंदी बात को ही देते हैं
5348024557506433_f126_chunk_15_subchunk_1.wav,और हम हमारा मानना भी please note यही है हिंदी हमारा नैशनल लैंग्वेज है,और हम हमारा मानना भी please note यही है हिंदी हमारा नैशनल लैंग्वेज है
5348024557506433_f126_chunk_16_subchunk_1.wav,हमारे इंडिया का system ऐसा,हमारे इंडिया का system ऐसा
5348024557506433_f126_chunk_17_subchunk_1.wav,during यह है,during यह है
5348024557506433_f126_chunk_18_subchunk_1.wav,लेकिन अलग अलग स्टेट में for example अलग अलग मतलब उनका,लेकिन अलग अलग स्टेट में for example अलग अलग मतलब उनका
5348024557506433_f126_chunk_19_subchunk_1.wav,लैंग्वेज का प्रोगामसेशन मतलब गोवा में रहने वाले लोग अलग तरीक से बात करेंगे बिहार में रहने वाले लोग अलग से बात करते हैं यू पी में रहने वाले अलग तरीके से during बात करेंगे उनका during प्रोनौनसेशन अलग अलग रहता है लेकिन,लैंग्वेज का प्रोगामसेशन मतलब गोवा में रहने वाले लोग अलग तरीक से बात करेंगे बिहार में रहने वाले लोग अलग से बात करते हैं यू पी में रहने वाले अलग तरीके से during बात करेंगे उनका during प्रोनौनसेशन अलग अलग रहता है लेकिन
5348024557506433_f126_chunk_1_subchunk_1.wav,please note नैशनल लैंग्वेज मतलब जो,please note नैशनल लैंग्वेज मतलब जो
5348024557506433_f126_chunk_20_subchunk_1.wav,हिंदी को please note हम नेशनल लैंग्वेज मानते हैं,हिंदी को please note हम नेशनल लैंग्वेज मानते हैं
5348024557506433_f126_chunk_2_subchunk_1.wav,नेशनल लैंग्वेज during मतलब हिंदी ही है,नेशनल लैंग्वेज during मतलब हिंदी ही है
5348024557506433_f126_chunk_3_subchunk_1.wav,बीच बीच में थोड़ा इंग्लिश भी बोलते,बीच बीच में थोड़ा इंग्लिश भी बोलते
5348024557506433_f126_chunk_4_subchunk_1.wav,लेकिन ज़्यादा से ज़्यादा हिंदी चलती है लैंग्वेज,लेकिन ज़्यादा से ज़्यादा हिंदी चलती है लैंग्वेज
5348024557506433_f126_chunk_5_subchunk_1.wav,थोड़ा,थोड़ा
5348024557506433_f126_chunk_6_subchunk_1.wav,इंग्लिश,इंग्लिश
5348024557506433_f126_chunk_7_subchunk_1.wav,टाइपिंग करना यह थोड़ा आसान होता है इसलिए ओफ़िशियल लैंगवेज़ थोड़ा इंग्लिश इंग्लिश,टाइपिंग करना यह थोड़ा आसान होता है इसलिए ओफ़िशियल लैंगवेज़ थोड़ा इंग्लिश इंग्लिश
5348024557506433_f126_chunk_8_subchunk_1.wav,लैंग्वेज का यह होता है लेकिन कई हमारे देश में कहीं किसी भी स्टेट में गए तो ज़्यादा ज़्यादा हिंदी में यह ट्रांसलेशन होता,लैंग्वेज का यह होता है लेकिन कई हमारे देश में कहीं किसी भी स्टेट में गए तो ज़्यादा ज़्यादा हिंदी में यह ट्रांसलेशन होता
5348024557506433_f126_chunk_9_subchunk_1.wav,हम दिल्ली में गए वह वहाँ,हम दिल्ली में गए वह वहाँ
5348024557506438_f342_chunk_0_subchunk_1.wav,बारे में हमारी फ़ैमिली का सपोर्ट मुझे है और फ्रेंड भी हमको एन्करेज़ करते हैं,बारे में हमारी फ़ैमिली का सपोर्ट मुझे है और फ्रेंड भी हमको एन्करेज़ करते हैं
5348024557506438_f342_chunk_1_subchunk_1.wav,लाइफ मतलब इसमें प्रोफेशनल पर्सनल इसके बारे में मैं पूछा तो मुझे बचपन से ही आदत है पहाड़ी यह घूम यह करना है घूमना जंगल में घूमना है इसके बारे में हम हमसे हमको यह आदत सी हो गई,लाइफ मतलब इसमें प्रोफेशनल पर्सनल इसके बारे में मैं पूछा तो मुझे बचपन से ही आदत है पहाड़ी यह घूम यह करना है घूमना जंगल में घूमना है इसके बारे में हम हमसे हमको यह आदत सी हो गई
5348024557506438_f342_chunk_2_subchunk_1.wav,इसीलिए मुझे इसमें डिफरेंसेस होते,इसीलिए मुझे इसमें डिफरेंसेस होते
5348024557506444_f340_chunk_0_subchunk_1.wav,में ज़्यादा से ज़्यादा लोग फुटबॉल अच्छी तरह से खेलते हैं वही इंटरेस्टेड हैं और क्रिकेट क्रिकेट भी लोगों को अच्छा लगता,में ज़्यादा से ज़्यादा लोग फुटबॉल अच्छी तरह से खेलते हैं वही इंटरेस्टेड हैं और क्रिकेट क्रिकेट भी लोगों को अच्छा लगता
5348024557506445_f341_chunk_0_subchunk_1.wav,मछली का धंधा अच्छा है मछली यहाँ वेरीअस स्टेट से आता,मछली का धंधा अच्छा है मछली यहाँ वेरीअस स्टेट से आता
5348024557506445_f341_chunk_1_subchunk_1.wav,एकोनोमी गया,एकोनोमी गया
5348024557506445_f341_chunk_3_subchunk_1.wav,हमारे,हमारे
5348024557506445_f341_chunk_4_subchunk_1.wav,कम्पटीशन में गए,कम्पटीशन में गए
5348024557506451_f2185_chunk_0_subchunk_1.wav,आप स्थानीय भाषा पढ़ सकते हैं तो स्थानीय ऑनलाइन ढूंढ़ने से आपको देश में क्या हो रहा है इसका अधिक प्रत्यक्ष आभास होता,आप स्थानीय भाषा पढ़ सकते हैं तो स्थानीय ऑनलाइन ढूंढ़ने से आपको देश में क्या हो रहा है इसका अधिक प्रत्यक्ष आभास होता
5348024557506454_f1563_chunk_0_subchunk_1.wav,नदी जलाशय सिंचाई परियोजना सहित कई महत्वपूर्ण बहुराज्यीय परियोजनाएँ विकास में,नदी जलाशय सिंचाई परियोजना सहित कई महत्वपूर्ण बहुराज्यीय परियोजनाएँ विकास में
5348024557506455_f1818_chunk_0_subchunk_1.wav,मन ख़राब है मुझे,मन ख़राब है मुझे
5348024557506457_f893_chunk_0_subchunk_1.wav,का बिल्कुल कम,का बिल्कुल कम
5348024557506460_f1819_chunk_0_subchunk_1.wav,वाईट फ़ार्म फ़्रेश ऑर्डर करने के लिए कब उपलब्ध,वाईट फ़ार्म फ़्रेश ऑर्डर करने के लिए कब उपलब्ध
5348024557506461_f1009_chunk_0_subchunk_1.wav,ख़रीददारी सूची से योगी अचार हटा,ख़रीददारी सूची से योगी अचार हटा
5348024557506464_f1814_chunk_0_subchunk_1.wav,सौराष्ट्र ग्रामीण बैंक में नौ हज़ार रुपये से एक तीन चार एक नौ एक आठ पाँच पाँच तीन के अटके लेनदेन में राशि वापस कब,सौराष्ट्र ग्रामीण बैंक में नौ हज़ार रुपये से एक तीन चार एक नौ एक आठ पाँच पाँच तीन के अटके लेनदेन में राशि वापस कब
5348024557506465_f1615_chunk_0_subchunk_1.wav,पेपैल में सहेजे न गए मोबाइल नंबरों पर पैसे भेज सकते,पेपैल में सहेजे न गए मोबाइल नंबरों पर पैसे भेज सकते
5348024557506467_f1816_chunk_0_subchunk_1.wav,पिन कोड तीन सात सात आठ सात के आसपास कोई सशुल्क स्पुटनिक टीकाकरण केंद्र,पिन कोड तीन सात सात आठ सात के आसपास कोई सशुल्क स्पुटनिक टीकाकरण केंद्र
5348024557506468_f1815_chunk_0_subchunk_1.wav,ज़िला अलीगढ़ में सशुल्क टीका कहाँ सकता,ज़िला अलीगढ़ में सशुल्क टीका कहाँ सकता
5348024557506477_f1817_chunk_0_subchunk_1.wav,रूको,रूको
5348024557506478_f2186_chunk_0_subchunk_1.wav,खुश,खुश
5348024557506481_f311_chunk_0_subchunk_1.wav,का सुपरमैक्स रेज़र का ब्लेड ख़रीदा है अभी पिछले कुछ दिनों में,का सुपरमैक्स रेज़र का ब्लेड ख़रीदा है अभी पिछले कुछ दिनों में
5348024557506481_f311_chunk_1_subchunk_1.wav,इसमें,इसमें
5348024557506481_f311_chunk_2_subchunk_1.wav,या पाँच ब्लेड्स साथ आते,या पाँच ब्लेड्स साथ आते
5348024557506481_f311_chunk_3_subchunk_1.wav,हर एक,हर एक
5348024557506481_f311_chunk_4_subchunk_1.wav,छोटे ब्लेड्स साथ में होते हैं ताकि जब आप शेव करें तो दाढ़ी की जो कटाई है वह अच्छे हो,छोटे ब्लेड्स साथ में होते हैं ताकि जब आप शेव करें तो दाढ़ी की जो कटाई है वह अच्छे हो
5348024557506481_f311_chunk_5_subchunk_1.wav,मुझे यह कहते हुए अच्छा लगता है के यह प्रॉडक्ट काफ़ी अच्छा है और यह मैं पहले भी यूज़ करता हूँ इसलिए मुझे आज तक इसमें कभी,मुझे यह कहते हुए अच्छा लगता है के यह प्रॉडक्ट काफ़ी अच्छा है और यह मैं पहले भी यूज़ करता हूँ इसलिए मुझे आज तक इसमें कभी
5348024557506481_f311_chunk_6_subchunk_1.wav,प्रॉब्लम हुई नहीं है और अब भी कोई प्रॉब्लम नहीं हुई,प्रॉब्लम हुई नहीं है और अब भी कोई प्रॉब्लम नहीं हुई
5348024557506482_f309_chunk_0_subchunk_1.wav,एक लिया है अभी एक महीना पहले के,एक लिया है अभी एक महीना पहले के
5348024557506482_f309_chunk_1_subchunk_1.wav,मेन डोर आसपास रखने के,मेन डोर आसपास रखने के
5348024557506482_f309_chunk_2_subchunk_1.wav,के सीज़न में तो कोई खास प्रॉब्लम नहीं हुई लेकिन अभी जब बारिश का सीज़न चल रहा है तो इस मौसम में काफ़ी वैसे ही मिट्टी,के सीज़न में तो कोई खास प्रॉब्लम नहीं हुई लेकिन अभी जब बारिश का सीज़न चल रहा है तो इस मौसम में काफ़ी वैसे ही मिट्टी
5348024557506482_f309_chunk_3_subchunk_1.wav,से आता है घर के अंदर उसमें यह जो जब पै पैरों को इसके ऊपर घिसते हैं,से आता है घर के अंदर उसमें यह जो जब पै पैरों को इसके ऊपर घिसते हैं
5348024557506482_f309_chunk_4_subchunk_1.wav,की पूरी जो होती है वह इसके ऊपर लगती नहीं है,की पूरी जो होती है वह इसके ऊपर लगती नहीं है
5348024557506482_f309_chunk_5_subchunk_1.wav,हद,हद
5348024557506482_f309_chunk_6_subchunk_1.wav,पर जाती है और घर पर आ जाती है इसलिए यह प्रोडक्ट लेकर मैं कुछ हद तक पछता रहा,पर जाती है और घर पर आ जाती है इसलिए यह प्रोडक्ट लेकर मैं कुछ हद तक पछता रहा
5348024557506486_f108_chunk_0_subchunk_1.wav,भट्ट झाला मनिलाल केन्या शार्दुल,भट्ट झाला मनिलाल केन्या शार्दुल
5348024557506486_f108_chunk_1_subchunk_1.wav,अमित,अमित
5348024557506489_f107_chunk_0_subchunk_1.wav,यॉर्क लंडन,यॉर्क लंडन
5348024557506489_f107_chunk_1_subchunk_1.wav,डेल्ही,डेल्ही
5348024557506489_f107_chunk_2_subchunk_1.wav,टोरोंटो,टोरोंटो
5348024557506490_f106_chunk_0_subchunk_1.wav,एक बहुत बड़ी समस्या है भारत देश के लिए,एक बहुत बड़ी समस्या है भारत देश के लिए
5348024557506490_f106_chunk_10_subchunk_1.wav,और,और
5348024557506490_f106_chunk_11_subchunk_1.wav,उसे सुलझाया न तो,उसे सुलझाया न तो
5348024557506490_f106_chunk_12_subchunk_1.wav,समस्याएँ ला सकती,समस्याएँ ला सकती
5348024557506490_f106_chunk_13_subchunk_1.wav,और,और
5348024557506490_f106_chunk_14_subchunk_1.wav,काफ़ी,काफ़ी
5348024557506490_f106_chunk_16_subchunk_1.wav,का बन सकती,का बन सकती
5348024557506490_f106_chunk_17_subchunk_1.wav,देश के लिए नहीं,देश के लिए नहीं
5348024557506490_f106_chunk_18_subchunk_1.wav,हिसाब,हिसाब
5348024557506490_f106_chunk_1_subchunk_1.wav,अब,अब
5348024557506490_f106_chunk_20_subchunk_1.wav,सरकार,सरकार
5348024557506490_f106_chunk_21_subchunk_1.wav,पहले की जो सरकारें आई हैं अभी पिछले कुछ सालों में उन्होंने काफ़ी अच्छा किया है जिससे की काफ़ी,पहले की जो सरकारें आई हैं अभी पिछले कुछ सालों में उन्होंने काफ़ी अच्छा किया है जिससे की काफ़ी
5348024557506490_f106_chunk_22_subchunk_1.wav,गरीबों,गरीबों
5348024557506490_f106_chunk_23_subchunk_1.wav,गरीबी रेखा से ऊपर खींचा गया है यह भी हाल की ही संयुक्त राष्ट्र की ही एक है जो कहती,गरीबी रेखा से ऊपर खींचा गया है यह भी हाल की ही संयुक्त राष्ट्र की ही एक है जो कहती
5348024557506490_f106_chunk_24_subchunk_1.wav,लाखों करोड़ों भारतवासियों को न्यूनतम गरीबी रेखा से ऊपर खींचा गया पिछले कुछ सालों,लाखों करोड़ों भारतवासियों को न्यूनतम गरीबी रेखा से ऊपर खींचा गया पिछले कुछ सालों
5348024557506490_f106_chunk_25_subchunk_1.wav,हम अच्छे दिशा में जा रहे,हम अच्छे दिशा में जा रहे
5348024557506490_f106_chunk_26_subchunk_1.wav,हिसाब से सरकार अनऔर्गेनाइज्ड,हिसाब से सरकार अनऔर्गेनाइज्ड
5348024557506490_f106_chunk_27_subchunk_1.wav,जो,जो
5348024557506490_f106_chunk_28_subchunk_1.wav,है जो ऑर्गनाइज्ड नहीं है,है जो ऑर्गनाइज्ड नहीं है
5348024557506490_f106_chunk_29_subchunk_1.wav,ढाँचे अभी तक नहीं हैं उसमें ज़्यादा,ढाँचे अभी तक नहीं हैं उसमें ज़्यादा
5348024557506490_f106_chunk_2_subchunk_1.wav,यूनाइटेड नेशंस के आकड़ों के मुताबिक दुनिया,यूनाइटेड नेशंस के आकड़ों के मुताबिक दुनिया
5348024557506490_f106_chunk_30_subchunk_1.wav,जेनरेट करने का काम करना चाहिए,जेनरेट करने का काम करना चाहिए
5348024557506490_f106_chunk_31_subchunk_1.wav,काफ़ी सारे लोगों को देता है,काफ़ी सारे लोगों को देता है
5348024557506490_f106_chunk_32_subchunk_1.wav,यह सेक्टर नियमित हो जाए तो काफ़ी हद तक की,यह सेक्टर नियमित हो जाए तो काफ़ी हद तक की
5348024557506490_f106_chunk_33_subchunk_1.wav,देश,देश
5348024557506490_f106_chunk_34_subchunk_1.wav,हो,हो
5348024557506490_f106_chunk_3_subchunk_1.wav,अधिक आबादी वाला देश है उसने चीन को भी पीछे छोड़ दिया,अधिक आबादी वाला देश है उसने चीन को भी पीछे छोड़ दिया
5348024557506490_f106_chunk_4_subchunk_1.wav,हमारी दस वर्षीय जनगणना अभी तक हो नहीं है कोरोना महामारी के,हमारी दस वर्षीय जनगणना अभी तक हो नहीं है कोरोना महामारी के
5348024557506490_f106_chunk_5_subchunk_1.wav,भी,भी
5348024557506490_f106_chunk_6_subchunk_1.wav,राष्ट्र यह रही है तो यह सही बात,राष्ट्र यह रही है तो यह सही बात
5348024557506490_f106_chunk_7_subchunk_1.wav,इतने,इतने
5348024557506490_f106_chunk_8_subchunk_1.wav,वाले देश,वाले देश
5348024557506490_f106_chunk_9_subchunk_1.wav,सी भी बेरोज़गारी होगी तो बहुत बड़ी संख्या में,सी भी बेरोज़गारी होगी तो बहुत बड़ी संख्या में
5348024557506505_f566_chunk_0_subchunk_1.wav,हाँ मैंने अपने स्कूल में ड्रॉइंग सीखी थी हमारा शहर बड़ौदा उसकी यूनिवर्सिटी उसका,हाँ मैंने अपने स्कूल में ड्रॉइंग सीखी थी हमारा शहर बड़ौदा उसकी यूनिवर्सिटी उसका
5348024557506505_f566_chunk_1_subchunk_1.wav,सयाजीराव यूनिवर्सिटी उसकी फ़ाइन आर्ट्स फैकल्टी जो है,सयाजीराव यूनिवर्सिटी उसकी फ़ाइन आर्ट्स फैकल्टी जो है
5348024557506505_f566_chunk_2_subchunk_1.wav,कोर्सेस के लिए काफ़ी जानी,कोर्सेस के लिए काफ़ी जानी
5348024557506505_f566_chunk_3_subchunk_1.wav,नहीं,नहीं
5348024557506505_f566_chunk_4_subchunk_1.wav,जो मेरी,जो मेरी
5348024557506505_f566_chunk_5_subchunk_1.wav,कोई,कोई
5348024557506505_f566_chunk_6_subchunk_1.wav,या एस्पिरेशंस जो है वह नहीं है मेरा फ़िलहाल,या एस्पिरेशंस जो है वह नहीं है मेरा फ़िलहाल
5348024557506505_f566_chunk_7_subchunk_1.wav,नहीं है अचीव करने,नहीं है अचीव करने
5348024557506506_f565_chunk_0_subchunk_1.wav,तक मुझे याद है मैंने ऐसा कुछ तो बनाया था क्योंकि स्कूल के दिन थे और अब मुझे याद नहीं आता की मैंने ऐसा कुछ बनाया,तक मुझे याद है मैंने ऐसा कुछ तो बनाया था क्योंकि स्कूल के दिन थे और अब मुझे याद नहीं आता की मैंने ऐसा कुछ बनाया
5348024557506506_f565_chunk_1_subchunk_1.wav,लगता हो,लगता हो
5348024557506506_f565_chunk_2_subchunk_1.wav,बाद में लगा हो की बहुत कुछ गहरा मतलब था तो तो नहीं,बाद में लगा हो की बहुत कुछ गहरा मतलब था तो तो नहीं
5348024557506510_f1736_chunk_0_subchunk_1.wav,दो हज़ार इक्कीस की शुरुआत राजनीतिक सामाजिक थ्रिलर फ़िल्म पड़ा से,दो हज़ार इक्कीस की शुरुआत राजनीतिक सामाजिक थ्रिलर फ़िल्म पड़ा से
5348024557506512_f1674_chunk_0_subchunk_1.wav,आदर्शों और निष्ठा वाली गुणी महिला के रूप में जाना जाता,आदर्शों और निष्ठा वाली गुणी महिला के रूप में जाना जाता
5348024557506514_f2169_chunk_0_subchunk_1.wav,में जेन के घर पर दोपहर दो बजे जन्मदिन की पार्टी,में जेन के घर पर दोपहर दो बजे जन्मदिन की पार्टी
5348024557506515_f1044_chunk_0_subchunk_1.wav,धुन,धुन
5348024557506519_f1744_chunk_0_subchunk_1.wav,लहसुन पाउडर को कर मेरा पिछला ऑर्डर,लहसुन पाउडर को कर मेरा पिछला ऑर्डर
5348024557506520_f1739_chunk_0_subchunk_1.wav,अपने ख़रीददारी कार्ट से फ़्रेशो डाइस्ड ब्रोड बीन्स और बेल्ला वीटा आर्गेनिक आईलिफ़्ट अंडर आई क्रीम जेल हटाना चाहता हूँ इनके अलावा ट्वेंटी फ़ोर मंत्रा राइस क्रेमिका मिक्स फ़्रूट जैम को भी हटा,अपने ख़रीददारी कार्ट से फ़्रेशो डाइस्ड ब्रोड बीन्स और बेल्ला वीटा आर्गेनिक आईलिफ़्ट अंडर आई क्रीम जेल हटाना चाहता हूँ इनके अलावा ट्वेंटी फ़ोर मंत्रा राइस क्रेमिका मिक्स फ़्रूट जैम को भी हटा
5348024557506521_f1057_chunk_0_subchunk_1.wav,आप स्वचालित रूप से भक्ति हटवाल को चार रुपये प्रति वर्ष भेजना बंद कर सकते हैं और तीन सौ रुपये अमेज़ॉन पे पर भेज सकते,आप स्वचालित रूप से भक्ति हटवाल को चार रुपये प्रति वर्ष भेजना बंद कर सकते हैं और तीन सौ रुपये अमेज़ॉन पे पर भेज सकते
5348024557506523_f874_chunk_0_subchunk_1.wav,बंसल अस्पताल में सुविधा उपलब्ध,बंसल अस्पताल में सुविधा उपलब्ध
5348024557506525_f1740_chunk_0_subchunk_1.wav,ई पी एफ ओ से यू ए एन नम्बर नौ चार छह दो सात छह दो नौ तीन सात चार पाँच के साथ सभी अस्वीकृत दावों की सूची,ई पी एफ ओ से यू ए एन नम्बर नौ चार छह दो सात छह दो नौ तीन सात चार पाँच के साथ सभी अस्वीकृत दावों की सूची
5348024557506528_f1741_chunk_0_subchunk_1.wav,ओ एच पॉजिटिव पैक रेड ब्लड सेल घटक की इकाइयों की आवश्यकता है क्या आप मुझे बारामूला ज़िले के सभी नज़दीकी ब्लड बैंक दिखा सकते हैं जहाँ यह उपलब्ध,ओ एच पॉजिटिव पैक रेड ब्लड सेल घटक की इकाइयों की आवश्यकता है क्या आप मुझे बारामूला ज़िले के सभी नज़दीकी ब्लड बैंक दिखा सकते हैं जहाँ यह उपलब्ध
5348024557506535_f1743_chunk_0_subchunk_1.wav,समय,समय
5348024557506536_f1742_chunk_0_subchunk_1.wav,दृश्य,दृश्य
5348024557506549_f291_chunk_0_subchunk_1.wav,समय के साथ हिंदी में भी बहुत बदलाव आ गई हिंदी आजकल हिंग्लिश में में बदल गई है,समय के साथ हिंदी में भी बहुत बदलाव आ गई हिंदी आजकल हिंग्लिश में में बदल गई है
5348024557506549_f291_chunk_1_subchunk_1.wav,और,और
5348024557506549_f291_chunk_2_subchunk_1.wav,हिंदी कम बोलते बोलते है लोग,हिंदी कम बोलते बोलते है लोग
5348024557506549_f291_chunk_3_subchunk_1.wav,चाहे वह अपनी अपनी मातृभाषा क्यों न हो फिर भी हिंदी कम बोलते हैं लोग,चाहे वह अपनी अपनी मातृभाषा क्यों न हो फिर भी हिंदी कम बोलते हैं लोग
5348024557506549_f291_chunk_4_subchunk_1.wav,और मातृभाषा न हो तो तो भी हिंदी कम बोलते हैं जैसा अब मैं बोल रही हूँ,और मातृभाषा न हो तो तो भी हिंदी कम बोलते हैं जैसा अब मैं बोल रही हूँ
5348024557506552_f535_chunk_0_subchunk_1.wav,मेरी मम्मा हमेशा कहती हैं की कोई गलत बात हो तो आवाज़ उठा कर कर बात करनी चाहिए,मेरी मम्मा हमेशा कहती हैं की कोई गलत बात हो तो आवाज़ उठा कर कर बात करनी चाहिए
5348024557506552_f535_chunk_1_subchunk_1.wav,वह पर मैं हाँ मैं समझती हूँ बात तो सही है है लेकिन मुझे बहुत डर लगता था मैं बहुत शर्मा जाती थी किसी के आगे बात करने या किसी प्रॉब्लम या इशू को पॉइंट आउट करने से,वह पर मैं हाँ मैं समझती हूँ बात तो सही है है लेकिन मुझे बहुत डर लगता था मैं बहुत शर्मा जाती थी किसी के आगे बात करने या किसी प्रॉब्लम या इशू को पॉइंट आउट करने से
5348024557506552_f535_chunk_2_subchunk_1.wav,तो एक बार मैं एक ऐसे सिचुएशन से मेरा सामना सामना हुआ की अगर मैं आवाज़ उठाती तो वह कोई बच जाता अगर नहीं उठाती तो मैं भी मुश्किल में पड़ जाती तो पहली बार मैंने,तो एक बार मैं एक ऐसे सिचुएशन से मेरा सामना सामना हुआ की अगर मैं आवाज़ उठाती तो वह कोई बच जाता अगर नहीं उठाती तो मैं भी मुश्किल में पड़ जाती तो पहली बार मैंने
5348024557506552_f535_chunk_3_subchunk_1.wav,आवाज़ उठाया मैंने बोला की यह ऐसा है ऐसा होना नहीं नहीं चाहिए,आवाज़ उठाया मैंने बोला की यह ऐसा है ऐसा होना नहीं नहीं चाहिए
5348024557506552_f535_chunk_4_subchunk_1.wav,तो वह मुश्किल टाल टाल गयी,तो वह मुश्किल टाल टाल गयी
