verbatim,normalized,duration,scenario,fname,native_language,gender,age_group,native_state,native_district,sp_id,text,lang,task_name,job_category,occupation_domain,occupation,job_type,age-group,qual,qc1_applied
असमिया में अनुवाद करने में एक्यूरिसी ज्यादा नहीं होता है उसमें कभी कभी गलत ओ [uhh] अनुवाद हो जाता है,असमिया में अनुवाद करने में एक्यूरिसी [Accuracy] ज़्यादा नहीं होता है उसमें कभी-कभी गलत ओ [uhh] अनुवाद हो जाता है,7.935,Extempore,5348024557504939_f312_chunk_3_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,असमिया में अनुवाद करने में एक्यूरिसी ज़्यादा नहीं होता है उसमें कभी कभी गलत ओ अनुवाद हो जाता है,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
और असमिया से अंग्रेजी करने में भी वो ही कठिनाया है वो एक्यूरसी लेवल में थोड़ा कम है और काफ़ी हद तक गूगल ट्रांसलेट को इम्प्रूव करने का ज़रूरत है,और असमिया से अंग्रेजी करने में भी वह ही कठिनाइयाँ है वह एक्यूरसी [Accuracy] लेवल [Level] में थोड़ा कम है और काफ़ी हद तक गूगल [Google] ट्रांसलेट [Translate] को इम्प्रूव [Improve] करने का ज़रूरत है,12.638,Extempore,5348024557504939_f312_chunk_4_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,और असमिया से अंग्रेजी करने में भी वह ही कठिनाइयाँ है वह एक्यूरसी लेवल में थोड़ा कम है और काफ़ी हद तक गूगल ट्रांसलेट को इम्प्रूव करने का ज़रूरत है,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
वीडियो कॉन्फ्रेंसिंग के लिए मैंने ज़ूम ऐप यूज़ किया वो यूज़ करके मेरे को कुछ अनुभव हुआ है वो एक अच्छा ऐप है,वीडियो [Video] कॉन्फ्रेंसिंग [Conferencing] के लिए मैंने ज़ूम [Zoom] ऐप [App] यूज़ [Use] किया वह यूज़ [Use] करके मेरे को कुछ अनुभव हुआ है वह एक अच्छा ऐप [App] है,8.99,Extempore,5348024557504940_f567_chunk_0_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,वीडियो कॉन्फ्रेंसिंग के लिए मैंने ज़ूम ऐप यूज़ किया वह यूज़ करके मेरे को कुछ अनुभव हुआ है वह एक अच्छा ऐप है,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
उसमें विडियो क्वालिटी ऑडियो क्वालिटी अच्छा रहता है,उसमें विडियो [Video] क्वालिटी [Quality] ऑडियो [Audio] क्वालिटी [Quality] अच्छा रहता है,3.519,Extempore,5348024557504940_f567_chunk_1_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,उसमें विडियो क्वालिटी ऑडियो क्वालिटी अच्छा रहता है,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation
सिर्फ इतना ही है उसमें लॉगिन या साइनिंग इन करने में थोड़ा तकलीफ़ होता है कभी कभी किसी को और रिमोटली बात करने के लिए या वीडियो कॉन्फ्रेंसिंग के लिए एक ये एक अच्छा एप है,सिर्फ इतना ही है उसमें लॉगिन [Login] या साइनिंग [Signing] इन [In] करने में थोड़ा तकलीफ़ होता है कभी-कभी किसी को और रिमोटली [Remotely] बात करने के लिए या वीडियो [Video] कॉन्फ्रेंसिंग [Conferencing] के लिए एक यह एक अच्छा ऐप [App] है,13.709,Extempore,5348024557504940_f567_chunk_2_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,सिर्फ इतना ही है उसमें लॉगिन या साइनिंग इन करने में थोड़ा तकलीफ़ होता है कभी कभी किसी को और रिमोटली बात करने के लिए या वीडियो कॉन्फ्रेंसिंग के लिए एक यह एक अच्छा ऐप है,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
इसलिए मैं ज़ूम ऐप वीडियो कॉन्फ्रेंसिंग के लिए [uhh] प्रेफ़र करता हूँ और ये मैं,इसलिए मैं ज़ूम [Zoom] ऐप [App] वीडियो [Video] कॉन्फ्रेंसिंग [Conferencing] के लिए [uhh] प्रेफ़र [Prefer] करता हूँ और यह मैं,7.017,Extempore,5348024557504940_f567_chunk_3_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,इसलिए मैं ज़ूम ऐप वीडियो कॉन्फ्रेंसिंग के लिए प्रेफ़र करता हूँ और यह मैं,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
रेगुलरली यूज़ करता हूँ,रेगुलरली [Regularly] यूज़ [Use] करता हूँ,1.503,Extempore,5348024557504940_f567_chunk_4_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,रेगुलरली यूज़ करता हूँ,hi,Science and Technology,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
अपने शहर में [uhh] लोकल बैंक्स में मैंने कई सारे परेशानियाँ झेलना पड़ा,अपने शहर में [uhh] लोकल [Local] बैंक्स [Banks] में मैंने कई सारे परेशानियाँ झेलना पड़ा,6.111,Extempore,5348024557504942_f456_chunk_0_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,अपने शहर में लोकल बैंक्स में मैंने कई सारे परेशानियाँ झेलना पड़ा,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
ये सब,यह सब,0.722,Extempore,5348024557504942_f456_chunk_10_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,यह सब,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
हो जाता है क्योंकि लोगों को वहाँ बैंक के अंदर काफ़ी समय रूकना पड़ता है और उनको जानकारी भी नहीं है कि ऐसा ख़ुद का काम अच्छे से करना है उसमें सहायता कम होता है,हो जाता है क्योंकि लोगों को वहाँ बैंक [Bank] के अंदर काफ़ी समय रूकना पड़ता है और उनको जानकारी भी नहीं है कि ऐसा ख़ुद का काम अच्छे से करना है उसमें सहायता कम होता है,12.351,Extempore,5348024557504942_f456_chunk_11_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,हो जाता है क्योंकि लोगों को वहाँ बैंक के अंदर काफ़ी समय रूकना पड़ता है और उनको जानकारी भी नहीं है कि ऐसा ख़ुद का काम अच्छे से करना है उसमें सहायता कम होता है,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
और,और,1.0229375,Extempore,5348024557504942_f456_chunk_12_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,और,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
दूसरा बात है जब वे टिफिन आवर में सभी सभी लोग चले जाते हैं,दूसरा बात है जब वह टिफिन [Tiffin] आवर [Hour] में सभी सभी लोग चले जाते हैं,5.933,Extempore,5348024557504942_f456_chunk_13_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,दूसरा बात है जब वह टिफिन आवर में सभी सभी लोग चले जाते हैं,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
ये सही नहीं है,यह सही नहीं है,1.311,Extempore,5348024557504942_f456_chunk_14_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,यह सही नहीं है,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
टिफिन आवर में वे आधा स्टाफ [uhh] बैंक के अंदर ही रह कर के कुछ कुछ काम कर सकते हैं और आधा स्टाफ जो है वो खाने के लिए चले जा सकते हैं अपने टिफिन के लिए तो ऐसा करने से अच्छा रहेगा और,टिफिन [Tiffin] आवर [Hour] में वे आधा स्टाफ [Staff] [uhh] बैंक [Bank] के अंदर ही रह कर के कुछ-कुछ काम कर सकते हैं और आधा स्टाफ [Staff] जो है वह खाने के लिए चले जा सकते हैं अपने टिफिन [Tiffin] के लिए तो ऐसा करने से अच्छा रहेगा और,18.207,Extempore,5348024557504942_f456_chunk_15_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,टिफिन आवर में वे आधा स्टाफ बैंक के अंदर ही रह कर के कुछ कुछ काम कर सकते हैं और आधा स्टाफ जो है वह खाने के लिए चले जा सकते हैं अपने टिफिन के लिए तो ऐसा करने से अच्छा रहेगा और,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation
और मैंने देखा बहुत सारे लोग भी [uhh] बैंक के अंदर परेशानियाँ झेलने झेलने को पड़ता है,और मैंने देखा बहुत सारे लोग भी [uhh] बैंक [Bank] के अंदर परेशानियाँ झेलने झेलने को पड़ता है,6.879,Extempore,5348024557504942_f456_chunk_1_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,और मैंने देखा बहुत सारे लोग भी बैंक के अंदर परेशानियाँ झेलने झेलने को पड़ता है,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
इसका वजह मैंने देखा की [uhh] कोई स्टाफ बैंक का स्टाफ जो है वो,इसका वजह मैंने देखा की [uhh] कोई स्टाफ [Staff] बैंक [Bank] का स्टाफ [Staff] जो है वह,6.265,Extempore,5348024557504942_f456_chunk_2_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,इसका वजह मैंने देखा की कोई स्टाफ बैंक का स्टाफ जो है वह,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
वेवा अच्छा व्यवहार में कमी है ओ वे,वेवा अच्छा व्यवहार में कमी है ओ वह,2.847,Extempore,5348024557504942_f456_chunk_3_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,वेवा अच्छा व्यवहार में कमी है ओ वह,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
अनफ्रेंडली रहता है कभी कभी,अनफ्रेंडली [Unfriendly] रहता है कभी-कभी,2.193,Extempore,5348024557504942_f456_chunk_4_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,अनफ्रेंडली रहता है कभी कभी,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
और लम्बे कतारें [uhh] में लोगों को रखना खड़े रखना,और लम्बे कतारें [uhh] में लोगों को रखना खड़े रखना,5.535,Extempore,5348024557504942_f456_chunk_5_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,और लम्बे कतारें में लोगों को रखना खड़े रखना,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction
और कभी कभी ज़्यादा ही पेपर वर्क करने को होता है,और कभी-कभी ज़्यादा ही पेपर [Paper] वर्क [Work] करने को होता है,5.151,Extempore,5348024557504942_f456_chunk_6_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,और कभी कभी ज़्यादा ही पेपर वर्क करने को होता है,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
करना पड़ता है लोगों को,करना पड़ता है लोगों को,1.215,Extempore,5348024557504942_f456_chunk_7_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,करना पड़ता है लोगों को,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
और इसके वजह से कभी कभी बैंक के अंदर [uh-huh] जोर जोर से चिल्लाना जोर जोर से बातें करना कभी कभी,और इसके वजह से कभी-कभी बैंक [Bank] के अंदर [uh-huh] जोर-जोर से चिल्लाना जोर-जोर से बातें करना कभी-कभी,9.375,Extempore,5348024557504942_f456_chunk_8_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,और इसके वजह से कभी कभी बैंक के अंदर जोर जोर से चिल्लाना जोर जोर से बातें करना कभी कभी,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
वो बैंक स्टाफ से [uhh] लड़ना झगड़ना ऐसा भी मैंने देखा,वह बैंक [Bank] स्टाफ [Staff] से [uhh] लड़ना झगड़ना ऐसा भी मैंने देखा,5.247,Extempore,5348024557504942_f456_chunk_9_subchunk_1.wav,Bodo,Male,45-60,Assam,Udalguri,9105100334480,वह बैंक स्टाफ से लड़ना झगड़ना ऐसा भी मैंने देखा,hi,Business and finance,Freelance,Education and Research,"Independent research, freelance",White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
मेरी ज़िंदगी में सबसे जो मुश्किल समय था वो [uhh] जब मैंने ग्रेजुएशन की और उसके बाद,मेरी ज़िंदगी में सबसे जो मुश्किल समय था वह [uhh] जब मैंने ग्रेजुएशन [Graduation] की और उसके बाद,6.011,Extempore,5348024557504986_f426_chunk_0_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,मेरी ज़िंदगी में सबसे जो मुश्किल समय था वह जब मैंने ग्रेजुएशन की और उसके बाद,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
आगे का था की आगे क्या करना है तो उस टाइम [uhh] जो,आगे का था की आगे क्या करना है तो उस टाइम [Time] [uhh] जो,4.0949375,Extempore,5348024557504986_f426_chunk_1_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,आगे का था की आगे क्या करना है तो उस टाइम जो,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
एक मुश्किल समय था तो उस टाइम [uhh] मेरे एक फ्रेंड ने जो था जो मेरे को उसने एडवाइज़ की भई आप,एक मुश्किल समय था तो उस टाइम [Time] [uhh] मेरे एक फ्रेंड [Friend] ने जो था जो मेरे को उसने एडवाइज़ [Advise] की भाई आप,7.34,Extempore,5348024557504986_f426_chunk_2_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,एक मुश्किल समय था तो उस टाइम मेरे एक फ्रेंड ने जो था जो मेरे को उसने एडवाइज़ की भाई आप,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
ज़्यादा तैयारी कर लो या फिर [uhh] एमए कर लो तो उस टाइम मैंने डिसाइड किया की मैं एमए करूँगा और उसने मेरे को यही [uhh] सजेस्ट किया की आप [uhh] एमए कर लो,ज़्यादा तैयारी कर लो या फिर [uhh] एम [M] ए [A] कर लो तो उस टाइम [Time] मैंने डिसाइड [Decide] किया की मैं एम [M] ए [A] करूँगा और उसने मेरे को यही [uhh] सजेस्ट [Suggest] किया की आप [uhh] एम [M] ए [A] कर लो,12.169,Extempore,5348024557504986_f426_chunk_3_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,ज़्यादा तैयारी कर लो या फिर एम ए कर लो तो उस टाइम मैंने डिसाइड किया की मैं एम ए करूँगा और उसने मेरे को यही सजेस्ट किया की आप एम ए कर लो,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
तो उसके बाद मैंने उसकी बात मानी और उसके बाद एमए कर ली और,तो उसके बाद मैंने उसकी बात मानी और उसके बाद एम [M] ए [A] कर ली और,5.055,Extempore,5348024557504986_f426_chunk_4_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,तो उसके बाद मैंने उसकी बात मानी और उसके बाद एम ए कर ली और,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_1_format_conversion
एमए भी बड़ [uhh] अच्छे तरीके से करी और उसपें फिर आगे जेआरएफ भी करी तो मुझे लगता है की वो टाइम मेरे लिए सबसे मुश्किल था ये डिसाइड कर पाना की मैं,एम [M] ए [A] भी बड़े [uhh] अच्छे तरीके से करी और उसपें फिर आगे जे [J] आर [R] एफ [F] भी करी तो मुझे लगता है की वह टाइम [Time] मेरे लिए सबसे मुश्किल था यह डिसाइड [Decide] कर पाना की मैं,8.895,Extempore,5348024557504986_f426_chunk_5_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,एम ए भी बड़े अच्छे तरीके से करी और उसपें फिर आगे जे आर एफ भी करी तो मुझे लगता है की वह टाइम मेरे लिए सबसे मुश्किल था यह डिसाइड कर पाना की मैं,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
किस रास्ते पे चलूँ तो उस समय मेरे फ्रेंड ने जो मुझे अडवाइज़ दी वो मेरे लिए एक [uhh] अलग ही साबित हुई जिसकी वजह से मैं आगे कुछ [uhh] आगे के रास्ते पे बढ़ पाया हूँ,किस रास्ते पर चलूँ तो उस समय मेरे फ्रेंड [Friend] ने जो मुझे अडवाइज़ [Advise] दी वह मेरे लिए एक [uhh] अलग ही साबित हुई जिसकी वजह से मैं आगे कुछ [uhh] आगे के रास्ते पर बढ़ पाया हूँ,13.407,Extempore,5348024557504986_f426_chunk_6_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,किस रास्ते पर चलूँ तो उस समय मेरे फ्रेंड ने जो मुझे अडवाइज़ दी वह मेरे लिए एक अलग ही साबित हुई जिसकी वजह से मैं आगे कुछ आगे के रास्ते पर बढ़ पाया हूँ,hi,Icebreakers,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
गाँव के जो नौजवान है वो [uhh] आज कल जो खेती बाड़ी को है,गाँव के जो नौजवान है वह [uhh] आजकल जो खेती-बाड़ी को है,4.191,Extempore,5348024557504992_f33_chunk_0_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,गाँव के जो नौजवान है वह आजकल जो खेती बाड़ी को है,hi,Agriculture and fisheries,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
वो [uhh] थोड़ा सा उनका व्यू जो है वो चेन्ज हुआ है देखने का पहले जो था वो खेती बाड़ी को एक [inhaling] ऐस ऐसे समझते हैं की ये पिछड़े हुए लोगों का काम है [inhaling] लेकिन जैसे अब सरकार की तरफ से कुछ नई नई खेती बाड़ी के नए नए तरीके [inhaling] और एक [uhh] आधुनिकता जो है [inhaling] खेती बाड़ी में लाई गई है,वह [uhh] थोड़ा सा उनका व्यू [View] जो है वह चेन्ज [Change] हुआ है देखने का पहले जो था वह खेती-बाड़ी को एक [inhaling] ऐस ऐसे समझते हैं की यह पिछड़े हुए लोगों का काम है [inhaling] लेकिन जैसे अब सरकार की तरफ से कुछ नई-नई खेती बाड़ी के नए-नए तरीके [inhaling] और एक [uhh] आधुनिकता जो है [inhaling] खेती-बाड़ी में लाई गई है,18.591,Extempore,5348024557504992_f33_chunk_1_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,वह थोड़ा सा उनका व्यू जो है वह चेन्ज हुआ है देखने का पहले जो था वह खेती बाड़ी को एक ऐस ऐसे समझते हैं की यह पिछड़े हुए लोगों का काम है लेकिन जैसे अब सरकार की तरफ से कुछ नई नई खेती बाड़ी के नए नए तरीके और एक आधुनिकता जो है खेती बाड़ी में लाई गई है,hi,Agriculture and fisheries,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
उसको जो है अब वो एक [uhh] अलग नज़रिये से देखते हैं पहले जो था की ज़्यादातर जो लोग थे कृषि को इस तरीके से ही देखते है की ये एक अनपढ़ और गवार लोगों का काम है,उसको जो है अब वह एक [uhh] अलग नज़रिये से देखते हैं पहले जो था की ज़्यादातर जो लोग थे कृषि को इस तरीके से ही देखते है की यह एक अनपढ़ और गँवार लोगों का काम है,12.83,Extempore,5348024557504992_f33_chunk_2_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,उसको जो है अब वह एक अलग नज़रिये से देखते हैं पहले जो था की ज़्यादातर जो लोग थे कृषि को इस तरीके से ही देखते है की यह एक अनपढ़ और गँवार लोगों का काम है,hi,Agriculture and fisheries,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
उसके बाद जो आज का टाइम है इस टाइम में थोड़ा बहुत जो है वो पहले से बड़ी ज़्यादा चेंजेस आ चुकी हैं अब जो नए लोग हैं नए जो जेनरेशन है वो तो अब स्पेसिफिक्ली जो पढ़ाई है वो भी एग्रीकल्चर में स्पेशल डिग्रीज़ होती है उस तीन डिग्रीज़ को लेके वो [inhaling] उनको फिर [uhh] ऑन द फ़ील्ड अप्लाइ करते है,उसके बाद जो आज का टाइम [Time] है इस टाइम [Time] में थोड़ा बहुत जो है वह पहले से बड़ी ज़्यादा चेंजेस [Changes] आ चुकी हैं अब जो नए लोग हैं नए जो जेनरेशन [Generation] है वह तो अब स्पेसिफिक्ली [Specifically] जो पढ़ाई है वह भी एग्रीकल्चर [Agriculture] में स्पेशल [Special] डिग्रीज़ [Degrees] होती हैं उस तीन डिग्रीज़ [Degrees] को लेकर वह [inhaling] उनको फिर [uhh] ऑन [On] द [The] फ़ील्ड [Field] अप्लाइ [Apply] करते हैं,19.071,Extempore,5348024557504992_f33_chunk_3_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,उसके बाद जो आज का टाइम है इस टाइम में थोड़ा बहुत जो है वह पहले से बड़ी ज़्यादा चेंजेस आ चुकी हैं अब जो नए लोग हैं नए जो जेनरेशन है वह तो अब स्पेसिफिक्ली जो पढ़ाई है वह भी एग्रीकल्चर में स्पेशल डिग्रीज़ होती हैं उस तीन डिग्रीज़ को लेकर वह उनको फिर ऑन द फ़ील्ड अप्लाइ करते हैं,hi,Agriculture and fisheries,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
वैसे ही अब [uhh] कुछ नए नए तरीके जैसे मशरूम आ गया एग्री अब ऐग्रीकल्चर के साथ साथ कुछ अलाइड ऐक्टिवटीज़ आ गई [inhaling] जैसे,वैसे ही अब [uhh] कुछ नए-नए तरीके जैसे मशरूम [Mushroom] आ गया एग्री [Agree] अब ऐग्रीकल्चर [Agriculture] के साथ-साथ कुछ अलाइड [Allied] ऐक्टिवटीज़ [Activities] आ गई [inhaling] जैसे,7.487,Extempore,5348024557504992_f33_chunk_4_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,वैसे ही अब कुछ नए नए तरीके जैसे मशरूम आ गया एग्री अब ऐग्रीकल्चर के साथ साथ कुछ अलाइड ऐक्टिवटीज़ आ गई जैसे,hi,Agriculture and fisheries,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
एक्वा कल्चर आ गया फिशिंग पॉन्ड छोटे छोटे पॉन्ड बना सकते हो आप बी फार्मिंग और भी बहुत सारी जो चीज़ें हैं वो नई नई चीज़ें खेती बाड़ी के साथ साथ उन्होंने शुरू किया पहले जो था अब [uhh] जैसे [uhh] पुराने समय में तो [uhh] ज़्यादातर [uhh] जो थी,एक्वा [Aqua] कल्चर [Culture] आ गया फिशिंग [Fishing] पॉन्ड [Pond] छोटे-छोटे पॉन्ड [Pond] बना सकते हो आप बी [Bee] फार्मिंग [Farming] और भी बहुत सारी जो चीज़ें हैं वह नई-नई चीज़ें खेती-बाड़ी के साथ साथ उन्होंने शुरू किया पहले जो था अब [uhh] जैसे [uhh] पुराने समय में तो [uhh] ज़्यादातर [uhh] जो थी,17.15,Extempore,5348024557504992_f33_chunk_5_subchunk_1.wav,Dogri,Male,18-30,Jammu Kashmir,Udhampur,7910600381712,एक्वा कल्चर आ गया फिशिंग पॉन्ड छोटे छोटे पॉन्ड बना सकते हो आप बी फार्मिंग और भी बहुत सारी जो चीज़ें हैं वह नई नई चीज़ें खेती बाड़ी के साथ साथ उन्होंने शुरू किया पहले जो था अब जैसे पुराने समय में तो ज़्यादातर जो थी,hi,Agriculture and fisheries,Full Time,Education and Research,Tutor,Unemployed,18-30,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
