filename,ground_truth,normalized_transcripts,english_word_count
5348024557507700_f178_chunk_0_subchunk_1.wav,तीन फरवरी दस,तीन फरवरी दस,2
5348024557507700_f178_chunk_1_subchunk_1.wav,पंद्रह अगस्त।यह बिल्कुल गलत है। एकदम सही बात है,पंद्रह अगस्त।यह बिल्कुल गलत है। एकदम सही बात है,1
5348024557507700_f178_chunk_2_subchunk_1.wav,सेप्टेम्बर बीस please note एकदम सही बात है,सेप्टेम्बर बीस please note एकदम सही बात है,1
5348024557507700_f178_chunk_3_subchunk_1.wav,dismbr इक्कीस please note,dismbr इक्कीस please note,1
5348024557507705_f729_chunk_0_subchunk_1.wav,श्रीलंका श्रीलंका नेपाल इंडोनेशिया सिंगापुर jrmnee,श्रीलंका श्रीलंका नेपाल इंडोनेशिया सिंगापुर jrmnee,1
5348024557507710_f695_chunk_0_subchunk_1.wav,मुझे ज़्यादा से से ज़्यादा काम करने में आनंद,मुझे ज़्यादा से से ज़्यादा काम करने में आनंद,1
5348024557507710_f695_chunk_1_subchunk_1.wav,अगर,अगर,0
5348024557507710_f695_chunk_2_subchunk_1.wav,मेरा जो इष्ट है,मेरा जो इष्ट है,1
5348024557507710_f695_chunk_3_subchunk_1.wav,पढ़न</b>ा पढ़ाना और प्<b>रवा[S#$%TART]स करना,पढ़ना पढ़ाना और प्रवास करना,0
5348024557507710_f695_chunk_4_subchunk_1.wav,ल</b>ो<b>गों क[START]े साथ विषय,लोगों के साथ विषय,0
5348024557507710_f695_chunk_5_subchunk_1.wav,मुझे भी बीवी और हैं पढ़ते से रूप अच्छे बच्चे मेरे जब,मुझे भी बीवी और हैं पढ़ते से रूप अच्छे बच्चे मेरे जब,-1
5348024557507710_f695_chunk_6_subchunk_1.wav,है होता आनंद नाते के गृहस्थ से रूप स्वाभाविक तब है रखती ख़्याल।यह बिल्कुल गलत है। एकदम सही बात है,है होता आनंद नाते के गृहस्थ से रूप स्वाभाविक तब है रखती ख़्याल।यह बिल्कुल गलत है। एकदम सही बात है,7
5348024557507713_f693_chunk_0_subchunk_1.wav,वैसे तो system मुझे सभी क्रीड़ाओं को खेलने के लिए एक आसक्ति अभिरूचि होती है एकदम सही बात है,वैसे तो system मुझे सभी क्रीड़ाओं को खेलने के लिए एक आसक्ति अभिरूचि होती है एकदम सही बात है,-1
5348024557507713_f693_chunk_1_subchunk_1.wav,during किंतु शतरंज चेस,during किंतु शतरंज चेस,2
5348024557507713_f693_chunk_2_subchunk_1.wav,कहा jata है न उसको खेलने में एक आनंद ज़्यादा ज़्यादा है क्योंकि वहाँ,कहा jata है न उसको खेलने में एक आनंद ज़्यादा ज़्यादा है क्योंकि वहाँ,-1
5348024557507713_f693_chunk_3_subchunk_1.wav,बहुत सारे सारे विषय,बहुत सारे सारे विषय,1
5348024557507713_f693_chunk_4_subchunk_1.wav,उन्होंने,उन्होंने,0
5348024557507713_f693_chunk_5_subchunk_1.wav,तय किया है और उस खेलते-खेलते हमको पता चलता है की [uhh] हमने जितना ज़्यादा सीखने का है,तय किया है और उस खेलते-खेलते हमको पता चलता है की  हमने जितना ज़्यादा सीखने का है,-1
5348024557507713_f693_chunk_6_subchunk_1.wav,उत</b><b#$%>ना [START]हमको,उत<b>ना हमको,1
5348024557507713_f693_chunk_7_subchunk_1.wav,खेल<b>ने[</b>S#$%TART],खेलने,1
5348024557507713_f693_chunk_8_subchunk_1.wav,यह बिल्कुल गलत,यह बिल्कुल गलत,0
5348024557507714_f742_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।अवसर एक सुविधा एक का सीखने योग का करने योग इसलिए है कृपा की भगवान मुझे एकदम सही बात है,यह बिल्कुल गलत है।।अवसर एक सुविधा एक का सीखने योग का करने योग इसलिए है कृपा की भगवान मुझे एकदम सही बात है,-1
5348024557507714_f742_chunk_1_subchunk_1.wav,बाल्य से ही मिल गया था एकदम during सही बात है,बाल्य से ही मिल गया था एकदम during सही बात है,7
5348024557507714_f742_chunk_2_subchunk_1.wav,जैसे मैं योग का please note अभ्यास करते रहा वैसे ही,जैसे मैं योग का please note अभ्यास करते रहा वैसे ही,-1
5348024557507714_f742_chunk_2_subchunk_2.wav,बहुत बहुत लोगों बहुत लोगों से सीखने का भी अपूर्व अवसर मुझे पाया hai,बहुत बहुत लोगों बहुत लोगों से सीखने का भी अपूर्व अवसर मुझे पाया hai,-1
5348024557507714_f742_chunk_3_subchunk_1.wav,किंतु,किंतु,0
5348024557507714_f742_chunk_4_subchunk_1.wav,ज़्यादा होने से कभी कभी योग नित्य रूप से करने में दिक्कत होती है किन्तु करने मन तो अवश्य ही,ज़्यादा होने से कभी कभी योग नित्य रूप से करने में दिक्कत होती है किन्तु करने मन तो अवश्य ही,7
5348024557507719_f692_chunk_0_subchunk_1.wav,आज की शिक्षा व्यवस्था में स्कूल [School] में बच्चों को,आज की शिक्षा व्यवस्था में स्कूल  में बच्चों को,1
5348024557507719_f692_chunk_1_subchunk_1.wav,पढ़#$%ाय[START]ा जात</b>ा है किंतु<b>,पढ़ाया जाता है किंतु,1
5348024557507719_f692_chunk_2_subchunk_1.wav,पढ़ाने के विषय इतना ज़्य</b>ादा हो गया[START] है कि छात्रों के लिए उसको,पढ़ाने के विषय इतना ज़्यादा हो गया है कि छात्रों के लिए उसको,-1
5348024557507719_f692_chunk_3_subchunk_1.wav,है चुका हो अनिवार्य यह गृहपाठ ट्यूशन को,है चुका हो अनिवार्य यह गृहपाठ ट्यूशन को,1
5348024557507719_f692_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।शिक्षक तो जाए देखा अगर में रूप वास्तविक किंतु है चुका हो व्यापार शिक्षा या है बिज़नेस एक और यह कि है कहना को लोगों कुछ एकदम सही बात है,यह बिल्कुल गलत है।।शिक्षक तो जाए देखा अगर में रूप वास्तविक किंतु है चुका हो व्यापार शिक्षा या है बिज़नेस एक और यह कि है कहना को लोगों कुछ एकदम सही बात है,15
5348024557507719_f692_chunk_5_subchunk_1.wav,सामान्य जीवन जी रहा है न अत्यंत during एकदम सही बात है,सामान्य जीवन जी रहा है न अत्यंत during एकदम सही बात है,7
5348024557507719_f692_chunk_6_subchunk_1.wav,please note धनिक n अत्यंत दरिद्र,please note धनिक n अत्यंत दरिद्र,3
5348024557507719_f692_chunk_7_subchunk_1.wav,samany रूप से उनका जीवन चल रहा है इसलिए प्राइवेट प्राइवेट ट्यूशन या,samany रूप से उनका जीवन चल रहा है इसलिए प्राइवेट प्राइवेट ट्यूशन या,-1
5348024557507719_f692_chunk_8_subchunk_1.wav,निजी गृह पाठ यह एक विकल्प है जहाँ जहाँ से शिक्षक उनका कमाई जीवन जीने का एक अवसर ऐसा हमको देखना ज़रूरी है,निजी गृह पाठ यह एक विकल्प है जहाँ जहाँ से शिक्षक उनका कमाई जीवन जीने का एक अवसर ऐसा हमको देखना ज़रूरी है,-1
5348024557507723_f179_chunk_0_subchunk_1.wav,मैंने गुरुकुल में अध्ययन किया उस संदर्भ,मैंने गुरुकुल में अध्ययन किया उस संदर्भ,1
5348024557507723_f179_chunk_1_subchunk_1.wav,गणपति का मूर्ति बनाने का अवसर मिला था,गणपति का मूर्ति बनाने का अवसर मिला था,1
5348024557507723_f179_chunk_2_subchunk_1.wav,ह[STAR<b>T]#$%म</b>,हम,0
5348024557507723_f179_chunk_3_subchunk_1.wav,बहुत सारे लोग मिल#$% <b>कर [START]गणपति,बहुत सारे लोग मिल कर गणपति,1
5348024557507723_f179_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।हमारा भाव हमारा हम पर उस और है होता ही,यह बिल्कुल गलत है।।हमारा भाव हमारा हम पर उस और है होता ही,7
5348024557507723_f179_chunk_5_subchunk_1.wav,यह बिल्कुल गलत है।।सब ऊर्जा हमारी प्रेरणा हमारा संवेदना एकदम सही बात है,यह बिल्कुल गलत है।।सब ऊर्जा हमारी प्रेरणा हमारा संवेदना एकदम सही बात है,-1
5348024557507723_f179_chunk_6_subchunk_1.wav,मिला कर वह मूर्ति हमने बनाया था वह आज तक हमारे दिल में for example एकदम सही बात है,मिला कर वह मूर्ति हमने बनाया था वह आज तक हमारे दिल में for example एकदम सही बात है,9
5348024557507723_f179_chunk_7_subchunk_1.wav,उस घटना उस मूर्ति ko मूर्ति का याद please note,उस घटना उस मूर्ति ko मूर्ति का याद please note,1
5348024557507723_f179_chunk_8_subchunk_1.wav,हमेशा हम करते करते hain,हमेशा हम करते करते hain,1
5348024557507727_f1465_chunk_0_subchunk_1.wav,रेफ़री अपने विवेकाधिकार के के अनुसार टाइमआउट कॉल कर सकते हैं विशिष्ट कारणों में चोट लगना निलम्बन या कोर्ट की सफाई शामिल है,रेफ़री अपने विवेकाधिकार के के अनुसार टाइमआउट कॉल कर सकते हैं विशिष्ट कारणों में चोट लगना निलम्बन या कोर्ट की सफाई शामिल है,1
5348024557507728_f1466_chunk_0_subchunk_1.wav,सोलह सितम्बर उन्नीस सौ अट्ठानवे के नामित किया गया था और उन्नीस अगस्त दो हज़ार दो को इसने एक रामसर स्थल का दर्जा किया,सोलह सितम्बर उन्नीस सौ अट्ठानवे के नामित किया गया था और उन्नीस अगस्त दो हज़ार दो को इसने एक रामसर स्थल का दर्जा किया,-1
5348024557507731_f1468_chunk_0_subchunk_1.wav,एलैक्सा [Alexa] यहाँ बहुत अंधेरा है मैं अपने हाथ में नहीं देख सकता,एलैक्सा  यहाँ बहुत अंधेरा है मैं अपने हाथ में नहीं देख सकता,-1
5348024557507732_f1467_chunk_0_subchunk_1.wav,कृपया मेरा </b>[START]नया ईमैल [Email] प<b>ता सम्पर्क #$%को दें,कृपया मेरा नया ईमैल  पता सम्पर्क को दें,1
5348024557507736_f1476_chunk_0_subchunk_1.wav,क्या मैं अम्बिप्योर कार <b>एयर </b>[START]फ्रेशनल रिफिल को,क्या मैं अम्बिप्योर कार एयर फ्रेशनल रिफिल को,1
5348024557507737_f1194_chunk_0_subchunk_1.wav,बढ़ाएँ मात्रा की जूस से सेब रियल,बढ़ाएँ मात्रा की जूस से सेब रियल,1
5348024557507738_f1548_chunk_0_subchunk_1.wav,जोड़ें रुपये हज़ार आठ में रूप के राशि ब्रोकरेज़ पर नाम के बिलवाल प्रदीप।यह बिल्कुल गलत है। एकदम सही बात है,जोड़ें रुपये हज़ार आठ में रूप के राशि ब्रोकरेज़ पर नाम के बिलवाल प्रदीप।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557507742_f997_chunk_0_subchunk_1.wav,मोबाइल नम्बर एट नाइन एट फ़ोर फ़ोर सिक्स फ़ोर एट टू वन सिक्स के लिए कोविन में लॉग इन करने के लिए ओ टी पी सिक्स सिक्स सिक्स for example सिक्स नाइन थ्री है एकदम सही बात है,मोबाइल नम्बर एट नाइन एट फ़ोर फ़ोर सिक्स फ़ोर एट टू वन सिक्स के लिए कोविन में लॉग इन करने के लिए ओ टी पी सिक्स सिक्स सिक्स for example सिक्स नाइन थ्री है एकदम सही बात है,-1
5348024557507745_f838_chunk_0_subchunk_1.wav,कोविन रजिस्टर करने के लिए आपका ओ for example टी pee फोर सेवन सिक्स ज़ीरो वन सिक्स है,कोविन रजिस्टर करने के लिए आपका ओ for example टी pee फोर सेवन सिक्स ज़ीरो वन सिक्स है,-1
5348024557507752_f1472_chunk_0_subchunk_1.wav,haँ,haँ,1
5348024557507755_f1471_chunk_0_subchunk_1.wav,समय,समय,0
5348024557507766_f240_chunk_0_subchunk_1.wav,भारतीय संस्कृति में हिंदी को स्थान,भारतीय संस्कृति में हिंदी को स्थान,0
5348024557507766_f240_chunk_1_subchunk_1.wav,हमारी राष्ट्र भाष [uhh] राष्ट्र [uhh] भाषा हिंदी होने के कारण सभी जगह हिंदी ज़्यादा बोलते हैं और,हमारी राष्ट्र भाष  राष्ट्र  भाषा हिंदी होने के कारण सभी जगह हिंदी ज़्यादा बोलते हैं और,-1
5348024557507766_f240_chunk_2_subchunk_1.wav,एक भी ऐसा मनुष्य नहीं है हमारी कंट्री [Country] में जहाँ हिंदी</b> इसको हिंदी #$%नहीं आती हमार<b>ी सब देश भक्ति पर गीत भी ज़्यादातर हिंदी में[START] ही होते हैं,एक भी ऐसा मनुष्य नहीं है हमारी कंट्री  में जहाँ हिंदी इसको हिंदी नहीं आती हमारी सब देश भक्ति पर गीत भी ज़्यादातर हिंदी में ही होते हैं,-1
5348024557507766_f240_chunk_3_subchunk_1.wav,और हम हिंदी में वार्तालाप करते,और हम हिंदी में वार्तालाप करते,1
5348024557507766_f240_chunk_4_subchunk_1.wav,हैं सकते समझ को दूसरे,हैं सकते समझ को दूसरे,0
5348024557507769_f445_chunk_0_subchunk_1.wav,हूँ खाती रोटी सब्जियाँ दालें की तरह हर मैं है लगता अच्छा भोजन शाकाहारी मुझे इसलिए हूँ शाकाहारी मैं।यह बिल्कुल गलत है। एकदम सही बात है,हूँ खाती रोटी सब्जियाँ दालें की तरह हर मैं है लगता अच्छा भोजन शाकाहारी मुझे इसलिए हूँ शाकाहारी मैं।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557507769_f445_chunk_1_subchunk_1.wav,मैं अपने घर पर ही बना कर खाती हूँ ज़्यादातर बाहर please note नहीं जाने की वजह से घर पर ही एकदम सही बात है,मैं अपने घर पर ही बना कर खाती हूँ ज़्यादातर बाहर please note नहीं जाने की वजह से घर पर ही एकदम सही बात है,7
5348024557507769_f445_chunk_2_subchunk_1.wav,for example खाना बनाना मुझे अच्छा लगता है वैसे मुझे घूमना,for example खाना बनाना मुझे अच्छा लगता है वैसे मुझे घूमना,-1
5348024557507769_f445_chunk_3_subchunk_1.wav,अच्छा अच्छा lgta है लेकिन,अच्छा अच्छा lgta है लेकिन,2
5348024557507769_f445_chunk_4_subchunk_1.wav,क्योंकि,क्योंकि,0
5348024557507769_f445_chunk_5_subchunk_1.wav,नहीं मिलता बाहर जाने लिए इसलिए मैं घर पर ही सारा मुझे जो आता है वह बनाती हूँ और मेरे बच्चों को और घर के सभी लोगों को खिलाती हूँ वैसे मुझे खाना,नहीं मिलता बाहर जाने लिए इसलिए मैं घर पर ही सारा मुझे जो आता है वह बनाती हूँ और मेरे बच्चों को और घर के सभी लोगों को खिलाती हूँ वैसे मुझे खाना,-1
5348024557507769_f445_chunk_6_subchunk_1.wav,ज़्यादा पसंद नहीं है लेकिन जो जो भी मैं बनाती हूँ वह दूसरों को पसंद आता है और दूसरों को खिलाना मुझे बहुत,ज़्यादा पसंद नहीं है लेकिन जो जो भी मैं बनाती हूँ वह दूसरों को पसंद आता है और दूसरों को खिलाना मुझे बहुत,-1
5348024557507769_f445_chunk_7_subchunk_1.wav,</#$%b>पसंद<b> [START]है,</b>पसंद है,1
5348024557507775_f77_chunk_0_subchunk_1.wav,आज की जो युवा पीढ़ी ह<b>ै उसे</b> फ़ास्ट फ़ूड बहुत,आज की जो युवा पीढ़ी है उसे फ़ास्ट फ़ूड बहुत,6
5348024557507775_f77_chunk_10_subchunk_1.wav,यह बिल्कुल गलत,यह बिल्कुल गलत,0
5348024557507775_f77_chunk_11_subchunk_1.wav,यह बिल्कुल गलत है।।हम भी वह लेकिन पकता नहीं खाना हमारा बिना के नारियल सकते रह नहीं बिना के एकदम सही बात है,यह बिल्कुल गलत है।।हम भी वह लेकिन पकता नहीं खाना हमारा बिना के नारियल सकते रह नहीं बिना के एकदम सही बात है,-1
5348024557507775_f77_chunk_12_subchunk_1.wav,ज़रूरत से please note ज़्यादा इस्तेमाल नहीं करते हम एकदम सही बात है,ज़रूरत से please note ज़्यादा इस्तेमाल नहीं करते हम एकदम सही बात है,5
5348024557507775_f77_chunk_13_subchunk_1.wav,तेल भी during रिफाइंड ऑल ऑयल ही ऑयल ही इस्तेमाल करते hain,तेल भी during रिफाइंड ऑल ऑयल ही ऑयल ही इस्तेमाल करते hain,2
5348024557507775_f77_chunk_14_subchunk_1.wav,और ज़्यादा पामूलिन ऑयल इस्तेमाल इस्तेमाल नहीं krte,और ज़्यादा पामूलिन ऑयल इस्तेमाल इस्तेमाल नहीं krte,1
5348024557507775_f77_chunk_15_subchunk_1.wav,और और सब,और और सब,0
5348024557507775_f77_chunk_16_subchunk_1.wav,बनाते,बनाते,0
5348024557507775_f77_chunk_17_subchunk_1.wav,हरी सब्ज़ियाँ और,हरी सब्ज़ियाँ और,1
5348024557507775_f77_chunk_18_subchunk_1.wav,तर<b>ह</b> तरह[#$%START] का आटा,तरह तरह का आटा,1
5348024557507775_f77_chunk_19_subchunk_1.wav,जम[START]ा कर#$%,जमा कर,1
5348024557507775_f77_chunk_1_subchunk_1.wav,है होता ऑयली ज़्यादा मसालेदार मसेदा ज़्यादा में फ़ूड,है होता ऑयली ज़्यादा मसालेदार मसेदा ज़्यादा में फ़ूड,5
5348024557507775_f77_chunk_20_subchunk_1.wav,और।यह बिल्कुल गलत है। एकदम सही बात है,और।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557507775_f77_chunk_21_subchunk_1.wav,during चावल कम खाकर एकदम सही बात है,during चावल कम खाकर एकदम सही बात है,1
5348024557507775_f77_chunk_22_subchunk_1.wav,please note सेहत ko,please note सेहत ko,2
5348024557507775_f77_chunk_23_subchunk_1.wav,संभालने ka प्रयास करते करते हैं,संभालने ka प्रयास करते करते हैं,0
5348024557507775_f77_chunk_2_subchunk_1.wav,वह खाना हमारी सेहत बिगाड़ सकता है इसलिए मैं अपने किचन में इसका इसका ध्यान रख कर खाना पकाती हूँ ज़्यादा मसाला ज़्यादा तीखा या ज़्यादा मीठा खाना,वह खाना हमारी सेहत बिगाड़ सकता है इसलिए मैं अपने किचन में इसका इसका ध्यान रख कर खाना पकाती हूँ ज़्यादा मसाला ज़्यादा तीखा या ज़्यादा मीठा खाना,-1
5348024557507775_f77_chunk_3_subchunk_1.wav,बिगाड़ सकता है कोई भी इंडिग्रीएंट्स,बिगाड़ सकता है कोई भी इंडिग्रीएंट्स,1
5348024557507775_f77_chunk_4_subchunk_1.wav,ज़रूरत से ज़्यादा इस्तेमाल नहीं करती,ज़रूरत से ज़्यादा इस्तेमाल नहीं करती,0
5348024557507775_f77_chunk_5_subchunk_1.wav,ज़्<b>याद[STA#$%RT]ा</b>,ज़्यादा,0
5348024557507775_f77_chunk_6_subchunk_1.wav,कोकनट[START] नारियल,कोकनट नारियल,0
5348024557507775_f77_chunk_7_subchunk_1.wav,यह बिल्कुल गलत है।।से बढ़ने,यह बिल्कुल गलत है।।से बढ़ने,2
5348024557507775_f77_chunk_8_subchunk_1.wav,यह बिल्कुल गलत है।।इसलिए है सकता हो विकार हृदय एकदम सही बात है,यह बिल्कुल गलत है।।इसलिए है सकता हो विकार हृदय एकदम सही बात है,9
5348024557507775_f77_chunk_9_subchunk_1.wav,हम एकदम सही please note बात है,हम एकदम सही please note बात है,1
5348024557507777_f79_chunk_0_subchunk_1.wav,मैं अपनी ज़िन्दगी में भगवान को बड़ा दर्जा देती hooँ for example मैं कुछ भी काम krne से पहले भगवान का नाम लेती हूँ,मैं अपनी ज़िन्दगी में भगवान को बड़ा दर्जा देती hooँ for example मैं कुछ भी काम krne से पहले भगवान का नाम लेती हूँ,-1
5348024557507777_f79_chunk_1_subchunk_1.wav,और ऐसा मानती हूँ कि कि जो भी मैं kam करने जा रही हूँ वह मेरा काम,और ऐसा मानती हूँ कि कि जो भी मैं kam करने जा रही हूँ वह मेरा काम,-1
5348024557507777_f79_chunk_2_subchunk_1.wav,सफल सफल होगा भगवान पर,सफल सफल होगा भगवान पर,1
5348024557507777_f79_chunk_3_subchunk_1.wav,विश्वास है की मुझे अपने काम में कोई भी अड़चन नहीं आएगी यह विश्वास मेरे अंदर रहता है वह,विश्वास है की मुझे अपने काम में कोई भी अड़चन नहीं आएगी यह विश्वास मेरे अंदर रहता है वह,-1
5348024557507777_f79_chunk_4_subchunk_1.wav,वह काम मैं अपनी,वह काम मैं अपनी,1
5348024557507777_f79_chunk_5_subchunk_1.wav,म[S#$%TART]न लगा <b></b>कर करती हूँ,मन लगा कर करती हूँ,1
5348024557507784_f2077_chunk_0_subchunk_1.wav,</b>यह वर्णन सूफ़ी क<b>वि जायसी,यह वर्णन सूफ़ी कवि जायसी,1
5348024557507787_f1120_chunk_0_subchunk_1.wav,किया पालन का धर्म धन्व जैन तक अंत,किया पालन का धर्म धन्व जैन तक अंत,0
5348024557507789_f1021_chunk_0_subchunk_1.wav,हूँ सकता ख़रीद से कहाँ उपकरण खेल आसपास अपने मैं।यह बिल्कुल गलत है। एकदम सही बात है,हूँ सकता ख़रीद से कहाँ उपकरण खेल आसपास अपने मैं।यह बिल्कुल गलत है। एकदम सही बात है,-1
5348024557507791_f2084_chunk_0_subchunk_1.wav,मैंने कौन सी सूची पूछी है during एकदम सही बात है,मैंने कौन सी सूची पूछी है during एकदम सही बात है,1
5348024557507792_f2085_chunk_0_subchunk_1.wav,मैं system नौ सौ rupe का मिल्कमा ब्राउन ब्रेड ख़रीदना चाहता हूँ,मैं system नौ सौ rupe का मिल्कमा ब्राउन ब्रेड ख़रीदना चाहता हूँ,-1
5348024557507795_f974_chunk_0_subchunk_1.wav,क्या फलों पर koee koee ऑफ़र है,क्या फलों पर koee koee ऑफ़र है,1
5348024557507796_f975_chunk_0_subchunk_1.wav,मेरे पास एयरटेल मनी के कितने कितने वैध कूपन हैं,मेरे पास एयरटेल मनी के कितने कितने वैध कूपन हैं,1
5348024557507799_f2081_chunk_0_subchunk_1.wav,केनरा बैंक में पचास हज़ार रुपये से छह तीन छह नौ छह पाँच सात तीन तीन एक छह पाँच नौ के लेन देन में राशि वापस कब,केनरा बैंक में पचास हज़ार रुपये से छह तीन छह नौ छह पाँच सात तीन तीन एक छह पाँच नौ के लेन देन में राशि वापस कब,-1
5348024557507802_f2126_chunk_0_subchunk_1.wav,मैं पंद्रह सत्रह वर्ष आयु वर्ग के लिए स्पुतनीक [Sputnik] का सशुल्क बुस्टर [Booster] डोज़ [Dose],मैं पंद्रह सत्रह वर्ष आयु वर्ग के लिए स्पुतनीक  का सशुल्क बुस्टर  डोज़,-1
5348024557507802_f2126_chunk_0_subchunk_2.wav,ढूंढने की कोशिश में हूँ क्य[START]ा आप ऐसे सभ#$%ी केंद</b>्रों को र<b>ाज्य पश्चिम बंगाल में सूचीबद्ध कर सकते हैं,ढूंढने की कोशिश में हूँ क्या आप ऐसे सभी केंद्रों को राज्य पश्चिम बंगाल में सूचीबद्ध कर सकते हैं,1
5348024557507803_f2082_chunk_0_subchunk_1.wav,पी आर ए नम्बर छः#$% आठ द<b>ो सात चार चा</b>र तीन नौ तीन स[START]ात,पी आर ए नम्बर छः आठ दो सात चार चार तीन नौ तीन सात,-1
5348024557507806_f977_chunk_0_subchunk_1.wav,यह बिल्कुल,यह बिल्कुल,0
5348024557507811_f2083_chunk_0_subchunk_1.wav,वाह।यह बिल्कुल गलत है। एकदम सही बात है,वाह।यह बिल्कुल गलत है। एकदम सही बात है,1
5348024557507814_f688_chunk_0_subchunk_1.wav,प्रोडक्ट के बारे में बताऊँ तो बहुत अच्छा एक्सपीरियंस है system जो मैंने प्रोडक्ट खरीदा था जो मैंने प्रोडक्ट अभी खरीद के देखा हैं वह बहुत अच्छा है फीलिंग भी बहुत अच्छी से आ रही है एकदम सही बात है,प्रोडक्ट के बारे में बताऊँ तो बहुत अच्छा एक्सपीरियंस है system जो मैंने प्रोडक्ट खरीदा था जो मैंने प्रोडक्ट अभी खरीद के देखा हैं वह बहुत अच्छा है फीलिंग भी बहुत अच्छी से आ रही है एकदम सही बात है,11
5348024557507824_f734_chunk_0_subchunk_1.wav,ज़्यादातर log टेलीविज़न पर for example न्यूज़,ज़्यादातर log टेलीविज़न पर for example न्यूज़,5
5348024557507824_f734_chunk_1_subchunk_1.wav,hindee में ही dekhte हैं हैं हिंदी अभी ऑलमोस्ट ट्रांसफॉर्म हो गयी है जो हमारी रीजनल हिंदी थी और जो अभी एडवांस हमारी जो हिंदी है,hindee में ही dekhte हैं हैं हिंदी अभी ऑलमोस्ट ट्रांसफॉर्म हो गयी है जो हमारी रीजनल हिंदी थी और जो अभी एडवांस हमारी जो हिंदी है,-1
5348024557507824_f734_chunk_2_subchunk_1.wav,वह शब्दकोश से से सब,वह शब्दकोश से से सब,1
5348024557507824_f734_chunk_3_subchunk_1.wav,रिपोर्टर्स ने ढूंढ ढूंढ कर निकाल कर अभी उसको एडवांस दिया है और ज़्यादातर लोग,रिपोर्टर्स ने ढूंढ ढूंढ कर निकाल कर अभी उसको एडवांस दिया है और ज़्यादातर लोग,1
5348024557507824_f734_chunk_4_subchunk_1.wav,मीडीया [Media] में एडवांस [Advance] हिंदी यूज़ [Use] करते हैं,मीडीया  में एडवांस  हिंदी यूज़  करते हैं,5
5348024557507833_f735_chunk_0_subchunk_1.wav,इस टी [T] वी [[START]V] <b>शो [Show] के बारे मे</b>ं मैंने नहीं#$% सुना है,इस टी  वी V] शो  के बारे में मैंने नहीं सुना है,-1
5348024557507836_f737_chunk_0_subchunk_1.wav,गोवा में ज़्यादातर ऑलमोस्ट </b>पूरा डेवल[START]पमेंट हो चुका है और ज़्यादा इन्फ्रास्ट्रक्चर <b>की कोई ज़रूरत,गोवा में ज़्यादातर ऑलमोस्ट पूरा डेवलपमेंट हो चुका है और ज़्यादा इन्फ्रास्ट्रक्चर की कोई ज़रूरत,-1
5348024557507836_f737_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।बाद उसके,यह बिल्कुल गलत है।।बाद उसके,3
5348024557507836_f737_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।हैं रहे कर प्रोटेक्ट वह है भी की लोगों प्रॉब्लम अभी लेकिन है ही चालू काम एक वह एकदम सही बात है,यह बिल्कुल गलत है।।हैं रहे कर प्रोटेक्ट वह है भी की लोगों प्रॉब्लम अभी लेकिन है ही चालू काम एक वह एकदम सही बात है,7
5348024557507836_f737_chunk_3_subchunk_1.wav,अपने एरियाज़ for example तो उसके लिए एक्चुअली गवरमेंट को ज़्यादा ध्यान नहीं देना है की रोड कंस्ट्रक्ट करना है करके एकदम सही बात है,अपने एरियाज़ for example तो उसके लिए एक्चुअली गवरमेंट को ज़्यादा ध्यान नहीं देना है की रोड कंस्ट्रक्ट करना है करके एकदम सही बात है,5
5348024557507836_f737_chunk_4_subchunk_1.wav,रास्ते for example ऑलरेडी है हमारे पास,रास्ते for example ऑलरेडी है हमारे पास,2
5348024557507836_f737_chunk_5_subchunk_1.wav,उसके अलावा एजुकेशन जो sistm है वह इम्प्रूव करने करने की ज़रूरत है दूसरा,उसके अलावा एजुकेशन जो sistm है वह इम्प्रूव करने करने की ज़रूरत है दूसरा,-1
5348024557507836_f737_chunk_6_subchunk_1.wav,हमारा जो गवरमेंट का काम रहता है वहाँ वहाँ पर ब्राइब ज़्यादा होती है इसके लिए,हमारा जो गवरमेंट का काम रहता है वहाँ वहाँ पर ब्राइब ज़्यादा होती है इसके लिए,-1
5348024557507836_f737_chunk_7_subchunk_1.wav,वह,वह,0
5348024557507836_f737_chunk_8_subchunk_1.wav,उसमें थोड़ा पंक्चुआलिटी [Punctuality] उसमें थोड़ा रैगूलेरिटीज़ [Regularities] तुम्हारा काम ठीक से होना चाहिए टाइम [Time] पर होना चाहिए उसके ऊपर ज़्यादा ध्यान दिया,उसमें थोड़ा पंक्चुआलिटी  उसमें थोड़ा रैगूलेरिटीज़  तुम्हारा काम ठीक से होना चाहिए टाइम  पर होना चाहिए उसके ऊपर ज़्यादा ध्यान दिया,-1
5348024557507836_f737_chunk_9_subchunk_1.wav,तो ही हमारा#$% डैवलपमेंट [Development] अच्छा ह<b>[START]</b>ो सक,तो ही हमारा डैवलपमेंट  अच्छा हो सक,1
