filename,ground_truth,vocab_list
5348024557506432_f127_chunk_11_subchunk_1.wav,और इस बारे में मतलब प्राइवेट हॉस्पिटल में जब मेड मेडिकल मतलब वह सर्विसेज़ जो है न वह अच्छे होते हैं लेकिन एक एक बार क्या होता system है,"['इस', 'क्या', 'होते', 'एक', 'है', 'बारे', 'जो', 'प्राइवेट', 'सर्विसेज़', 'में', 'बार', 'मेडिकल', 'हैं', 'system', 'मतलब', 'मेड', 'हॉस्पिटल', 'होता', 'न', 'और', 'लेकिन', 'वह', 'जब', 'अच्छे']"
5348024557506432_f127_chunk_12_subchunk_1.wav,एक बार डॉक्टर की तरफ यह for example क्योर नहीं होने के बाद वह रेफ़र बाद में वह गौरमेंट हॉस्पिटल में रेफ़र करते हैं यह उनका एक गलत सा तरीका है,"['रेफ़र', 'तरफ', 'की', 'एक', 'डॉक्टर', 'तरीका', 'करते', 'है', 'बार', 'में', 'हैं', 'क्योर', 'for', 'उनका', 'सा', 'यह', 'गौरमेंट', 'हॉस्पिटल', 'नहीं', 'बाद', 'के', 'गलत', 'होने', 'वह', 'example']"
5348024557506432_f127_chunk_13_subchunk_1.wav,यह मेरा ओपिनियन है for example,"['मेरा', 'ओपिनियन', 'यह', 'for', 'example', 'है']"
5348024557506432_f127_chunk_14_subchunk_1.wav,system और दूसरे,"['दूसरे', 'system', 'और']"
5348024557506432_f127_chunk_15_subchunk_1.wav,दूसरी during सर्विस मतलब वह,"['सर्विस', 'मतलब', 'दूसरी', 'वह', 'during']"
5348024557506432_f127_chunk_16_subchunk_1.wav,गौरमेंट रेट अच्छे अच्छे लोगों को मतलब सभी system लोगों को परवरता है हिन्दू अपना पैसे वालों को भी और,"['परवरता', 'पैसे', 'लोगों', 'हिन्दू', 'वालों', 'अपना', 'रेट', 'मतलब', 'सभी', 'है', 'system', 'भी', 'को', 'गौरमेंट', 'अच्छे', 'और']"
5348024557506432_f127_chunk_17_subchunk_1.wav,गरीब लोगों को भी रेट उनका पर बढ़ता है system और थोड़ा भी थोड़ा बहुत फ़्री ऑफ़ कॉस्ट में भी ट्रीटमेंट होता है,"['रेट', 'है', 'थोड़ा', 'में', 'भी', 'system', 'ऑफ़', 'बहुत', 'ट्रीटमेंट', 'लोगों', 'उनका', 'होता', 'और', 'फ़्री', 'बढ़ता', 'को', 'कॉस्ट', 'गरीब', 'पर']"
5348024557506432_f127_chunk_18_subchunk_1.wav,please note और,"['please', 'note', 'और']"
5348024557506432_f127_chunk_19_subchunk_1.wav,वह जो कोविड के बारे में जो मेरा एक्सपीरियंस था मतलब सभी जगह एक तरह का डर सा हो गया था system,"['एक', 'का', 'बारे', 'जो', 'मेरा', 'जगह', 'डर', 'में', 'तरह', 'system', 'मतलब', 'सभी', 'सा', 'एक्सपीरियंस', 'के', 'था', 'वह', 'कोविड', 'हो', 'गया']"
5348024557506432_f127_chunk_1_subchunk_1.wav,एक प्राइवेट होस हॉस्पिटल during हॉस्पिलैटीटी और दूसरा,"['होस', 'दूसरा', 'हॉस्पिलैटीटी', 'एक', 'हॉस्पिटल', 'प्राइवेट', 'और', 'during']"
5348024557506432_f127_chunk_20_subchunk_1.wav,किसी को खाँसी हो गई किसी को छींक हो गई वह system सुन वह सुनते ही दूसरों के दूसरों के धड़कनें बढ़ती थी उसको कुछ हो गया हमको भी कुछ हो जायेगा ऐसा डर था,"['दूसरों', 'कुछ', 'बढ़ती', 'हमको', 'डर', 'सुनते', 'भी', 'किसी', 'system', 'खाँसी', 'ही', 'ऐसा', 'धड़कनें', 'के', 'जायेगा', 'सुन', 'थी', 'था', 'छींक', 'हो', 'को', 'वह', 'उसको', 'गया', 'गई']"
5348024557506432_f127_chunk_21_subchunk_1.wav,लेकिन during,"['लेकिन', 'during']"
5348024557506432_f127_chunk_22_subchunk_1.wav,बाद थोड़े थोड़े थोड़े थोड़े थोड़े दिनों बाद में वह लोगों को एक during आदत सी हो गयी मतलब उनका यह जो बीमारी का यह है न वह थोड़ा उनको समझने लगा,"['दिनों', 'एक', 'का', 'है', 'जो', 'आदत', 'सी', 'उनको', 'थोड़ा', 'में', 'बीमारी', 'थोड़े', 'लोगों', 'उनका', 'मतलब', 'यह', 'बाद', 'गयी', 'न', 'during', 'लगा', 'समझने', 'वह', 'को', 'हो']"
5348024557506432_f127_chunk_23_subchunk_1.wav,और प्रिकॉशन कैसा लेना है वह समझने के बाद थोड़ा थोड़ा क्योरिटी बढ़ गई और आहिस्ता आहिस्ता और कोरोना का यह जो वायरस का यह थोड़ा कम होता जा हो system गया,"['लेना', 'का', 'है', 'जो', 'प्रिकॉशन', 'आहिस्ता', 'थोड़ा', 'कम', 'बढ़', 'system', 'क्योरिटी', 'यह', 'वायरस', 'होता', 'बाद', 'और', 'के', 'समझने', 'कोरोना', 'कैसा', 'वह', 'हो', 'जा', 'गया', 'गई']"
5348024557506432_f127_chunk_2_subchunk_1.wav,गौरमेंट system हॉस्पिटल,"['system', 'गौरमेंट', 'हॉस्पिटल']"
5348024557506432_f127_chunk_3_subchunk_1.wav,मतलब system,"['system', 'मतलब']"
5348024557506432_f127_chunk_4_subchunk_1.wav,during जिनके पास,"['जिनके', 'पास', 'during']"
5348024557506432_f127_chunk_5_subchunk_1.wav,system पैसे की कमी होती है वह लोग ज़्यादा से ज़्यादा गौरमेंट हॉस्पिटल में ट्रीटमेंट लेते हैं,"['पैसे', 'में', 'लेते', 'हैं', 'होती', 'की', 'है', 'वह', 'कमी', 'लोग', 'गौरमेंट', 'हॉस्पिटल', 'system', 'ट्रीटमेंट', 'ज़्यादा', 'से']"
5348024557506432_f127_chunk_6_subchunk_1.wav,system और पैसे वाले लोग प्राइवेट हॉस्पिटल में जाते हैं,"['पैसे', 'में', 'हैं', 'वाले', 'लोग', 'हॉस्पिटल', 'system', 'प्राइवेट', 'और', 'जाते']"
5348024557506432_f127_chunk_7_subchunk_1.wav,during और उनका,"['उनका', 'और', 'during']"
5348024557506432_f127_chunk_8_subchunk_1.wav,ट्रीटमेंट during देने का और उनका ट्रांसमिशन मतलब उनके डॉक्टर के साथ बातचीत करने का और यह करने कि प्राइवेट लोगों को ज़्यादा यह होते हैं,"['करने', 'साथ', 'कि', 'होते', 'डॉक्टर', 'का', 'प्राइवेट', 'उनके', 'हैं', 'बातचीत', 'ट्रांसमिशन', 'ट्रीटमेंट', 'लोगों', 'उनका', 'मतलब', 'यह', 'देने', 'और', 'के', 'during', 'को', 'ज़्यादा']"
5348024557506432_f127_chunk_9_subchunk_1.wav,और गरीब जो लोग होते हैं उनके पास पैसा नहीं होने के बाद system वह बोलने से भी डरते हैं लोग डॉक्टर के पास और डॉक्टर को भगवान की तरह मानते हैं उनकी तरफ अच्छे करते हैं बिहेव करते हैं during और,"['बोलने', 'तरफ', 'की', 'होते', 'बिहेव', 'लोग', 'डॉक्टर', 'करते', 'जो', 'उनके', 'पैसा', 'हैं', 'तरह', 'भी', 'system', 'डरते', 'उनकी', 'पास', 'नहीं', 'बाद', 'और', 'के', 'during', 'होने', 'भगवान', 'मानते', 'वह', 'को', 'अच्छे', 'गरीब', 'से']"
5348024557506433_f126_chunk_0_subchunk_1.wav,during हमारे भारत देश में,"['में', 'देश', 'भारत', 'हमारे', 'during']"
5348024557506433_f126_chunk_10_subchunk_1.wav,please note गुजरात गए हिंदी,"['हिंदी', 'गुजरात', 'please', 'note', 'गए']"
5348024557506433_f126_chunk_11_subchunk_1.wav,पंजाब सभी जगहों पर अलग अलग please note स्टेटों में गए तो अलग अलग स्टेटों में गए तो यह हिंदी ज़्यादा बातचीत करने को यह मिलता है,"['करने', 'पर', 'स्टेटों', 'है', 'पंजाब', 'जगहों', 'में', 'मिलता', 'बातचीत', 'note', 'अलग', 'सभी', 'यह', 'हिंदी', 'please', 'को', 'तो', 'ज़्यादा', 'गए']"
5348024557506433_f126_chunk_12_subchunk_1.wav,और for example,"['for', 'और', 'example']"
5348024557506433_f126_chunk_13_subchunk_1.wav,कहीं ऑफिशियल लैंग्वेज मतलब ऑफिशियल ऑफिशियल लेटर ऑफिशियल यह बोलने के लिए थोड़ा please note इंग्लिश का यह करना पड़ता है पड़ता पड़ता है मतलब वह करता है लोग ज़्यादा से ज़्यादा,"['कहीं', 'बोलने', 'पड़ता', 'लोग', 'का', 'है', 'करना', 'थोड़ा', 'note', 'पड़ता', 'करता', 'मतलब', 'यह', 'के', 'लैंग्वेज', 'इंग्लिश', 'please', 'लिए', 'वह', 'लेटर', 'ऑफिशियल', 'ज़्यादा', 'से']"
5348024557506433_f126_chunk_14_subchunk_1.wav,during लेकिन यह इम्पोर्टेंस हम हिंदी बात को ही देते हैं,"['इम्पोर्टेंस', 'लेकिन', 'हिंदी', 'हम', 'हैं', 'यह', 'को', 'बात', 'ही', 'देते', 'during']"
5348024557506433_f126_chunk_15_subchunk_1.wav,और हम हमारा मानना भी please note यही है हिंदी हमारा नैशनल लैंग्वेज है,"['लैंग्वेज', 'मानना', 'हिंदी', 'हमारा', 'हम', 'नैशनल', 'please', 'भी', 'note', 'यही', 'है', 'और']"
5348024557506433_f126_chunk_16_subchunk_1.wav,हमारे इंडिया का system ऐसा,"['का', 'हमारे', 'इंडिया', 'system', 'ऐसा']"
5348024557506433_f126_chunk_17_subchunk_1.wav,during यह है,"['है', 'यह', 'during']"
5348024557506433_f126_chunk_18_subchunk_1.wav,लेकिन अलग अलग स्टेट में for example अलग अलग मतलब उनका,"['स्टेट', 'उनका', 'में', 'अलग', 'लेकिन', 'मतलब', 'for', 'example']"
5348024557506433_f126_chunk_19_subchunk_1.wav,लैंग्वेज का प्रोगामसेशन मतलब गोवा में रहने वाले लोग अलग तरीक से बात करेंगे बिहार में रहने वाले लोग अलग से बात करते हैं यू पी में रहने वाले अलग तरीके से during बात करेंगे उनका during प्रोनौनसेशन अलग अलग रहता है लेकिन,"['गोवा', 'लोग', 'बिहार', 'करते', 'का', 'है', 'पी', 'प्रोनौनसेशन', 'में', 'हैं', 'वाले', 'रहता', 'यू', 'उनका', 'प्रोगामसेशन', 'अलग', 'मतलब', 'तरीके', 'बात', 'करेंगे', 'during', 'लैंग्वेज', 'तरीक', 'रहने', 'लेकिन', 'से']"
5348024557506433_f126_chunk_1_subchunk_1.wav,please note नैशनल लैंग्वेज मतलब जो,"['लैंग्वेज', 'मतलब', 'नैशनल', 'please', 'note', 'जो']"
5348024557506433_f126_chunk_20_subchunk_1.wav,हिंदी को please note हम नेशनल लैंग्वेज मानते हैं,"['लैंग्वेज', 'हिंदी', 'हैं', 'हम', 'मानते', 'please', 'नेशनल', 'को', 'note']"
5348024557506433_f126_chunk_2_subchunk_1.wav,नेशनल लैंग्वेज during मतलब हिंदी ही है,"['लैंग्वेज', 'हिंदी', 'मतलब', 'नेशनल', 'ही', 'है', 'during']"
5348024557506433_f126_chunk_3_subchunk_1.wav,बीच बीच में थोड़ा इंग्लिश भी बोलते,"['थोड़ा', 'में', 'इंग्लिश', 'बीच', 'भी', 'बोलते']"
5348024557506433_f126_chunk_4_subchunk_1.wav,लेकिन ज़्यादा से ज़्यादा हिंदी चलती है लैंग्वेज,"['लैंग्वेज', 'लेकिन', 'हिंदी', 'है', 'चलती', 'ज़्यादा', 'से']"
5348024557506433_f126_chunk_5_subchunk_1.wav,थोड़ा,['थोड़ा']
5348024557506433_f126_chunk_6_subchunk_1.wav,इंग्लिश,['इंग्लिश']
5348024557506433_f126_chunk_7_subchunk_1.wav,टाइपिंग करना यह थोड़ा आसान होता है इसलिए ओफ़िशियल लैंगवेज़ थोड़ा इंग्लिश इंग्लिश,"['थोड़ा', 'लैंगवेज़', 'इंग्लिश', 'इसलिए', 'ओफ़िशियल', 'यह', 'आसान', 'थोड़ा', 'टाइपिंग', 'है', 'होता', 'करना']"
5348024557506433_f126_chunk_8_subchunk_1.wav,लैंग्वेज का यह होता है लेकिन कई हमारे देश में कहीं किसी भी स्टेट में गए तो ज़्यादा ज़्यादा हिंदी में यह ट्रांसलेशन होता,"['कहीं', 'स्टेट', 'देश', 'का', 'है', 'में', 'भी', 'हमारे', 'किसी', 'ट्रांसलेशन', 'यह', 'होता', 'कई', 'लैंग्वेज', 'लेकिन', 'हिंदी', 'तो', 'ज़्यादा', 'गए']"
5348024557506433_f126_chunk_9_subchunk_1.wav,हम दिल्ली में गए वह वहाँ,"['दिल्ली', 'में', 'हम', 'वह', 'वहाँ', 'गए']"
5348024557506438_f342_chunk_0_subchunk_1.wav,बारे में हमारी फ़ैमिली का सपोर्ट मुझे है और फ्रेंड भी हमको एन्करेज़ करते हैं,"['एन्करेज़', 'हमको', 'मुझे', 'में', 'करते', 'हैं', 'सपोर्ट', 'फ़ैमिली', 'है', 'हमारी', 'भी', 'का', 'बारे', 'और', 'फ्रेंड']"
5348024557506438_f342_chunk_1_subchunk_1.wav,लाइफ मतलब इसमें प्रोफेशनल पर्सनल इसके बारे में मैं पूछा तो मुझे बचपन से ही आदत है पहाड़ी यह घूम यह करना है घूमना जंगल में घूमना है इसके बारे में हम हमसे हमको यह आदत सी हो गई,"['पूछा', 'घूम', 'है', 'बारे', 'आदत', 'करना', 'सी', 'जंगल', 'हमको', 'में', 'मैं', 'घूमना', 'प्रोफेशनल', 'बचपन', 'मुझे', 'इसमें', 'मतलब', 'यह', 'गई', 'ही', 'पर्सनल', 'हम', 'हमसे', 'हो', 'पहाड़ी', 'लाइफ', 'तो', 'इसके', 'से']"
5348024557506438_f342_chunk_2_subchunk_1.wav,इसीलिए मुझे इसमें डिफरेंसेस होते,"['इसीलिए', 'मुझे', 'इसमें', 'होते', 'डिफरेंसेस']"
5348024557506444_f340_chunk_0_subchunk_1.wav,में ज़्यादा से ज़्यादा लोग फुटबॉल अच्छी तरह से खेलते हैं वही इंटरेस्टेड हैं और क्रिकेट क्रिकेट भी लोगों को अच्छा लगता,"['लोगों', 'में', 'फुटबॉल', 'हैं', 'तरह', 'क्रिकेट', 'इंटरेस्टेड', 'भी', 'को', 'लगता', 'लोग', 'खेलते', 'और', 'अच्छी', 'वही', 'ज़्यादा', 'अच्छा', 'से']"
5348024557506445_f341_chunk_0_subchunk_1.wav,मछली का धंधा अच्छा है मछली यहाँ वेरीअस स्टेट से आता,"['मछली', 'स्टेट', 'धंधा', 'आता', 'यहाँ', 'का', 'है', 'वेरीअस', 'अच्छा', 'से']"
5348024557506445_f341_chunk_1_subchunk_1.wav,एकोनोमी गया,"['गया', 'एकोनोमी']"
5348024557506445_f341_chunk_3_subchunk_1.wav,हमारे,['हमारे']
5348024557506445_f341_chunk_4_subchunk_1.wav,कम्पटीशन में गए,"['गए', 'कम्पटीशन', 'में']"
5348024557506451_f2185_chunk_0_subchunk_1.wav,आप स्थानीय भाषा पढ़ सकते हैं तो स्थानीय ऑनलाइन ढूंढ़ने से आपको देश में क्या हो रहा है इसका अधिक प्रत्यक्ष आभास होता,"['क्या', 'आप', 'स्थानीय', 'ऑनलाइन', 'पढ़', 'देश', 'इसका', 'प्रत्यक्ष', 'है', 'अधिक', 'ढूंढ़ने', 'में', 'हैं', 'रहा', 'होता', 'आपको', 'सकते', 'हो', 'भाषा', 'तो', 'आभास', 'से']"
5348024557506454_f1563_chunk_0_subchunk_1.wav,नदी जलाशय सिंचाई परियोजना सहित कई महत्वपूर्ण बहुराज्यीय परियोजनाएँ विकास में,"['परियोजना', 'में', 'विकास', 'जलाशय', 'बहुराज्यीय', 'परियोजनाएँ', 'नदी', 'सहित', 'कई', 'सिंचाई', 'महत्वपूर्ण']"
5348024557506455_f1818_chunk_0_subchunk_1.wav,मन ख़राब है मुझे,"['ख़राब', 'मुझे', 'मन', 'है']"
5348024557506457_f893_chunk_0_subchunk_1.wav,का बिल्कुल कम,"['का', 'बिल्कुल', 'कम']"
5348024557506460_f1819_chunk_0_subchunk_1.wav,वाईट फ़ार्म फ़्रेश ऑर्डर करने के लिए कब उपलब्ध,"['उपलब्ध', 'करने', 'फ़्रेश', 'ऑर्डर', 'लिए', 'कब', 'वाईट', 'फ़ार्म', 'के']"
5348024557506461_f1009_chunk_0_subchunk_1.wav,ख़रीददारी सूची से योगी अचार हटा,"['सूची', 'ख़रीददारी', 'योगी', 'अचार', 'हटा', 'से']"
5348024557506464_f1814_chunk_0_subchunk_1.wav,सौराष्ट्र ग्रामीण बैंक में नौ हज़ार रुपये से एक तीन चार एक नौ एक आठ पाँच पाँच तीन के अटके लेनदेन में राशि वापस कब,"['ग्रामीण', 'अटके', 'आठ', 'तीन', 'वापस', 'एक', 'राशि', 'पाँच', 'नौ', 'में', 'हज़ार', 'कब', 'सौराष्ट्र', 'लेनदेन', 'बैंक', 'चार', 'के', 'रुपये', 'से']"
5348024557506465_f1615_chunk_0_subchunk_1.wav,पेपैल में सहेजे न गए मोबाइल नंबरों पर पैसे भेज सकते,"['पैसे', 'पेपैल', 'सहेजे', 'में', 'पर', 'मोबाइल', 'भेज', 'सकते', 'नंबरों', 'न', 'गए']"
5348024557506467_f1816_chunk_0_subchunk_1.wav,पिन कोड तीन सात सात आठ सात के आसपास कोई सशुल्क स्पुटनिक टीकाकरण केंद्र,"['कोड', 'पिन', 'केंद्र', 'सात', 'आसपास', 'टीकाकरण', 'आठ', 'सशुल्क', 'स्पुटनिक', 'तीन', 'कोई', 'के']"
5348024557506468_f1815_chunk_0_subchunk_1.wav,ज़िला अलीगढ़ में सशुल्क टीका कहाँ सकता,"['में', 'टीका', 'सशुल्क', 'कहाँ', 'ज़िला', 'अलीगढ़', 'सकता']"
5348024557506477_f1817_chunk_0_subchunk_1.wav,रूको,['रूको']
5348024557506478_f2186_chunk_0_subchunk_1.wav,खुश,['खुश']
5348024557506481_f311_chunk_0_subchunk_1.wav,का सुपरमैक्स रेज़र का ब्लेड ख़रीदा है अभी पिछले कुछ दिनों में,"['में', 'अभी', 'ब्लेड', 'सुपरमैक्स', 'रेज़र', 'कुछ', 'दिनों', 'ख़रीदा', 'पिछले', 'का', 'है']"
5348024557506481_f311_chunk_1_subchunk_1.wav,इसमें,['इसमें']
5348024557506481_f311_chunk_2_subchunk_1.wav,या पाँच ब्लेड्स साथ आते,"['पाँच', 'साथ', 'ब्लेड्स', 'या', 'आते']"
5348024557506481_f311_chunk_3_subchunk_1.wav,हर एक,"['हर', 'एक']"
5348024557506481_f311_chunk_4_subchunk_1.wav,छोटे ब्लेड्स साथ में होते हैं ताकि जब आप शेव करें तो दाढ़ी की जो कटाई है वह अच्छे हो,"['साथ', 'आप', 'की', 'होते', 'है', 'शेव', 'जो', 'तो', 'ब्लेड्स', 'में', 'दाढ़ी', 'हैं', 'कटाई', 'करें', 'ताकि', 'वह', 'हो', 'छोटे', 'जब', 'अच्छे']"
5348024557506481_f311_chunk_5_subchunk_1.wav,मुझे यह कहते हुए अच्छा लगता है के यह प्रॉडक्ट काफ़ी अच्छा है और यह मैं पहले भी यूज़ करता हूँ इसलिए मुझे आज तक इसमें कभी,"['हूँ', 'कहते', 'है', 'इसलिए', 'पहले', 'मैं', 'यूज़', 'भी', 'अच्छा', 'मुझे', 'करता', 'आज', 'इसमें', 'हुए', 'यह', 'तक', 'और', 'के', 'प्रॉडक्ट', 'काफ़ी', 'कभी', 'लगता']"
5348024557506481_f311_chunk_6_subchunk_1.wav,प्रॉब्लम हुई नहीं है और अब भी कोई प्रॉब्लम नहीं हुई,"['कोई', 'अब', 'भी', 'हुई', 'नहीं', 'है', 'प्रॉब्लम', 'और']"
5348024557506482_f309_chunk_0_subchunk_1.wav,एक लिया है अभी एक महीना पहले के,"['महीना', 'लिया', 'अभी', 'एक', 'है', 'पहले', 'के']"
5348024557506482_f309_chunk_1_subchunk_1.wav,मेन डोर आसपास रखने के,"['डोर', 'आसपास', 'रखने', 'मेन', 'के']"
5348024557506482_f309_chunk_2_subchunk_1.wav,के सीज़न में तो कोई खास प्रॉब्लम नहीं हुई लेकिन अभी जब बारिश का सीज़न चल रहा है तो इस मौसम में काफ़ी वैसे ही मिट्टी,"['मिट्टी', 'इस', 'हुई', 'का', 'है', 'मौसम', 'तो', 'में', 'रहा', 'बारिश', 'खास', 'प्रॉब्लम', 'अभी', 'चल', 'ही', 'नहीं', 'के', 'सीज़न', 'लेकिन', 'वैसे', 'काफ़ी', 'जब', 'कोई']"
5348024557506482_f309_chunk_3_subchunk_1.wav,से आता है घर के अंदर उसमें यह जो जब पै पैरों को इसके ऊपर घिसते हैं,"['पै', 'ऊपर', 'जो', 'घिसते', 'अंदर', 'हैं', 'उसमें', 'है', 'यह', 'को', 'से', 'जब', 'इसके', 'आता', 'घर', 'पैरों', 'के']"
5348024557506482_f309_chunk_4_subchunk_1.wav,की पूरी जो होती है वह इसके ऊपर लगती नहीं है,"['ऊपर', 'होती', 'की', 'वह', 'इसके', 'है', 'जो', 'लगती', 'पूरी', 'नहीं']"
5348024557506482_f309_chunk_5_subchunk_1.wav,हद,['हद']
5348024557506482_f309_chunk_6_subchunk_1.wav,पर जाती है और घर पर आ जाती है इसलिए यह प्रोडक्ट लेकर मैं कुछ हद तक पछता रहा,"['जाती', 'हद', 'मैं', 'लेकर', 'यह', 'कुछ', 'रहा', 'तक', 'प्रोडक्ट', 'है', 'घर', 'इसलिए', 'आ', 'और', 'पछता', 'पर']"
5348024557506486_f108_chunk_0_subchunk_1.wav,भट्ट झाला मनिलाल केन्या शार्दुल,"['शार्दुल', 'झाला', 'भट्ट', 'मनिलाल', 'केन्या']"
5348024557506486_f108_chunk_1_subchunk_1.wav,अमित,['अमित']
5348024557506489_f107_chunk_0_subchunk_1.wav,यॉर्क लंडन,"['यॉर्क', 'लंडन']"
5348024557506489_f107_chunk_1_subchunk_1.wav,डेल्ही,['डेल्ही']
5348024557506489_f107_chunk_2_subchunk_1.wav,टोरोंटो,['टोरोंटो']
5348024557506490_f106_chunk_0_subchunk_1.wav,एक बहुत बड़ी समस्या है भारत देश के लिए,"['है', 'देश', 'लिए', 'भारत', 'एक', 'बड़ी', 'बहुत', 'समस्या', 'के']"
5348024557506490_f106_chunk_10_subchunk_1.wav,और,['और']
5348024557506490_f106_chunk_11_subchunk_1.wav,उसे सुलझाया न तो,"['उसे', 'न', 'सुलझाया', 'तो']"
5348024557506490_f106_chunk_12_subchunk_1.wav,समस्याएँ ला सकती,"['ला', 'समस्याएँ', 'सकती']"
5348024557506490_f106_chunk_13_subchunk_1.wav,और,['और']
5348024557506490_f106_chunk_14_subchunk_1.wav,काफ़ी,['काफ़ी']
5348024557506490_f106_chunk_16_subchunk_1.wav,का बन सकती,"['का', 'बन', 'सकती']"
5348024557506490_f106_chunk_17_subchunk_1.wav,देश के लिए नहीं,"['नहीं', 'लिए', 'देश', 'के']"
5348024557506490_f106_chunk_18_subchunk_1.wav,हिसाब,['हिसाब']
5348024557506490_f106_chunk_1_subchunk_1.wav,अब,['अब']
5348024557506490_f106_chunk_20_subchunk_1.wav,सरकार,['सरकार']
5348024557506490_f106_chunk_21_subchunk_1.wav,पहले की जो सरकारें आई हैं अभी पिछले कुछ सालों में उन्होंने काफ़ी अच्छा किया है जिससे की काफ़ी,"['उन्होंने', 'में', 'सालों', 'हैं', 'आई', 'की', 'अभी', 'जिससे', 'कुछ', 'सरकारें', 'किया', 'पिछले', 'काफ़ी', 'है', 'जो', 'पहले', 'अच्छा']"
5348024557506490_f106_chunk_22_subchunk_1.wav,गरीबों,['गरीबों']
5348024557506490_f106_chunk_23_subchunk_1.wav,गरीबी रेखा से ऊपर खींचा गया है यह भी हाल की ही संयुक्त राष्ट्र की ही एक है जो कहती,"['रेखा', 'ऊपर', 'गरीबी', 'संयुक्त', 'राष्ट्र', 'की', 'यह', 'कहती', 'खींचा', 'भी', 'ही', 'एक', 'है', 'जो', 'गया', 'हाल', 'से']"
5348024557506490_f106_chunk_24_subchunk_1.wav,लाखों करोड़ों भारतवासियों को न्यूनतम गरीबी रेखा से ऊपर खींचा गया पिछले कुछ सालों,"['रेखा', 'करोड़ों', 'ऊपर', 'गरीबी', 'सालों', 'भारतवासियों', 'न्यूनतम', 'खींचा', 'कुछ', 'को', 'लाखों', 'पिछले', 'गया', 'से']"
5348024557506490_f106_chunk_25_subchunk_1.wav,हम अच्छे दिशा में जा रहे,"['दिशा', 'में', 'हम', 'जा', 'अच्छे', 'रहे']"
5348024557506490_f106_chunk_26_subchunk_1.wav,हिसाब से सरकार अनऔर्गेनाइज्ड,"['सरकार', 'अनऔर्गेनाइज्ड', 'हिसाब', 'से']"
5348024557506490_f106_chunk_27_subchunk_1.wav,जो,['जो']
5348024557506490_f106_chunk_28_subchunk_1.wav,है जो ऑर्गनाइज्ड नहीं है,"['नहीं', 'है', 'जो', 'ऑर्गनाइज्ड']"
5348024557506490_f106_chunk_29_subchunk_1.wav,ढाँचे अभी तक नहीं हैं उसमें ज़्यादा,"['ढाँचे', 'हैं', 'उसमें', 'अभी', 'नहीं', 'तक', 'ज़्यादा']"
5348024557506490_f106_chunk_2_subchunk_1.wav,यूनाइटेड नेशंस के आकड़ों के मुताबिक दुनिया,"['नेशंस', 'आकड़ों', 'यूनाइटेड', 'दुनिया', 'मुताबिक', 'के']"
5348024557506490_f106_chunk_30_subchunk_1.wav,जेनरेट करने का काम करना चाहिए,"['करने', 'जेनरेट', 'चाहिए', 'का', 'करना', 'काम']"
5348024557506490_f106_chunk_31_subchunk_1.wav,काफ़ी सारे लोगों को देता है,"['लोगों', 'देता', 'सारे', 'को', 'काफ़ी', 'है']"
5348024557506490_f106_chunk_32_subchunk_1.wav,यह सेक्टर नियमित हो जाए तो काफ़ी हद तक की,"['सेक्टर', 'जाए', 'हद', 'की', 'यह', 'हो', 'काफ़ी', 'तो', 'नियमित', 'तक']"
5348024557506490_f106_chunk_33_subchunk_1.wav,देश,['देश']
5348024557506490_f106_chunk_34_subchunk_1.wav,हो,['हो']
5348024557506490_f106_chunk_3_subchunk_1.wav,अधिक आबादी वाला देश है उसने चीन को भी पीछे छोड़ दिया,"['अधिक', 'छोड़', 'चीन', 'आबादी', 'वाला', 'देश', 'भी', 'को', 'दिया', 'उसने', 'पीछे', 'है']"
5348024557506490_f106_chunk_4_subchunk_1.wav,हमारी दस वर्षीय जनगणना अभी तक हो नहीं है कोरोना महामारी के,"['जनगणना', 'कोरोना', 'दस', 'अभी', 'है', 'हमारी', 'हो', 'के', 'नहीं', 'वर्षीय', 'तक', 'महामारी']"
5348024557506490_f106_chunk_5_subchunk_1.wav,भी,['भी']
5348024557506490_f106_chunk_6_subchunk_1.wav,राष्ट्र यह रही है तो यह सही बात,"['राष्ट्र', 'यह', 'रही', 'बात', 'तो', 'है', 'सही']"
5348024557506490_f106_chunk_7_subchunk_1.wav,इतने,['इतने']
5348024557506490_f106_chunk_8_subchunk_1.wav,वाले देश,"['वाले', 'देश']"
5348024557506490_f106_chunk_9_subchunk_1.wav,सी भी बेरोज़गारी होगी तो बहुत बड़ी संख्या में,"['संख्या', 'में', 'बेरोज़गारी', 'होगी', 'भी', 'तो', 'बड़ी', 'बहुत', 'सी']"
5348024557506505_f566_chunk_0_subchunk_1.wav,हाँ मैंने अपने स्कूल में ड्रॉइंग सीखी थी हमारा शहर बड़ौदा उसकी यूनिवर्सिटी उसका,"['उसका', 'थी', 'अपने', 'में', 'उसकी', 'हमारा', 'ड्रॉइंग', 'यूनिवर्सिटी', 'सीखी', 'बड़ौदा', 'स्कूल', 'मैंने', 'हाँ', 'शहर']"
5348024557506505_f566_chunk_1_subchunk_1.wav,सयाजीराव यूनिवर्सिटी उसकी फ़ाइन आर्ट्स फैकल्टी जो है,"['आर्ट्स', 'सयाजीराव', 'उसकी', 'यूनिवर्सिटी', 'फैकल्टी', 'है', 'फ़ाइन', 'जो']"
5348024557506505_f566_chunk_2_subchunk_1.wav,कोर्सेस के लिए काफ़ी जानी,"['कोर्सेस', 'जानी', 'लिए', 'काफ़ी', 'के']"
