Filename,Transcription,vocab_list
5348024557503535_f352_chunk_17_subchunk_1_QC1_4_silence_insertion.wav,लाभ देता है,"['है', 'देता', 'लाभ']"
5348024557503278_f2129_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या मुझे कोविशील्ड टीका पीनको नाइनसिक्स थ्री टूथ्री सेवन के पास मिल सकता है,"['टीका', 'सेवन', 'सकता', 'के', 'मुझे', 'नाइनसिक्स', 'थ्री', 'कोविशील्ड', 'पास', 'पीनको', 'टूथ्री', 'है', 'मिल', 'क्या']"
5348024557503660_f269_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,अंग्रेजों के विरूद्ध लड़ाई की और फिर शहीद हो गई उनकी तरह,"['की', 'लड़ाई', 'विरूद्ध', 'के', 'और', 'गई', 'उनकी', 'अंग्रेजों', 'हो', 'शहीद', 'फिर', 'तरह']"
5348024557503368_f568_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,और कुछ उनका अगर अलग डिजाइंस है उसके लिए थोड़ा लाइसेंस बगेरा तो उसने लेके रखा है आ लेकिन उसके बारे में ज्यादा इंफर्मेशं मेरे पास लनहीं है अभी तो सीखना पड़ेगा उसके बारे में बहुत कुछ,"['बारे', 'उसके', 'तो', 'सीखना', 'लेकिन', 'आ', 'पास', 'है', 'अलग', 'लाइसेंस', 'कुछ', 'लिए', 'ज्यादा', 'उसने', 'थोड़ा', 'अभी', 'लेके', 'उनका', 'मेरे', 'बहुत', 'पड़ेगा', 'रखा', 'में', 'इंफर्मेशं', 'डिजाइंस', 'लनहीं', 'और', 'अगर', 'बगेरा']"
5348024557503295_f746_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,गरी होई ईस्ट खासी हिल्स,"['हिल्स', 'खासी', 'ईस्ट', 'होई', 'गरी']"
5348024557503543_f579_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,हमारे गांव में औरअबड़ेबड़े शहरों के बड़ेबड़े अस्कूल में जो,"['अस्कूल', 'के', 'हमारे', 'में', 'जो', 'औरअबड़ेबड़े', 'गांव', 'शहरों', 'बड़ेबड़े']"
5348024557503694_f1260_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,रुको,['रुको']
5348024557503604_f750_chunk_29_subchunk_1_QC1_5_upsampling_simulation.wav,सैनिज को उसका शुभ बनाके और अचार बनाके दिखाते हैं और ये किनेमा जोबोलरियों में वो पर्मेंटे स्वोयाबिन है,"['को', 'स्वोयाबिन', 'बनाके', 'उसका', 'पर्मेंटे', 'और', 'ये', 'किनेमा', 'वो', 'में', 'है', 'जोबोलरियों', 'शुभ', 'हैं', 'सैनिज', 'अचार', 'दिखाते']"
5348024557503306_f721_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,हिं्दी व अंग्रेजी से ज्यादा मैं नेपाली भाषा की किताबें पड़ता हूं,"['की', 'ज्यादा', 'किताबें', 'से', 'नेपाली', 'भाषा', 'हूं', 'व', 'हिं्दी', 'मैं', 'पड़ता', 'अंग्रेजी']"
5348024557503597_f132_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,हाँ मेरी माँग को गार्निंग बहुत अच्छा लगता है वो बहुत सारे पौधें लगाती हैं जो फूल लेती है और जो आजकल तो सब लोग अवो लगाते हैं सक्लेंस तो वो सकलेंस भी लगाती है इंडोर प्लांस लगाती है और पौधों को बहुत ज्यादा प्यार करती है और,"['प्लांस', 'तो', 'आजकल', 'गार्निंग', 'है', 'सक्लेंस', 'सकलेंस', 'पौधों', 'प्यार', 'ज्यादा', 'पौधें', 'लगाती', 'माँग', 'करती', 'हैं', 'भी', 'बहुत', 'इंडोर', 'को', 'अच्छा', 'फूल', 'सब', 'हाँ', 'लगाते', 'वो', 'सारे', 'जो', 'लोग', 'और', 'लगता', 'मेरी', 'अवो', 'लेती']"
5348024557503484_f209_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,उसपे नहीं सोना चाहिए कि नीचे फ्लोर में सोना चाहिए सुबह उठने के बाद वो फ्लोर से सारा बिस्तर उठाके वहां पे जो गाए का,"['बिस्तर', 'सुबह', 'गाए', 'बाद', 'सारा', 'चाहिए', 'उठने', 'के', 'वहां', 'का', 'वो', 'में', 'से', 'जो', 'नीचे', 'नहीं', 'उठाके', 'सोना', 'फ्लोर', 'पे', 'उसपे', 'कि']"
5348024557503720_f605_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,ब्लैकऑटोज करके यहां पे ऑटोज आते हैं वो पेट्रोल पे चलते उनका किराया काफी ज्यादा हैं और जो सब लोग अफोर्ट नहीं कर पाते ं,"['पेट्रोल', 'आते', 'काफी', 'ज्यादा', 'कर', 'चलते', 'पाते', 'हैं', 'उनका', 'किराया', 'सब', 'वो', 'जो', 'लोग', 'करके', 'यहां', 'नहीं', 'अफोर्ट', 'ं', 'और', 'पे', 'ऑटोज', 'ब्लैकऑटोज']"
5348024557503368_f568_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,तरह अ उतना बढ़ा आर्टिस्ट नहीं हो अभी मैं तो उसका बहुत सारा इंफर्मेशन मेरे पास नहीं है,"['नहीं', 'तो', 'उसका', 'सारा', 'इंफर्मेशन', 'बढ़ा', 'अ', 'पास', 'अभी', 'है', 'आर्टिस्ट', 'मेरे', 'हो', 'मैं', 'बहुत', 'उतना', 'तरह']"
5348024557503613_f1086_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,अनुस्मारक ढूँढ ढो और मिटाओ,"['अनुस्मारक', 'ढो', 'और', 'मिटाओ', 'ढूँढ']"
5348024557503428_f206_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,वो डिग्री भी ले सकते हैं वो बीएसीआईटी भी कर सकते हैं वो आगे बढ़कर कूडिंग का कोई डिप्लोमा कोर्स छोटा सा या सर्टिफिकेट कोर्स भी कर सकते हैं वो एमटेक एमी ना करें तो भी उनके पास बहुत सारे ऑप्शनस है आगे बढ़ने के लिए,"['आगे', 'बढ़कर', 'डिप्लोमा', 'तो', 'सकते', 'या', 'पास', 'है', 'ना', 'लिए', 'डिग्री', 'करें', 'कर', 'कोई', 'भी', 'हैं', 'बढ़ने', 'बहुत', 'कूडिंग', 'सा', 'के', 'उनके', 'का', 'वो', 'सारे', 'छोटा', 'ऑप्शनस', 'बीएसीआईटी', 'एमटेक', 'ले', 'सर्टिफिकेट', 'एमी', 'कोर्स']"
5348024557503656_f273_chunk_9_subchunk_1_QC1_5_upsampling_simulation.wav,और ऑलीवर भी वैसे भी पहले तो उसे मरने के लिए छोड़ दिया जाता है और फिर उसे एक अनाथ लाअनाथ लायमें,"['तो', 'लायमें', 'उसे', 'वैसे', 'है', 'छोड़', 'लिए', 'पहले', 'लाअनाथ', 'भी', 'के', 'जाता', 'अनाथ', 'दिया', 'मरने', 'एक', 'और', 'ऑलीवर', 'फिर']"
5348024557503245_f587_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुझे लोगों की मैनेजमेंट अच्छे से कर सकती हूँ मैं,"['की', 'अच्छे', 'मुझे', 'से', 'कर', 'मैनेजमेंट', 'मैं', 'हूँ', 'लोगों', 'सकती']"
5348024557503428_f206_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,बहुत ही ज्यादा अवसर अभी उपलब्ध है गुजरात में,"['ज्यादा', 'अवसर', 'उपलब्ध', 'में', 'ही', 'गुजरात', 'अभी', 'है', 'बहुत']"
5348024557503755_f216_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,स बात में ह ँ उस वक्त मैंने व का जो सूसे वो सूच मैंने मगवाया था फिर कार से आ मैंने हाथादिन ने रसि भी किया,"['बात', 'ने', 'आ', 'वक्त', 'ँ', 'कार', 'उस', 'ह', 'व', 'भी', 'सूच', 'मैंने', 'स', 'हाथादिन', 'का', 'था', 'वो', 'में', 'मगवाया', 'जो', 'से', 'सूसे', 'रसि', 'फिर', 'किया']"
5348024557503524_f581_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,ऑडवेटाइज को बहुत अच्छे से दिए,"['को', 'अच्छे', 'ऑडवेटाइज', 'से', 'दिए', 'बहुत']"
5348024557503379_f1640_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,देसाई इसके बाद दिया अनयपूर्णाघोष द्वारा निर्देशित और रेड चिलिज एंटरटेनमेंट द्वारा निर्मित क्राइम थिलर फिल्म बॉप विस्वास में दिखाई दिए,"['क्राइम', 'इसके', 'बॉप', 'अनयपूर्णाघोष', 'थिलर', 'देसाई', 'बाद', 'निर्देशित', 'फिल्म', 'रेड', 'में', 'दिखाई', 'दिए', 'दिया', 'द्वारा', 'विस्वास', 'निर्मित', 'और', 'चिलिज', 'एंटरटेनमेंट']"
5348024557503661_f632_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,थेबागबाजार मल्टीपर्पस आलीपुर मल्टीपर्पस ली से बहुत सा सारे अच्छे अच्छे बैंगॉली मीडियम और इंग्लिश मीडियम अंग्रेज मीडियम स्कूल सी है जैसे,"['थेबागबाजार', 'सा', 'अच्छे', 'इंग्लिश', 'मीडियम', 'ली', 'बैंगॉली', 'और', 'अंग्रेज', 'आलीपुर', 'से', 'सारे', 'जैसे', 'है', 'सी', 'बहुत', 'स्कूल', 'मल्टीपर्पस']"
5348024557503363_f458_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,अगर सारजन के लिए चाय बना रहे तो दो कब तानी डाल के उस्पानी में अँदरक वइलायछी डाल के उसे पहले उबाल देंगे और उसके बाद अँचीसाय पत्ते डाल के उसे उबा लेंगे,"['तो', 'कब', 'उसके', 'बना', 'उसे', 'अँचीसाय', 'चाय', 'लिए', 'पहले', 'उबाल', 'पत्ते', 'बाद', 'रहे', 'के', 'देंगे', 'उस्पानी', 'सारजन', 'में', 'लेंगे', 'दो', 'उबा', 'अँदरक', 'डाल', 'और', 'अगर', 'तानी', 'वइलायछी']"
5348024557503661_f632_chunk_11_subchunk_1_QC1_5_upsampling_simulation.wav,रही बात कोर्सेज या सब्जेक्ट्स की तो स्कूल में तो बच्चे ज्यादातर साहिन साइंस ही प्रेफर करते हैं,"['बात', 'की', 'करते', 'तो', 'सब्जेक्ट्स', 'कोर्सेज', 'बच्चे', 'साइंस', 'में', 'ही', 'या', 'प्रेफर', 'ज्यादातर', 'हैं', 'साहिन', 'स्कूल', 'रही']"
5348024557503275_f1554_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,देखें कि क्या यह यूपीआईआईडी नानर फाइ नाईनफो सिक्स ए सेवन एट दरेट वाईबियल सत्यापित है या नहीं,"['एट', 'नहीं', 'सेवन', 'सिक्स', 'देखें', 'नानर', 'वाईबियल', 'फाइ', 'या', 'है', 'नाईनफो', 'सत्यापित', 'यह', 'दरेट', 'ए', 'यूपीआईआईडी', 'कि', 'क्या']"
5348024557503242_f390_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,भूल रहे हैं ये कॉमन लोगों के लिए है गरीब से गरीब व्यक्ति को भी अगर इसे सेवा मिलती है ये सेवा है ये व्यापार नहीं है यह नहीं भूलना चाहिए हॉस्पिटल मैनेजमेंट मे और मेडिकल फीरने या नहीं भूलना चाहिए,"['या', 'है', 'सेवा', 'यह', 'लिए', 'व्यापार', 'ये', 'हॉस्पिटल', 'व्यक्ति', 'भी', 'हैं', 'चाहिए', 'को', 'रहे', 'के', 'फीरने', 'कॉमन', 'से', 'मिलती', 'मैनेजमेंट', 'लोगों', 'गरीब', 'नहीं', 'भूलना', 'और', 'मेडिकल', 'अगर', 'इसे', 'मे', 'भूल']"
5348024557503367_f364_chunk_7_subchunk_1_QC1_3_sample_rate_reduction.wav,तो बहुत सारा पयनटिंग किया है मैंने लेकिन उसे लेकर कहामभे भेजे कहसे भेजे,"['लेकर', 'तो', 'लेकिन', 'पयनटिंग', 'उसे', 'भेजे', 'कहामभे', 'है', 'कहसे', 'सारा', 'बहुत', 'मैंने', 'किया']"
5348024557503604_f750_chunk_18_subchunk_1_QC1_5_upsampling_simulation.wav,और उसको पीके उसको एक बर्तन में डालके उसने थोड़ा सा मैदा,"['डालके', 'सा', 'एक', 'और', 'पीके', 'उसने', 'में', 'थोड़ा', 'उसको', 'मैदा', 'बर्तन']"
5348024557503368_f568_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,अभी मुझे उसके बारे में इंटोलेक्चुअल प्रॉपर्टी एन कॉपी राइट के बारे में तो ज्यादा ंफर्मेशन मेरे पास नीं है,"['बारे', 'नीं', 'ज्यादा', 'उसके', 'कॉपी', 'तो', 'के', 'मुझे', 'इंटोलेक्चुअल', 'में', 'पास', 'अभी', 'प्रॉपर्टी', 'ंफर्मेशन', 'है', 'राइट', 'मेरे', 'एन']"
5348024557503404_f1153_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,ँच,['ँच']
5348024557503333_f2190_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,भक्ती हटवाल को तीन हजार रुपये ट्रांसफर करे और पूरे साल के लिए हर महीने इसका एक चौथाई हिस्सा स्वतह चुकाये,"['रुपये', 'लिए', 'करे', 'महीने', 'को', 'के', 'हिस्सा', 'पूरे', 'स्वतह', 'हटवाल', 'इसका', 'और', 'हर', 'एक', 'चुकाये', 'ट्रांसफर', 'चौथाई', 'भक्ती', 'तीन', 'हजार', 'साल']"
5348024557503594_f361_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,ो रहे हैं तो वही मेरे लिएक एक इंट्रेस्टिंग टॉपिक है और इंट्रेस्टिंग न्यूज़ है जहां मुझे एक के एक को छोड़कर दूसरे,"['दूसरे', 'तो', 'मुझे', 'है', 'जहां', 'वही', 'इंट्रेस्टिंग', 'छोड़कर', 'हैं', 'मेरे', 'न्यूज़', 'को', 'रहे', 'के', 'टॉपिक', 'लिएक', 'ो', 'एक', 'और']"
5348024557503300_f176_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,भारत एक विशाल देश है यहाँके विभिन्न क्षेत्रों की जलवायु के हिसाब से अलगअलग क्षेत्रों में अलगअलग किस्म की फसलें उगाी जाती हैइसके साथ ही अलगअलग क्षेत्रों में अलग तरह की,"['की', 'देश', 'हिसाब', 'है', 'अलग', 'विशाल', 'यहाँके', 'फसलें', 'विभिन्न', 'भारत', 'क्षेत्रों', 'के', 'से', 'में', 'उगाी', 'जाती', 'किस्म', 'तरह', 'हैइसके', 'एक', 'ही', 'जलवायु', 'साथ', 'अलगअलग']"
5348024557503484_f209_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,मुत्र है वो छिड़क के सब साफ करके रखना चाहिए ये सारी चीजें होती थी और बहुत ही अनहाइजनिक तरीके से उनको कपड़ा दिया जाता था पहने के लिए जोकिउस जमाने में,"['मुत्र', 'थी', 'होती', 'है', 'चीजें', 'लिए', 'साफ', 'ये', 'जोकिउस', 'जमाने', 'छिड़क', 'बहुत', 'चाहिए', 'अनहाइजनिक', 'तरीके', 'के', 'जाता', 'सब', 'था', 'वो', 'से', 'उनको', 'में', 'दिया', 'करके', 'और', 'पहने', 'ही', 'सारी', 'रखना', 'कपड़ा']"
5348024557503300_f176_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,सुविधाजनक बनाने के लिए काफी प्रयास किए गए हैं,"['गए', 'के', 'किए', 'सुविधाजनक', 'प्रयास', 'काफी', 'हैं', 'बनाने', 'लिए']"
5348024557503222_f2006_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या मैं हनुमानगढ़ जिले में अपने मौजूदा स्थान के नज़दीकी ईएसआईसी केंद्रों के बारे में जान सकती हूँ,"['बारे', 'केंद्रों', 'जान', 'अपने', 'के', 'स्थान', 'नज़दीकी', 'ईएसआईसी', 'में', 'जिले', 'मौजूदा', 'मैं', 'हूँ', 'हनुमानगढ़', 'क्या', 'सकती']"
5348024557503416_f607_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,ईक्विल बराबर के अधिकार भी है और अवसर भी हैं,"['ईक्विल', 'के', 'अवसर', 'और', 'है', 'अधिकार', 'भी', 'बराबर', 'हैं']"
5348024557503121_f672_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,पतनदेटक औ रिकोड कन्नूर का सरगॉड ट्रवैनडर,"['रिकोड', 'ट्रवैनडर', 'पतनदेटक', 'का', 'कन्नूर', 'सरगॉड', 'औ']"
5348024557503463_f1330_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,चालू,['चालू']
5348024557503534_f354_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,तो इसलिए हम मां हम जो सामान्य रूप से अकेमिकल वाला लिक्विड इस्तेमाल करते हैं उसे होने वाला मालिन्य गोबर से नहीं होता ये भी कहा जाता है अकि गोबर में,"['तो', 'इस्तेमाल', 'लिक्विड', 'उसे', 'है', 'होने', 'अकि', 'कहा', 'ये', 'रूप', 'मां', 'मालिन्य', 'हैं', 'भी', 'वाला', 'इसलिए', 'जाता', 'से', 'गोबर', 'जो', 'में', 'करते', 'हम', 'नहीं', 'होता', 'अकेमिकल', 'सामान्य']"
5348024557503750_f1167_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,बिल्ली,['बिल्ली']
5348024557503720_f605_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,ऑटोज आजकल तो ईरिकशाज भी आगे है जिनका किराया भी इतना ज्यादा नही है और सबको अफोर्ड कर सकते हैं पर जो ऑटोज यहां के ऑटोज हैं,"['आगे', 'तो', 'आजकल', 'सकते', 'है', 'ज्यादा', 'अफोर्ड', 'कर', 'ईरिकशाज', 'भी', 'हैं', 'किराया', 'के', 'जो', 'जिनका', 'नही', 'और', 'पर', 'यहां', 'ऑटोज', 'सबको', 'इतना']"
5348024557503403_f1308_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,छोड़ो,['छोड़ो']
5348024557503677_f1140_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मैं हलवाक्राफ्ट बदाम हलवा हटाना चाहता हूँ क्या आप इसे मेरी खरीदारी सूची से निकाल सकते हैं,"['बदाम', 'हटाना', 'निकाल', 'हलवाक्राफ्ट', 'सूची', 'आप', 'चाहता', 'सकते', 'इसे', 'से', 'मेरी', 'हलवा', 'हैं', 'मैं', 'हूँ', 'खरीदारी', 'क्या']"
5348024557503415_f29_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,न्यूयॉर्क,['न्यूयॉर्क']
5348024557503368_f568_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,लेकिन अ बहुत सारी शॉप है वहा पे ठांजूर पेंटिंग और केयरला म्यूरल पेंटिंग के कुछ डिजाइन्स के लिए कॉपी राइट का तो कुछ बन रहा है लेकिन मुझे उतना न्यान नहीं है उसने,"['तो', 'बन', 'लेकिन', 'मुझे', 'केयरला', 'है', 'रहा', 'पेंटिंग', 'डिजाइन्स', 'कुछ', 'लिए', 'कॉपी', 'उसने', 'बहुत', 'के', 'अ', 'का', 'वहा', 'ठांजूर', 'राइट', 'नहीं', 'शॉप', 'म्यूरल', 'न्यान', 'और', 'सारी', 'पे', 'उतना']"
5348024557503484_f209_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,न्यूट्रिस खाना पौष्टिक आहार जो है वो खाने के लिए नहीं मिलता था तो कई सारी ऐसी चीजें होती हैं,"['तो', 'होती', 'है', 'चीजें', 'लिए', 'ऐसी', 'कई', 'हैं', 'पौष्टिक', 'के', 'था', 'वो', 'जो', 'मिलता', 'खाने', 'न्यूट्रिस', 'नहीं', 'आहार', 'खाना', 'सारी']"
5348024557503697_f14_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मैंने पिछले महीने आपसे जींस ली थी और उस जींस की फिटिंग कलर सब इतना अच्छा था और मैंने वो जीन्स कम से कम दस बारी अभी तक पहनली होगी और उसे जितनी बारी भी धोया न उसका कोई मटीरियल खराब हुआ न उसका रंग उड़ा,"['की', 'उसका', 'उसे', 'थी', 'रंग', 'जीन्स', 'तक', 'उस', 'महीने', 'खराब', 'न', 'फिटिंग', 'उड़ा', 'अभी', 'कोई', 'कलर', 'भी', 'मैंने', 'बारी', 'पिछले', 'अच्छा', 'पहनली', 'मटीरियल', 'सब', 'ली', 'कम', 'था', 'वो', 'से', 'जींस', 'दस', 'होगी', 'जितनी', 'और', 'आपसे', 'हुआ', 'धोया', 'इतना']"
5348024557503543_f579_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,आये तो हुआ,"['आये', 'हुआ', 'तो']"
5348024557503594_f361_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,जगाव के दूसरे दृष्टिकों के मलब हालात जाने को मिला इसलिए अभी केलिए मेरे पास इंट्रेस्टिंग न्यूज और इवेंट वई है हमलोगों का वेस्ट बेंगॉल का ग्रामपंचायत इलेक्शन,"['दूसरे', 'मलब', 'पास', 'है', 'हमलोगों', 'केलिए', 'इंट्रेस्टिंग', 'जाने', 'अभी', 'मेरे', 'न्यूज', 'को', 'बेंगॉल', 'इसलिए', 'के', 'ग्रामपंचायत', 'का', 'वेस्ट', 'मिला', 'वई', 'इलेक्शन', 'इवेंट', 'हालात', 'जगाव', 'और', 'दृष्टिकों']"
5348024557503612_f1700_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,जिस ्थान पर उद्धान स्थित है वह एक समय पर हैदराबाद के शासकों निजाम के लिए एक निजी शिकार का मैदान था,"['उद्धान', 'मैदान', 'है', 'लिए', 'समय', 'हैदराबाद', 'वह', 'निजी', 'स्थित', 'जिस', 'के', '्थान', 'का', 'था', 'निजाम', 'शिकार', 'एक', 'पर', 'शासकों']"
5348024557503549_f580_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,अतिथि को किसी गेस्ट को खाना नहीं खिलाती तब तब वो खाती नहीं थी ै जब तक अतिथि का दो औरएक काऊ को ए गाय को खाना खिलाव उसके बाती वो खाना खाती थी आजकल हम ये परंपरा भी बहुत कम ही देख रहे हैं खासकरके शहरों में,"['काऊ', 'उसके', 'जब', 'आजकल', 'थी', 'बाती', 'तक', 'शहरों', 'किसी', 'गेस्ट', 'ये', 'खासकरके', 'ै', 'भी', 'हैं', 'बहुत', 'को', 'रहे', 'औरएक', 'अतिथि', 'कम', 'खिलाती', 'का', 'वो', 'में', 'खाती', 'दो', 'ए', 'हम', 'नहीं', 'परंपरा', 'खाना', 'गाय', 'देख', 'ही', 'तब', 'खिलाव']"
5348024557503242_f390_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,लेकिन मुझे आप,"['लेकिन', 'मुझे', 'आप']"
5348024557503625_f862_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,क्या आप यूएन नम्बर वाले मेरे पीपीएस खाते के सभी ईपीएफओ ावे ढूँढ सकते हैं,"['नम्बर', 'यूएन', 'मेरे', 'के', 'आप', 'ावे', 'सकते', 'सभी', 'ढूँढ', 'हैं', 'वाले', 'खाते', 'पीपीएस', 'क्या', 'ईपीएफओ']"
5348024557503242_f390_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,अजगह पर ऐसी य है कि वो कॉमनमैन अफॉर्ड नहीं कर सकते उसके बारे में हॉस्पिटल्स ने जरूर सोचना चाहिए कि हां वो प्रोफेशनल है उनके पास एक्सपर्टाइज है लेकिन वो,"['बारे', 'ने', 'उसके', 'लेकिन', 'सकते', 'पास', 'है', 'ऐसी', 'कर', 'जरूर', 'चाहिए', 'हां', 'उनके', 'वो', 'में', 'अजगह', 'नहीं', 'प्रोफेशनल', 'कॉमनमैन', 'हॉस्पिटल्स', 'य', 'पर', 'अफॉर्ड', 'एक्सपर्टाइज', 'कि', 'सोचना']"
5348024557503755_f216_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कुछ मैंने आगे का बात है मैंने फ्ेपकॉर्ट में एक झूते देखा था वो एयर कंपनी का जतथा वॉटकॉलर का ैने वो जो थे ऑरिजिनल तो नहीं था उसका प्राइज सिर्फ था फिर मैंने अपतने दिन बाद देखा था उसका प्राइज हो गया था,"['बात', 'दिन', 'जतथा', 'आगे', 'तो', 'उसका', 'ैने', 'है', 'प्राइज', 'कुछ', 'सिर्फ', 'बाद', 'झूते', 'देखा', 'थे', 'मैंने', 'फ्ेपकॉर्ट', 'वॉटकॉलर', 'का', 'था', 'वो', 'में', 'अपतने', 'जो', 'एयर', 'कंपनी', 'हो', 'ऑरिजिनल', 'नहीं', 'एक', 'गया', 'फिर']"
5348024557503635_f1206_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,दृश्य,['दृश्य']
5348024557503755_f216_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,मैंने व फिर अमकबानी का मैंने मन किया और फिर मैंने मेरा छोटे भाई के लिए एमक बाया हूँ शायद वो गरहने भी और डेलीवर हो जाएगा,"['लिए', 'मन', 'डेलीवर', 'शायद', 'व', 'गरहने', 'भी', 'मैंने', 'मेरा', 'के', 'का', 'वो', 'छोटे', 'अमकबानी', 'बाया', 'एमक', 'हो', 'हूँ', 'भाई', 'और', 'जाएगा', 'फिर', 'किया']"
5348024557503416_f607_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,पिछले दस सालों से,"['दस', 'पिछले', 'से', 'सालों']"
5348024557503367_f364_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,बहुत सारा ऐसा चाहिए हमारे लिए और मुझे तो यह लग रहा है बहुत सारे खलोन खरी के उसे ठ्वाई करने के बाद,"['तो', 'खलोन', 'मुझे', 'उसे', 'है', 'रहा', 'लग', 'यह', 'लिए', 'ऐसा', 'बाद', 'सारा', 'बहुत', 'चाहिए', 'के', 'हमारे', 'सारे', 'खरी', 'करने', 'और', 'ठ्वाई']"
5348024557503409_f30_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,मई,['मई']
5348024557503604_f750_chunk_26_subchunk_1_QC1_5_upsampling_simulation.wav,ये सारे जोनेपाली लोग है इन लोगों का ट्रेडिशनल फूड बोलेंगे तो ये,"['तो', 'ट्रेडिशनल', 'जोनेपाली', 'ये', 'का', 'सारे', 'फूड', 'है', 'बोलेंगे', 'इन', 'लोग', 'लोगों']"
5348024557503661_f632_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,अंग्रेजी मीडियम और बाँग्लामीडियम दोनों तरह के स्कूल से यहाँ पे है,"['दोनों', 'बाँग्लामीडियम', 'के', 'मीडियम', 'और', 'यहाँ', 'से', 'है', 'पे', 'स्कूल', 'अंग्रेजी', 'तरह']"
5348024557503182_f366_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,जर्मनी,['जर्मनी']
5348024557503248_f383_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,या वहां से खरीदती हूँ जंदल ही रस्ते पे जो मिलते हैो पायरे किल बुक्स रहते हैं वो नहीं करक्यों हमारे यहां जो रद्दी वाले हैं,"['रद्दी', 'बुक्स', 'रहते', 'किल', 'मिलते', 'या', 'खरीदती', 'वाले', 'जंदल', 'रस्ते', 'पायरे', 'हैो', 'हैं', 'वहां', 'करक्यों', 'हमारे', 'वो', 'से', 'जो', 'हूँ', 'नहीं', 'यहां', 'ही', 'पे']"
5348024557503441_f1583_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,ीवी पर क्या है,"['पर', 'ीवी', 'है', 'क्या']"
5348024557503195_f318_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,शान और,"['और', 'शान']"
