age_group,lang,job_type,gender,scenario,age-group,task_name,sp_id,native_language,fname,text,occupation,native_district,occupation_domain,verbatim,duration,qc1_applied,native_state,qual,job_category,normalized
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,9728600322006,Marathi,5348024557502908_f494_chunk_4_subchunk_1.wav,और यह उनकी राजधानी थी इसे उसकी विशेष वास्तुकला ऐतिहासिक महत्व,Project Associate,Raigad,Education and Research,और ये उनकी राजधानी थी [uhh] इसे उसकी विशेष वास्तुकला [noise] ऐतिहासिक महत्व,6.303,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,और यह उनकी राजधानी थी [uhh] इसे उसकी विशेष वास्तुकला [noise] ऐतिहासिक महत्व
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,9728600322006,Marathi,5348024557502908_f494_chunk_5_subchunk_1.wav,और स्थानीय सांस्कृतिक महत्त्व के लिए जाना जाता है दूसरा है जंजीरा किला,Project Associate,Raigad,Education and Research,और स्थानीय सांस्कृतिक महत्त्व के लिए [uhh] [noise] जाना जाता है [uhh] दूसरा है जमजीरा किला,7.551,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,और स्थानीय सांस्कृतिक महत्त्व के लिए [uhh] [noise] जाना जाता है [uhh] दूसरा है जंजीरा किला
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,9728600322006,Marathi,5348024557502908_f494_chunk_6_subchunk_1.wav,जो रायगढ़ ज़िले में स्थित एक समुद्री किला है और प्रसिद्ध,Project Associate,Raigad,Education and Research,जो रायगढ़ ज़िले में स्थित एक समुद्री [uhh] किला है और प्रसिद्ध,5.535,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,जो रायगढ़ ज़िले में स्थित एक समुद्री [uhh] किला है और प्रसिद्ध
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,9728600322006,Marathi,5348024557502908_f494_chunk_7_subchunk_1.wav,इस किले का निर्माण आदिल शाही राजवंश के शासकों ने किया था इसका इसकी विशेषता उसकी समुद्री स्थिति किले में की गई रचना,Project Associate,Raigad,Education and Research,इस किले का निर्माण आदिल शाही राजवंश के शासकों ने किया था [uhh] इसका इसकी विशेषता उसकी समुद्री स्थिति [uhh] किले में की गई रचना,11.295,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,इस किले का निर्माण आदिल शाही राजवंश के शासकों ने किया था [uhh] इसका इसकी विशेषता उसकी समुद्री स्थिति [uhh] किले में की गई रचना
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,9728600322006,Marathi,5348024557502908_f494_chunk_8_subchunk_1.wav,और प्राकृतिक सौंदर्य में है अगला है पलोसी एपा पालेसी गणपती मंदिर जो की एक प्रमुख धार्मिक स्थल है,Project Associate,Raigad,Education and Research,[uh-huh] और प्राकृतिक सौंदर्य में है [uhh] अगला है [uhh] पलोसी एपा पालेसी गणपती मंदिर जो की एक प्रमुख धार्मिक स्थल है,11.102,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,[uh-huh] और प्राकृतिक सौंदर्य में है [uhh] अगला है [uhh] पलोसी एपा पालेसी गणपती मंदिर जो की एक प्रमुख धार्मिक स्थल है
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,9728600322006,Marathi,5348024557502908_f494_chunk_9_subchunk_1.wav,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला,Project Associate,Raigad,Education and Research,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला,6.687,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_0_subchunk_1.wav,मेरे पहले संग्रहित किये गए स्टैम्प एक छोटी सी संगठनी,Project Associate,Raigad,Education and Research,मेरे पहले संग्रहित किये गए स्टैम्प एक छोटी सी संगठनी,4.863,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,मेरे पहले संग्रहित किये गए स्टैम्प [Stamp] एक छोटी सी संगठनी
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_10_subchunk_1.wav,मेरी प्राकृतिक जगत के प्रति अविलिचित प्रेम को याद दिलाता है,Project Associate,Raigad,Education and Research,मेरी प्राकृतिक जगत के प्रति [uhh] अविलिचित प्रेम को याद दिलाता है,4.99,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,मेरी प्राकृतिक जगत के प्रति [uhh] अविलिचित प्रेम को याद दिलाता है
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_11_subchunk_1.wav,उनकी मूर्तिमता और अद्भुत रंगों ने मुझे धातुओं की विविधता और,Project Associate,Raigad,Education and Research,उनकी मूर्तिमता और अद्भुत रंगों ने मुझे धातुओं की विविधता और,5.571,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,उनकी मूर्तिमता और अद्भुत रंगों ने मुझे धातुओं की विविधता और
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_12_subchunk_1.wav,पृथ्वी के विभिन्न विभिन्न पहलुओं पलों का महत्त्व समझने में मदद की है,Project Associate,Raigad,Education and Research,पृथ्वी के विभिन्न विभिन्न पहलुओं पलों का महत्त्व समझने में मदद की है,5.343,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,पृथ्वी के विभिन्न विभिन्न पहलुओं पलों का महत्त्व समझने में मदद की है
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_13_subchunk_1.wav,आज भी यह पहले संग्रहित तत्व मेरे लिए अपूर्णीय मूल्य रखते हैं वे मेरे जीवन के एक महत्त्वपूर्ण किनारों की याद दिलाते हैं और मुझे,Project Associate,Raigad,Education and Research,आज भी यह पहले संग्रहित तत्व मेरे लिए अपूर्णीय मूल्य रखते हैं वे मेरे जीवन के एक महत्त्वपूर्ण किनारों की याद दिलाते हैं और मुझे,12.447,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,आज भी यह पहले संग्रहित तत्व मेरे लिए अपूर्णीय मूल्य रखते हैं वे मेरे जीवन के एक महत्त्वपूर्ण किनारों की याद दिलाते हैं और मुझे
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_14_subchunk_1.wav,मेरी पुरानी पसंदीदा चीडो चीज़ों और रुचियों को आबाद करने का अहसास दिलाता है,Project Associate,Raigad,Education and Research,मेरी पुरानी पसं दीदा चीडो [uhh] चीज़ों और रुचियों को आबाद करने का अहसास दिलाता है,7.506,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,मेरी पुरानी पसंदीदा चीडो [uhh] चीज़ों और रुचियों को आबाद करने का अहसास दिलाता है
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_1_subchunk_1.wav,पद्धति वाली प्रोफाइल बनाने वाले देशों के स्टैम्प थे उन्हें इकट्ठा करते स करने के समय मुझे काफ़ी गर्व महसूस हो रहा था,Project Associate,Raigad,Education and Research,पद्धति वाली प्रोफाइल बनाने वाले देशों के स्टैम्प थे  [uhh] उन्हें इकट्ठा करते स करने के समय मुझे काफ़ी गर्व महसूस हो रहा था,10.239,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,पद्धति वाली प्रोफाइल [Profile] बनाने वाले देशों के स्टैम्प [Stamp] थे [uhh] उन्हें इकट्ठा करते स करने के समय मुझे काफ़ी गर्व महसूस हो रहा था
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_2_subchunk_1.wav,क्योंकि वे मेरे लिए पहली बार किसी ऐसी कला रचना को अनुभव करने का मौका था आज यह संग्रह मेरे लिए एक,Project Associate,Raigad,Education and Research,क्योंकि वे मेरे लिए पहली बार किसी ऐसी कला रचना को अनुभव [clanking] करने का मौका था आज यह संग्रह मेरे लिए एक,9.567,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,क्योंकि वे मेरे लिए पहली बार किसी ऐसी कला रचना को अनुभव [clanking] करने का मौका था आज यह संग्रह मेरे लिए एक
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_3_subchunk_1.wav,स्मारक की तरह बना हुआ है जो मुझे मेरी संगठनात्मक शक्ति और संग्रह करने की आदत की याद दिलाता है,Project Associate,Raigad,Education and Research,स्मारक की तरह बना हुआ है जो मुझे मेरी [uhh] संगठनात्मक शक्ति और संग्रह करने की आदत की याद दिलाता है,9.855,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,स्मारक की तरह बना हुआ है जो मुझे मेरी [uhh] संगठनात्मक शक्ति और संग्रह करने की आदत की याद दिलाता है
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_4_subchunk_1.wav,मेरे पहले संग्रहित किये गए सिक्के विदेशी मुद्राओं,Project Associate,Raigad,Education and Research,मेरे पहले संग्रहित किये गए सिक्के विदेशी मुद्राओं,4.891,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,मेरे पहले संग्रहित किये गए सिक्के विदेशी मुद्राओं
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_5_subchunk_1.wav,में से एक एक है जो मैंने एक यात्रा के दौरान प्राप्त किये थे,Project Associate,Raigad,Education and Research,में से एक [clanking] एक है जो मैंने एक यात्रा के दौरान प्राप्त किये थे,4.863,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,में से एक [clanking] एक है जो मैंने एक यात्रा के दौरान प्राप्त किये थे
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_6_subchunk_1.wav,वे मेरे लिए एक यात्रा का प्रतीक हैं और मेरे द्वारा अनुभव की गई सांस्कृतिक विविधताओं को याद दिलाते हैं,Project Associate,Raigad,Education and Research,वे मेरे लिए एक यात्रा का प्रतीक हैं और मेरे द्वारा अनुभव की गई सांस्कृतिक विविधताओं को याद दिलाते हैं,8.031,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,वे मेरे लिए एक यात्रा का प्रतीक हैं और मेरे द्वारा अनुभव की गई सांस्कृतिक विविधताओं को याद दिलाते हैं
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_7_subchunk_1.wav,वे मुझे यात्रा के यात्रा से जुड़े सुन्दर यादों को उजागर करते हैं और मेरी दुनिया के प्रति दृष्टिकोण को विस्तृत करते हैं,Project Associate,Raigad,Education and Research,वे मुझे यात्रा के यात्रा से जुड़े सुन्दर यादों को उजागर करते हैं और मेरी दुनिया के प्रति दृष्टिकोण को [uhh] विस्तुत करते हैं,11.295,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,वे मुझे यात्रा के यात्रा से जुड़े सुन्दर यादों को उजागर करते हैं और मेरी दुनिया के प्रति दृष्टिकोण को [uhh] विस्तृत करते हैं
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_8_subchunk_1.wav,पहले संग्रहित पत्थर मेरे द्वारा एक पहाड़ी पर ढूंढे गए थे या एक पहाड़ी पर मुझे मिले थे,Project Associate,Raigad,Education and Research,पहले संग्रहित पत्थर मेरे द्वारा एक पहाड़ी पर [uhh] ढूंढे गए थे या एक पहाड़ी पे मुझे मिले थे,8.127,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,पहले संग्रहित पत्थर मेरे द्वारा एक पहाड़ी पर [uhh] ढूंढे गए थे या एक पहाड़ी पर मुझे मिले थे
30-45,hi,White Collar,Male,Extempore,30-45,Leisure activities,9728600322006,Marathi,5348024557502910_f242_chunk_9_subchunk_1.wav,वे मेरे लिए प्राकृतिक सौन्दर्य की प्रतीक के रूप में है और,Project Associate,Raigad,Education and Research,वे मेरे लिए प्राकृतिक सौन्दर्य की [uhh] प्रतीक के रूप में है और,5.535,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,वे मेरे लिए प्राकृतिक सौन्दर्य की [uhh] प्रतीक के रूप में है और
30-45,hi,White Collar,Male,Read,30-45,Wikipedia Sentences,7774000373833,Gujarati,5348024557502913_f1625_chunk_0_subchunk_1.wav,आश्रम में विभिन्न मंदिर भी है और ध्यान और आध्यात्मिक राहत के लिए एक बहुत अच्छी जगह है,Assistant Professor,Sabarkantha,Education and Research,आश्रम में विभिन्न मंदिर भी है और ध्यान और आध्यात्मिक राहत के लिए एक बहुत अच्छी जगह है,5.973,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,आश्रम में विभिन्न मंदिर भी है और ध्यान और आध्यात्मिक राहत के लिए एक बहुत अच्छी जगह है
30-45,hi,White Collar,Male,Read,30-45,Wikipedia Sentences,7774000373833,Gujarati,5348024557502916_f1331_chunk_0_subchunk_1.wav,स्तन कैंसर का वर्गीकरण अलग मानदंडों के अनुसार विभिन्न जातियों के स्तन कैंसर को विभाजित करता है और अलग उद्देश्य की पूर्ति करता है,Assistant Professor,Sabarkantha,Education and Research,स्तन कैंसर का वर्गीकरण अलग मानदंडों के अनुसार विभिन्न जातियों के स्तन कैंसर को विभाजित करता है और अलग उद्देश्य की पूर्ति करता है,10.727,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,स्तन कैंसर [Cancer] का वर्गीकरण अलग मानदंडों के अनुसार विभिन्न जातियों के स्तन कैंसर [Cancer] को विभाजित करता है और अलग उद्देश्य की पूर्ति करता है
30-45,hi,White Collar,Male,Read,30-45,Everyday tasks,7774000373833,Gujarati,5348024557502918_f1158_chunk_0_subchunk_1.wav,क्या मैं जान सकता हूँ अभी इस समय क्या हो रहा है,Assistant Professor,Sabarkantha,Education and Research,क्या मैं जान सकता हूँ अभी इस समय क्या हो रहा है,3.33,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,क्या मैं जान सकता हूँ अभी इस समय क्या हो रहा है
30-45,hi,White Collar,Male,Read,30-45,Everyday tasks,7774000373833,Gujarati,5348024557502920_f1338_chunk_0_subchunk_1.wav,मेरी किराना सूची पढ़ो,Assistant Professor,Sabarkantha,Education and Research,मेरी किराना सूची पढ़ो,2.611,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,मेरी किराना सूची पढ़ो
30-45,hi,White Collar,Male,Read,30-45,Online grocery shopping,7774000373833,Gujarati,5348024557502922_f792_chunk_0_subchunk_1.wav,मेरी वस्तुओं की सूची से दादीस आटा गोंद लड्डू हटाएँ,Assistant Professor,Sabarkantha,Education and Research,मेरी वस्तुओं की सूची से [throat_clearing] दादीस आटा गोंद लड्डू हटाएँ,6.495,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,मेरी वस्तुओं की सूची से [throat_clearing] दादीस [Dadi's] आटा गोंद लड्डू हटाएँ
30-45,hi,White Collar,Male,Read,30-45,Online grocery shopping,7774000373833,Gujarati,5348024557502923_f1557_chunk_0_subchunk_1.wav,मेरी भुगतान स्थिथि सफल दिखती है हालाँकि बाम्बूचा आम टर्मेरिक कोम्बुचा,Assistant Professor,Sabarkantha,Education and Research,मेरी भुगतान स्थिथि सफल दिखती है हालाकि बाम्बूचा आम टर्मेरिक कम्बूचा,8.703,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,मेरी भुगतान स्थिथि सफल दिखती है हालाँकि बाम्बूचा आम टर्मेरिक [Turmeric] कोम्बुचा
30-45,hi,White Collar,Male,Read,30-45,Online grocery shopping,7774000373833,Gujarati,5348024557502923_f1557_chunk_1_subchunk_1.wav,टाटा कॉफ़ी ग्रैंड फ़िल्टर कॉफ़ी और फार्म मेड कोकोनट कैंडी वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है,Assistant Professor,Sabarkantha,Education and Research,टाटा कॉफ़ी ग्रैंड फ़िल्टर कॉफ़ी और फार्म मेड कोकोनट कैंडी वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है,12.07,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,टाटा कॉफ़ी [Coffee] ग्रैंड [Grand] फ़िल्टर [Filter] कॉफ़ी [Coffee] और फार्म [Farm] मेड [Made] कोकोनट [Coconut] कैंडी [Candy] वाले मेरे ऑर्डर [Order] की अभी पुष्टि नहीं हुई है
30-45,hi,White Collar,Male,Read,30-45,Digital payment services,7774000373833,Gujarati,5348024557502927_f1334_chunk_0_subchunk_1.wav,पिछले चौबीस घंटे के लिए मेरा लेन देन इतिहास खोलें और सम्पर्क रौशनी डिडारिया को म्यूट करें,Assistant Professor,Sabarkantha,Education and Research,पिछले चौबीस घंटे के लिए मेरा लेन देन इतिहास खोलें और सम्पर्क रौशनी डिडारिया को म्यूट करें,9.086,QC1_1_format_conversion,Gujarat,Post Grad + PhD,Part Time,पिछले चौबीस घंटे के लिए मेरा लेन-देन इतिहास खोलें और सम्पर्क रौशनी डिडारिया को म्यूट [Mute] करें
30-45,hi,White Collar,Male,Read,30-45,Digital payment services,7774000373833,Gujarati,5348024557502928_f793_chunk_0_subchunk_1.wav,मुझे कुश मावड़ा से लेन देन का इतिहास बताएँ,Assistant Professor,Sabarkantha,Education and Research,मुझे कुश मावड़ा से लेन देन का इतिहास बताएँ,4.195,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,मुझे कुश मावड़ा से लेन-देन का इतिहास बताएँ
30-45,hi,White Collar,Male,Read,30-45,Online government services,7774000373833,Gujarati,5348024557502930_f1657_chunk_0_subchunk_1.wav,क्या आप फ़ोन नम्बर छः दो पाँच चार पाँच तीन शून्य पाँच एक एक आठ के लिए एन एस पी के सभी एन एस पी पर सबमिट किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं,Assistant Professor,Sabarkantha,Education and Research,क्या आप फ़ोन नम्बर छह दो पाँच चार पाँच तीन शून्य पाँच एक एक आठ के लिए एनएसपी के सभी एनएसपी पर सबमिट किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं,15.666,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,क्या आप फ़ोन [Phone] नम्बर [Number] छः दो पाँच चार पाँच तीन शून्य पाँच एक एक आठ के लिए एन [N] एस [S] पी [P] के सभी एन [N] एस [S] पी [P] पर सबमिट [Submit] किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं
30-45,hi,White Collar,Male,Read,30-45,Online government services,7774000373833,Gujarati,5348024557502932_f1335_chunk_0_subchunk_1.wav,मुझे यू ए एन नम्बर आठ छः सात पाँच चार चार छह सात आठ पाँच पाँच चार के साथ अपने भविष्य निधि खाते के लिए अपना ई पी एफ़ ओ पासबुक बैलेंस चेक चेक करना है,Assistant Professor,Sabarkantha,Education and Research,मुझे यूएएन नम्बर आठ छे सात पाँच चार चार छह सात आठ पाँच पाँच चार के साथ अपने भविष्य निधि खाते के लिए अपना ईपीएफओ पासबुक बैलेंस चेक चेक करना है,11.541,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,मुझे यू [U] ए [A] एन [N] नम्बर [Number] आठ छः सात पाँच चार चार छह सात आठ पाँच पाँच चार के साथ अपने भविष्य निधि खाते के लिए अपना ई [E] पी [P] एफ़ [F] ओ [O] पासबुक [Passbook] बैलेंस [Balance] चेक [Check] चेक [Check] करना है
30-45,hi,White Collar,Male,Read,30-45,Keywords,7774000373833,Gujarati,5348024557502934_f1336_chunk_0_subchunk_1.wav,पालन,Assistant Professor,Sabarkantha,Education and Research,पालन,0.552,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,पालन
30-45,hi,White Collar,Male,Read,30-45,Keywords,7774000373833,Gujarati,5348024557502941_f1337_chunk_0_subchunk_1.wav,एक,Assistant Professor,Sabarkantha,Education and Research,एक,0.479,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,एक
30-45,hi,White Collar,Male,Extempore,30-45,Task of Fives,7774000373833,Gujarati,5348024557502945_f431_chunk_0_subchunk_1.wav,एक मार्च तेईस मार्च एक जून दस सितम्बर,Assistant Professor,Sabarkantha,Education and Research,एक मार्च तेईस मार्च एक जून दस सितम्बर,4.671,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,एक मार्च [March] तेईस मार्च [March] एक जून [June] दस सितम्बर [September]
30-45,hi,White Collar,Male,Extempore,30-45,Task of Fives,7774000373833,Gujarati,5348024557502945_f431_chunk_1_subchunk_1.wav,पाँच अक्टूबर,Assistant Professor,Sabarkantha,Education and Research,पाँच अक्टूबर,2.223,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,पाँच अक्टूबर [October]
30-45,hi,White Collar,Male,Extempore,30-45,Task of Fives,7774000373833,Gujarati,5348024557502947_f38_chunk_0_subchunk_1.wav,साबरकांठा,Assistant Professor,Sabarkantha,Education and Research,साबरकांठा,1.493,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,साबरकांठा
30-45,hi,White Collar,Male,Extempore,30-45,Task of Fives,7774000373833,Gujarati,5348024557502947_f38_chunk_1_subchunk_1.wav,अरवल्ली जूनागढ़ द्वारका सूरत,Assistant Professor,Sabarkantha,Education and Research,अरवल्ली जूनागढ़ द्वारका सूरत,5.226,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,अरवल्ली जूनागढ़ द्वारका सूरत
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,7774000373833,Gujarati,5348024557502952_f485_chunk_0_subchunk_1.wav,पहले के स्मार्टफ़ोन के फीचर्स उतने अच्छे नहीं थे आज उसी प्राइस के मोबाइल बहुत ही मॉडर्न फ़ीचर्स के साथ आते हैं,Assistant Professor,Sabarkantha,Education and Research,पहले के स्मार्टफ़ोन के फीचर्स उतने अच्छे नहीं थे आज उसी प्राइस के मोबाइल बहुत ही मॉडर्न फ़ीचर्स के साथ आते हैं,9.182,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,पहले के स्मार्टफ़ोन [Smartphone] के फीचर्स [Features] उतने अच्छे नहीं थे आज उसी प्राइस [Price] के मोबाइल [Mobile] बहुत ही मॉडर्न [Modern] फ़ीचर्स [Features] के साथ आते हैं
30-45,hi,White Collar,Male,Extempore,30-45,Icebreakers,7774000373833,Gujarati,5348024557502952_f485_chunk_1_subchunk_1.wav,अभी नेटवर्क कनेक्शन का इशू पहले के मुकाबले बहुत ही अच्छा है अब अब पहले जितनी दिक्कतें नहीं होतीं अभी मैं जियो सिम कार्ड यूज़ कर रहा हूँ और महीने के साढ़े तीन सौ से चार सौ रुपये खर्च होते हैं,Assistant Professor,Sabarkantha,Education and Research,अभी नेटवर्क कनेक्शन का इशू पहले के मुकाबले बहुत ही अच्छा है अब अब पहले जितनी दिक्कतें नहीं होतीं अभी मैं जियो सिम कार्ड यूज़ कर रहा हूँ और महीने के साढ़े तीन सौ से चार सौ रुपये खर्च होते हैं,16.231,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,अभी नेटवर्क [Network] कनेक्शन [Connection] का इशू [Issue] पहले के मुकाबले बहुत ही अच्छा है अब अब पहले जितनी दिक्कतें नहीं होतीं अभी मैं जियो [Jio] सिम [SIM] कार्ड [Card] यूज़ [Use] कर रहा हूँ और महीने के साढ़े तीन सौ से चार सौ रुपये खर्च होते हैं
30-45,hi,White Collar,Male,Extempore,30-45,Science and Technology,7774000373833,Gujarati,5348024557502963_f429_chunk_0_subchunk_1.wav,टेलीकम्युनिकेशन सिस्टम में बहुत ही विज़िबल चेंजेस आ गए हैं अब अब जो गाँव गाँव में मोबाइल के टॉवर्स दिखाई देते हैं और अब जो कनेक्टिविटी है वह हर जगह पहुँच गई है आज बहुत ही रिमोट एरियाज़ में भी इन्टरनेट कनेक्टिविटी उसकी वजह से कभी,Assistant Professor,Sabarkantha,Education and Research,टेलीकम्युनिकेशन सिस्टम में बहुत ही [uh-huh] विज़िबल चेंजेस आ गए हैं अब अब जो [uhh] गाँव गाँव में मोबाइल के टॉवर्स दिखाई देते हैं और अब जो कनेक्टिविटी है वो हर जगह पहुँच गई है आज बहुत ही रिमोट एरियाज़ में भी इन्टरनेट कनेक्टिविटी उसकी वजह से कभी,21.152,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,टेलीकम्युनिकेशन [Telecommunication] सिस्टम [System] में बहुत ही [uh-huh] विज़िबल [Visible] चेंजेस [Changes] आ गए हैं अब अब जो [uhh] गाँव-गाँव में मोबाइल [Mobile] के टॉवर्स [Towers] दिखाई देते हैं और अब जो कनेक्टिविटी [Connectivity] है वह हर जगह पहुँच गई है आज बहुत ही रिमोट [Remote] एरियाज़ [Areas] में भी इन्टरनेट [Internet] कनेक्टिविटी [Connectivity] उसकी वजह से कभी
30-45,hi,White Collar,Male,Extempore,30-45,Science and Technology,7774000373833,Gujarati,5348024557502963_f429_chunk_1_subchunk_1.wav,काफ़ी इम्प्रूव हुई,Assistant Professor,Sabarkantha,Education and Research,काफ़ी इम्प्रूव हुई,1.645,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,काफ़ी इम्प्रूव [Improve] हुई
30-45,hi,White Collar,Male,Extempore,30-45,Science and Technology,7774000373833,Gujarati,5348024557502964_f428_chunk_0_subchunk_1.wav,डे टूु डे बेसिस बेसिस पर तो मैं वॉट्सऐप और टेलीग्राम जैसे मेसेजिंग एप्प्स का यूज़ करता हूँ वाट्सऐप,Assistant Professor,Sabarkantha,Education and Research,डे टूु डे बेसिस बेसिस पे तो मैं वॉट्सऐप और टेलीग्राम जैसे मेसेजिंग एप्प्स का यूज़ करता हूँ वाट्सऐप,8.798,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,डे [Day] टूु [To] डे [Day] बेसिस [Basis] बेसिस [Basis] पर तो मैं वॉट्सऐप [WhatsApp] और टेलीग्राम [Telegram] जैसे मेसेजिंग [Messaging] एप्प्स [Apps] का यूज़ [Use] करता हूँ वाट्सऐप [WhatsApp]
30-45,hi,White Collar,Male,Extempore,30-45,Science and Technology,7774000373833,Gujarati,5348024557502964_f428_chunk_1_subchunk_1.wav,कि मीडियम से मैं अपनी कॉलेज के स्टूडेंट्स के साथ आसानी से कम्युनिकेट कर सकता हूँ और उन्हें स्टडी मैटेरियल्स भेज सकता हूँ तो इस तरह से काफी फैसिलिटेट हुई है मेरी लाइफ,Assistant Professor,Sabarkantha,Education and Research,कि मीडियम से मैं [inhaling] अपनी कॉलेज के स्टूडेंट्स के साथ आसानी से कम्युनिकेट कर सकता हूँ और उन्हें स्टडी मैटेरियल्स भेज सकता हूँ तो इस तरह से [uhh] काफी फैसिलिटेट [inhaling] हुई है मेरी लाइफ,12.877,QC1_2_corrupt_simulation,Gujarat,Post Grad + PhD,Part Time,कि मीडियम [Medium] से मैं [inhaling] अपनी कॉलेज [College] के स्टूडेंट्स [Students] के साथ आसानी से कम्युनिकेट [Communicate] कर सकता हूँ और उन्हें स्टडी [Study] मैटेरियल्स [Materials] भेज सकता हूँ तो इस तरह से [uhh] काफी फैसिलिटेट [Facilitate] [inhaling] हुई है मेरी लाइफ [Life]
