Filename,Indiconformer_Hypothesis,vocab_list
5348024557503192_f254_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,की मिरिक्स भी आसान समझने के लिए,"['समझने', 'के', 'लिए', 'आसान', 'भी', 'मिरिक्स', 'की']"
5348024557503660_f269_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,अपने ही बेटे को अपने पीठ पे बाँध के,"['ही', 'के', 'पीठ', 'को', 'अपने', 'पे', 'बाँध', 'बेटे']"
5348024557502910_f242_chunk_5_subchunk_1_QC1_1_format_conversion.mp3,में से एक एक है जो मैंने एक यात्रा के दौरान प्राप्त किए थे,"['थे', 'के', 'मैंने', 'यात्रा', 'दौरान', 'जो', 'एक', 'किए', 'से', 'में', 'प्राप्त', 'है']"
5348024557503223_f2011_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,पालन,['पालन']
5348024557503656_f273_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,चारल्ज डिकेंस के डेविड कॉपरफील्ड और ऑलीवरटवेस्ट दोनों ही किताबों ने मुझसे बहुत इमोशनल कर दिया था पहला किताब डेविड कॉपरफील्ड वो भी एक बच्चा डेविड जो,"['ऑलीवरटवेस्ट', 'के', 'दिया', 'एक', 'जो', 'मुझसे', 'था', 'वो', 'पहला', 'कॉपरफील्ड', 'दोनों', 'इमोशनल', 'डिकेंस', 'ने', 'किताब', 'डेविड', 'बच्चा', 'कर', 'बहुत', 'ही', 'चारल्ज', 'भी', 'किताबों', 'और']"
5348024557502853_f60_chunk_0_subchunk_1_QC1_1_format_conversion.wav,हमारा डिस्टिक् से इतना अच्छा पल नहीं लेकिन असम में बहुत अच्छा पिया है,"['हमारा', 'इतना', 'लेकिन', 'बहुत', 'पिया', 'डिस्टिक्', 'पल', 'असम', 'से', 'में', 'अच्छा', 'नहीं', 'है']"
5348024557503564_f2215_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मेरे बैंक ऑफ बरोडा बैंक खाते में कितने पैसे हैं,"['कितने', 'पैसे', 'ऑफ', 'हैं', 'खाते', 'बरोडा', 'में', 'बैंक', 'मेरे']"
5348024557502908_f494_chunk_4_subchunk_1_QC1_1_format_conversion.mp3,और ये उनकी राजधानी थी इसे उसकी विशेष वास्तुकला ऐतिहासिक महत्व,"['राजधानी', 'उनकी', 'विशेष', 'इसे', 'थी', 'ये', 'वास्तुकला', 'महत्व', 'उसकी', 'ऐतिहासिक', 'और']"
5348024557503543_f579_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,क्लास रूम्स अऔरविद्युत उपकरण यह सब कुछ मिलता है जो कि बहुत सी गांवों के शालाओं में वो उपलब्ध नहीं है,"['के', 'जो', 'कि', 'वो', 'बहुत', 'यह', 'मिलता', 'शालाओं', 'अऔरविद्युत', 'में', 'कुछ', 'नहीं', 'है', 'सब', 'गांवों', 'सी', 'उपकरण', 'उपलब्ध', 'क्लास', 'रूम्स']"
5348024557502773_f399_chunk_3_subchunk_1_QC1_1_format_conversion.wav,यवतमार,['यवतमार']
5348024557502778_f403_chunk_20_subchunk_1_QC1_1_format_conversion.mp3,लोग जो है अ हमेशा अट्रेडिशनल कपड़ों,"['कपड़ों', 'जो', 'अट्रेडिशनल', 'हमेशा', 'अ', 'है', 'लोग']"
5348024557502778_f403_chunk_2_subchunk_1_QC1_1_format_conversion.wav,जो ड्रेस पहने का तरीका था वो अभी से काफी अलग था बल्कि इतना असमय उस चीज को हुआ नहीं है,"['तरीका', 'उस', 'जो', 'था', 'बल्कि', 'वो', 'से', 'ड्रेस', 'काफी', 'अभी', 'पहने', 'अलग', 'का', 'को', 'हुआ', 'चीज', 'नहीं', 'है', 'इतना', 'असमय']"
5348024557503604_f750_chunk_16_subchunk_1_QC1_5_upsampling_simulation.wav,चावल को भिगों के,"['भिगों', 'के', 'चावल', 'को']"
5348024557503363_f458_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,उगालने के बाद उसने थोड़ा सा चीनी डाल के उसे निक्स करने के बाद,"['के', 'चीनी', 'बाद', 'उसे', 'उगालने', 'सा', 'डाल', 'उसने', 'करने', 'निक्स', 'थोड़ा']"
5348024557502833_f614_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,असम मेघालय मणिपुर ट्रिपुरा,"['मणिपुर', 'ट्रिपुरा', 'मेघालय', 'असम']"
5348024557503156_f1084_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,कुछ कतनरी के सुझाव दे,"['के', 'कतनरी', 'दे', 'सुझाव', 'कुछ']"
5348024557502883_f1516_chunk_0_subchunk_1_QC1_1_format_conversion.wav,अ्ना,['अ्ना']
5348024557503499_f1546_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,एक बार हम खाने का ऑर्डर देते हैं तो हमें खाना डिलीवर होने में बिल्कुल कितनी देर लगती है,"['होने', 'खाने', 'देते', 'एक', 'ऑर्डर', 'हमें', 'डिलीवर', 'लगती', 'देर', 'का', 'बिल्कुल', 'तो', 'हैं', 'में', 'खाना', 'कितनी', 'है', 'हम', 'बार']"
5348024557502867_f850_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,नौहजार रुपये मेरे डिफॉल्ट एम स्वॉइप खाते से मेरे अन्य लिंक किये गये खाते में ट्रांसफर करें,"['किये', 'करें', 'डिफॉल्ट', 'रुपये', 'खाते', 'ट्रांसफर', 'नौहजार', 'गये', 'से', 'में', 'लिंक', 'अन्य', 'मेरे', 'एम', 'स्वॉइप']"
5348024557503487_f35_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,वहां कर वहां के जो भी स्थानीय चैरिटी ऑर्गेनाइजेशन्स हैं जैसे कि मैत्री छाहारी और,"['चैरिटी', 'ऑर्गेनाइजेशन्स', 'के', 'जो', 'हैं', 'भी', 'कि', 'छाहारी', 'जैसे', 'और', 'कर', 'वहां', 'स्थानीय', 'मैत्री']"
5348024557502847_f615_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मुझे कबरिकल बहुत अच्छा लगता है बसपन से में जो स्कूल में पता ह और दोस्तों को साथ भी सपने कबरीकेल खेलता है,"['जो', 'लगता', 'बसपन', 'से', 'सपने', 'कबरिकल', 'बहुत', 'कबरीकेल', 'खेलता', 'को', 'में', 'ह', 'है', 'स्कूल', 'मुझे', 'दोस्तों', 'भी', 'अच्छा', 'साथ', 'और', 'पता']"
5348024557502778_f403_chunk_27_subchunk_1_QC1_1_format_conversion.wav,और मैं चाहती हूं कि जो भारत के कारीगर है उनको भी बढ़ावा मिलना चाहिए इन सारी चीजों में और उसे बिजनेस भी अच्छा होगा और इंडिया का फैशन हर जगह पॉपुलर होना चाहिए,"['के', 'जो', 'भारत', 'बढ़ावा', 'कि', 'होगा', 'पॉपुलर', 'अच्छा', 'हर', 'फैशन', 'चीजों', 'जगह', 'कारीगर', 'का', 'चाहती', 'होना', 'इंडिया', 'इन', 'में', 'मिलना', 'है', 'उनको', 'चाहिए', 'उसे', 'हूं', 'भी', 'सारी', 'मैं', 'और', 'बिजनेस']"
5348024557502907_f252_chunk_9_subchunk_1_QC1_1_format_conversion.mp3,साथ ही जिले के सामाजिक विकास में मद करते हैं शिक्षा के ये,"['ही', 'के', 'जिले', 'हैं', 'ये', 'करते', 'सामाजिक', 'मद', 'शिक्षा', 'में', 'साथ', 'विकास']"
5348024557502910_f242_chunk_1_subchunk_1_QC1_1_format_conversion.wav,पद्धतिवाली प्रोफाइल बनाने वाले देशों के स्टाम थे उन्हें इकट्ठा करते करने के समय मुझे काफी गर्भ महसूस हो रहा था,"['के', 'स्टाम', 'महसूस', 'था', 'रहा', 'करते', 'इकट्ठा', 'काफी', 'थे', 'समय', 'वाले', 'बनाने', 'पद्धतिवाली', 'देशों', 'उन्हें', 'हो', 'प्रोफाइल', 'मुझे', 'गर्भ', 'करने']"
5348024557503535_f352_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,एीतो सही बात है कि अ सारे मौसम अच्छे होता है,"['अ', 'होता', 'अच्छे', 'कि', 'सारे', 'मौसम', 'सही', 'बात', 'एीतो', 'है']"
5348024557503237_f382_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,सोलापुर कोलापुर नागपुर मुंबई,"['नागपुर', 'कोलापुर', 'सोलापुर', 'मुंबई']"
5348024557502906_f625_chunk_11_subchunk_1_QC1_1_format_conversion.wav,आधार पर भिन्न समुदाय के बीच भिन्न हो सकता है,"['पर', 'सकता', 'के', 'हो', 'बीच', 'समुदाय', 'आधार', 'भिन्न', 'है']"
5348024557502778_f403_chunk_30_subchunk_1_QC1_1_format_conversion.mp3,अएक पौंडी बाजार करके जगहै जहां पे अच्छे कांजे वरम साड़ी मिलते हैं और नॉर्मल,"['कांजे', 'पौंडी', 'साड़ी', 'हैं', 'अच्छे', 'अएक', 'जगहै', 'मिलते', 'पे', 'जहां', 'बाजार', 'करके', 'नॉर्मल', 'और', 'वरम']"
5348024557503661_f632_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,असेंब्ली ऑफ गॉटचॉर्ज मॉडन अकेदमी आ मॉडन गर्ल कैलकट पब्लिक दिल्ली पाब्लिक,"['अकेदमी', 'गर्ल', 'असेंब्ली', 'ऑफ', 'गॉटचॉर्ज', 'दिल्ली', 'कैलकट', 'मॉडन', 'पाब्लिक', 'पब्लिक', 'आ']"
5348024557502906_f625_chunk_4_subchunk_1_QC1_1_format_conversion.wav,प्रशासनिक सुविधाओं में भी सुधार आया है रायगढ़ जिले में सरकारी सुविधाै और प्रशासनिक सेवाएं काफी मजबूत हुई है अब निवासियों को सरकारी योजनाओं का लाभ आसानी से मिलता है औ प्रशासनिक कार्यों को सुविधाजनक तरीके से संपादित किया जाता है शिक्षा और स्वास्थ्य,"['स्वास्थ्य', 'सुधार', 'कार्यों', 'से', 'सेवाएं', 'सुविधाजनक', 'जाता', 'सुविधाै', 'मजबूत', 'औ', 'अब', 'काफी', 'निवासियों', 'का', 'प्रशासनिक', 'मिलता', 'रायगढ़', 'को', 'शिक्षा', 'आसानी', 'तरीके', 'में', 'आया', 'है', 'लाभ', 'सरकारी', 'हुई', 'जिले', 'किया', 'संपादित', 'योजनाओं', 'भी', 'और', 'सुविधाओं']"
5348024557503409_f30_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,फरवरी,['फरवरी']
5348024557502896_f496_chunk_10_subchunk_1_QC1_1_format_conversion.wav,कम करने में मद मिलती है और जीरेजीरों को भूनकर उसका जो वस जीरामशाला है वो रोजाना खाने से भी मधुमेहक के साथसाथ पाचन ंत्र को भी सुधारने में मद मिलती है,"['खाने', 'के', 'जो', 'साथसाथ', 'वो', 'उसका', 'से', 'मिलती', 'मधुमेहक', 'ंत्र', 'कम', 'जीरामशाला', 'को', 'मद', 'में', 'है', 'भूनकर', 'वस', 'पाचन', 'जीरेजीरों', 'रोजाना', 'सुधारने', 'भी', 'करने', 'और']"
5348024557503671_f1099_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कैलेंडर के लिए अलाम अनुस्मारक लगाएँ,"['के', 'लगाएँ', 'अनुस्मारक', 'लिए', 'अलाम', 'कैलेंडर']"
5348024557502778_f403_chunk_25_subchunk_1_QC1_1_format_conversion.wav,और मुझे अभी पसंद है अच्छे अलगअलग तरीके के,"['अलगअलग', 'के', 'पसंद', 'अच्छे', 'मुझे', 'तरीके', 'अभी', 'और', 'है']"
5348024557503450_f1332_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मुझे बताएं कि बैंक ऑफ इंडिया में कई बैंक खातों को कैसे लिंक करें और मेरे अपने खातों के बीच पैसे कैसे ट्रांसफर करें,"['कई', 'के', 'बीच', 'कि', 'कैसे', 'अपने', 'ऑफ', 'बैंक', 'मेरे', 'इंडिया', 'को', 'खातों', 'में', 'बताएं', 'पैसे', 'करें', 'मुझे', 'ट्रांसफर', 'लिंक', 'और']"
5348024557503193_f258_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,कई कलाकारों को नई नई तरीके से डिजाइन करने की मौका मिलती है र इसलिए इसकी पॉपुलरिटी भी बढ़ गई है आजकल और ट्रेडिशनल आर्ट की तो सिर्फ एक एडवांसमेंट होती है डिजिटल आर्ट,"['कई', 'एक', 'पॉपुलरिटी', 'गई', 'और', 'से', 'डिजाइन', 'इसलिए', 'मिलती', 'होती', 'नई', 'कलाकारों', 'इसकी', 'डिजिटल', 'तो', 'आजकल', 'को', 'बढ़', 'तरीके', 'सिर्फ', 'है', 'आर्ट', 'एडवांसमेंट', 'ट्रेडिशनल', 'मौका', 'भी', 'करने', 'र', 'की']"
5348024557502778_f403_chunk_12_subchunk_1_QC1_1_format_conversion.mp3,काफी कम क्वालिटी और कमप्राइज में फैशनेबल कपड़े अवेलेबल कराते हैं मार्केट्स में उसकी वजह से,"['कपड़े', 'अवेलेबल', 'वजह', 'हैं', 'क्वालिटी', 'कराते', 'उसकी', 'और', 'में', 'काफी', 'से', 'फैशनेबल', 'कम', 'कमप्राइज', 'मार्केट्स']"
5348024557502784_f400_chunk_3_subchunk_1_QC1_1_format_conversion.wav,उसमें बहुत ताकत है कि सुने वाला जो है उसको अपने,"['उसको', 'वाला', 'जो', 'ताकत', 'कि', 'अपने', 'उसमें', 'सुने', 'बहुत', 'है']"
5348024557503720_f605_chunk_9_subchunk_1_QC1_5_upsampling_simulation.wav,और कुछ कुछ जगह अभी भी अगर मैं बात करूँ कुछ कुछ गॉँवं ऐसे हैं जहाँ पे आपको हर वक्त हर चीज अवेलेबलनी होगी कुछ कुछ गाँवों ऐसे जाकर दूदो घंटे के बाद मेटरोट चलती है,"['के', 'मेटरोट', 'अगर', 'वक्त', 'जहाँ', 'जाकर', 'दूदो', 'हर', 'बाद', 'जगह', 'अभी', 'ऐसे', 'घंटे', 'हैं', 'गॉँवं', 'आपको', 'चीज', 'करूँ', 'अवेलेबलनी', 'कुछ', 'होगी', 'है', 'गाँवों', 'चलती', 'पे', 'भी', 'बात', 'मैं', 'और']"
5348024557503367_f364_chunk_9_subchunk_1_QC1_4_silence_insertion.wav,लेकिन सभी लोग बेकबे के चले जाते हैं और कोई भी खरीब थे नही तो एग्जीबिशन का भी थोड़ा,"['के', 'जाते', 'एग्जीबिशन', 'तो', 'कोई', 'लेकिन', 'चले', 'हैं', 'खरीब', 'सभी', 'और', 'नही', 'का', 'थे', 'भी', 'बेकबे', 'थोड़ा', 'लोग']"
5348024557503620_f1205_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,क्या मैं धामपूर ग्रीन सल्फरलेस शुघर वापस कर सकता हूँ,"['सकता', 'हूँ', 'ग्रीन', 'वापस', 'सल्फरलेस', 'शुघर', 'कर', 'मैं', 'धामपूर', 'क्या']"
5348024557503556_f928_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,भारत में आज हो रहे परिवर्तन क्या है,"['रहे', 'परिवर्तन', 'हो', 'भारत', 'में', 'आज', 'है', 'क्या']"
5348024557502845_f262_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,थोड़ा थोड़ा परमपरा तो सबको मानते हैं चाहिए जरा नाहीं मने से भी होगा लेकिन थोरक्षा तो सबको करना हे पाते है,"['होगा', 'से', 'करना', 'थोरक्षा', 'थोड़ा', 'सबको', 'तो', 'हैं', 'लेकिन', 'हे', 'जरा', 'है', 'नाहीं', 'पाते', 'मानते', 'परमपरा', 'चाहिए', 'मने', 'भी']"
5348024557502784_f400_chunk_5_subchunk_1_QC1_1_format_conversion.wav,वैसे ही चित्रकला के लिए मुझे यह लगता है कि,"['ही', 'यह', 'के', 'वैसे', 'लगता', 'मुझे', 'कि', 'लिए', 'चित्रकला', 'है']"
5348024557502897_f251_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,निर्माणाधीन सड़कताल पर विमान की आधारशिला रखी है,"['पर', 'सड़कताल', 'निर्माणाधीन', 'रखी', 'विमान', 'आधारशिला', 'की', 'है']"
5348024557503300_f176_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,देशभर में सड़कों और रेलबानगों का जाल बिछाया गया है,"['जाल', 'देशभर', 'बिछाया', 'है', 'में', 'रेलबानगों', 'और', 'सड़कों', 'गया', 'का']"
5348024557503255_f588_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,जैसे महाबलेश्वर है माथेरान है कोंकण का एरिया तो महाराष्ट्र का पूरा ऐसा है कि ितिस सिनीक,"['महाराष्ट्र', 'पूरा', 'महाबलेश्वर', 'एरिया', 'तो', 'कि', 'ऐसा', 'सिनीक', 'जैसे', 'ितिस', 'माथेरान', 'है', 'का', 'कोंकण']"
5348024557503596_f133_chunk_14_subchunk_1_QC1_5_upsampling_simulation.wav,मतलब मैं बातें करते हुए काम करुंगे तो वो बैद के सुनेंगे और ऐसा करके लोग सारा सारे काम भी कर लेते है और बातेंभी हो जाते है,"['के', 'वो', 'लेते', 'मतलब', 'हुए', 'करते', 'बातें', 'कर', 'जाते', 'तो', 'सुनेंगे', 'ऐसा', 'बैद', 'है', 'लोग', 'हो', 'बातेंभी', 'सारे', 'काम', 'करुंगे', 'सारा', 'करके', 'भी', 'मैं', 'और']"
5348024557503248_f383_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,दे हैव कंवर्टेड डेमसेलविनटू बुक्सेलस उनके पास जो बुक्स रहती है वो अमीनपायरेटेड नहीं रहती ऑडिजनल रहती है और वो कम दामों में मिल जाती है पुणे में ऐसे बहुत सारे स्टोर्स हैं,"['जो', 'कंवर्टेड', 'पुणे', 'वो', 'जाती', 'दामों', 'पास', 'बुक्सेलस', 'दे', 'ऐसे', 'कम', 'बहुत', 'मिल', 'स्टोर्स', 'हैव', 'रहती', 'हैं', 'डेमसेलविनटू', 'बुक्स', 'में', 'नहीं', 'है', 'अमीनपायरेटेड', 'सारे', 'उनके', 'और', 'ऑडिजनल']"
5348024557502897_f251_chunk_10_subchunk_1_QC1_1_format_conversion.wav,इस परियोजना के माध्यम से मुंबई के लोगों को,"['के', 'इस', 'लोगों', 'को', 'माध्यम', 'से', 'मुंबई', 'परियोजना']"
5348024557503357_f316_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,सालसाल जो उसका,"['सालसाल', 'उसका', 'जो']"
5348024557502906_f625_chunk_0_subchunk_1_QC1_1_format_conversion.wav,रायगढ़ जिले में पिछले कुछ वर्षों में कई महत्वपूर्ण विकास कार्य हुए हैं,"['कई', 'रायगढ़', 'जिले', 'हैं', 'हुए', 'पिछले', 'कार्य', 'विकास', 'में', 'वर्षों', 'कुछ', 'महत्वपूर्ण']"
5348024557503640_f503_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,बिल्कुल भी काम नहीं किया बिल्कुल भी कोई काम नहिवा मुझे मैंने ये तेल तीन महीने लगाए तीन महीने लेकिन मुझे कोई असर नहीं दिखा मुझे कोई रिजल्ट नहीं मिला,"['ये', 'महीने', 'तीन', 'नहिवा', 'असर', 'बिल्कुल', 'मिला', 'रिजल्ट', 'लेकिन', 'नहीं', 'मैंने', 'किया', 'कोई', 'तेल', 'मुझे', 'काम', 'भी', 'लगाए', 'दिखा']"
5348024557503357_f316_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,चेन्नाई,['चेन्नाई']
5348024557503266_f2090_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या आज मेरी सूची में कुछ है,"['मेरी', 'सूची', 'में', 'कुछ', 'आज', 'है', 'क्या']"
5348024557503524_f581_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,डेस्कआरड्रेस का जो इंफॉर्मेशन साइट पे दिए हुए है और जो सचिमए प्रोजेक्ट प्रोडक्ट मुझे मिला अबहुत बहुत ही ज्यादा,"['जो', 'डेस्कआरड्रेस', 'इंफॉर्मेशन', 'साइट', 'ज्यादा', 'हुए', 'प्रोजेक्ट', 'दिए', 'सचिमए', 'बहुत', 'का', 'अबहुत', 'ही', 'मिला', 'है', 'प्रोडक्ट', 'मुझे', 'पे', 'और']"
5348024557502903_f495_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,जिसमें फार्मर्स होते हैं या फिर रिटेलरसर वोल्सरस होते हैं और जो जो ग्राहक है वो आमने सामने आकर ो मालिक है या जो व्यापारी है उनसे पसंदीदा चीजें खरीदते हैं,"['रिटेलरसर', 'सामने', 'जो', 'ग्राहक', 'वो', 'या', 'फार्मर्स', 'जिसमें', 'पसंदीदा', 'चीजें', 'होते', 'व्यापारी', 'आकर', 'हैं', 'खरीदते', 'है', 'उनसे', 'ो', 'आमने', 'वोल्सरस', 'फिर', 'मालिक', 'और']"
5348024557503514_f1040_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,आगे,['आगे']
5348024557503535_f352_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,ग्रता ह भी लेकया त बहुत ज्यादा तापमान हो गया बहुत,"['गया', 'ग्रता', 'हो', 'ज्यादा', 'भी', 'त', 'लेकया', 'ह', 'बहुत', 'तापमान']"
5348024557502910_f242_chunk_5_subchunk_1_QC1_1_format_conversion.wav,में से एक एक है जो मैंने एक यात्रा के दौरान प्राप्त किए थे,"['थे', 'के', 'मैंने', 'यात्रा', 'दौरान', 'जो', 'एक', 'किए', 'से', 'में', 'प्राप्त', 'है']"
5348024557503367_f364_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,लेकिन आज उनकरास तो कु महंगा लगराए मेरे लिए क्योंकि वो कॉलरिंग फेफर्स खलर को सब खरीदने के लिए,"['कॉलरिंग', 'फेफर्स', 'सब', 'खरीदने', 'के', 'मेरे', 'तो', 'लेकिन', 'महंगा', 'को', 'लगराए', 'लिए', 'खलर', 'वो', 'उनकरास', 'आज', 'कु', 'क्योंकि']"
5348024557503416_f607_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,जो अवसर मुझे मिले हैं वो अगर हम कंपैर करें तो मेरी दादी या मेरी मोम्मी या मेरे मासी के पास नहीं थे मुझे अपनी शिक्षण के लिए,"['के', 'जो', 'शिक्षण', 'अगर', 'वो', 'या', 'पास', 'मिले', 'मोम्मी', 'कंपैर', 'अवसर', 'लिए', 'थे', 'मेरे', 'तो', 'हैं', 'अपनी', 'दादी', 'नहीं', 'हम', 'करें', 'मेरी', 'मुझे', 'मासी']"
5348024557502908_f494_chunk_9_subchunk_1_QC1_1_format_conversion.wav,इस मंदिर में भगवान गणेश की पूजा और आराधना की जाती है इसे धार्मिकता आस्था और वास्तुकला,"['जाती', 'धार्मिकता', 'इस', 'गणेश', 'इसे', 'वास्तुकला', 'भगवान', 'और', 'में', 'आस्था', 'पूजा', 'मंदिर', 'आराधना', 'की', 'है']"
5348024557502896_f496_chunk_8_subchunk_1_QC1_1_format_conversion.wav,सुबह खालीपेट पीने से ब्लड सुगर के स्पर को नियंत्रित रखने में मद मिलती है,"['ब्लड', 'सुगर', 'के', 'खालीपेट', 'नियंत्रित', 'को', 'मद', 'पीने', 'स्पर', 'से', 'में', 'मिलती', 'सुबह', 'है', 'रखने']"
5348024557502816_f1182_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मुझे अपने फुनंबर नाइनफाफजीर वनफ सेवनफाइफ टू नाइन फोर के लिए कभी एक वैक्सीन परमानपत डाउनलोड करना है,"['के', 'एक', 'सेवनफाइफ', 'फोर', 'वैक्सीन', 'डाउनलोड', 'वनफ', 'मुझे', 'परमानपत', 'अपने', 'नाइन', 'टू', 'लिए', 'कभी', 'फुनंबर', 'करना', 'है', 'नाइनफाफजीर']"
5348024557502897_f251_chunk_12_subchunk_1_QC1_1_format_conversion.mp3,भी पैदा हो सकते हैं यह समय यह समाचार मेरे लिए काफी रोचक है क्योंकि इसे प्रदेश के विकास,"['यह', 'समय', 'रोचक', 'के', 'हो', 'इसे', 'हैं', 'सकते', 'प्रदेश', 'समाचार', 'लिए', 'पैदा', 'काफी', 'भी', 'विकास', 'मेरे', 'है', 'क्योंकि']"
5348024557503596_f133_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,जब मैं घर जाती हूँ मैं घर पर होती हूँ,"['जाती', 'हूँ', 'पर', 'होती', 'घर', 'मैं', 'जब']"
5348024557503720_f605_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,मैटरो हमारी लोकल चलती है जैसे एक एरिया से दूसरे एरिया जाना,"['हमारी', 'जाना', 'चलती', 'एरिया', 'एक', 'दूसरे', 'लोकल', 'मैटरो', 'जैसे', 'से', 'है']"
5348024557503543_f579_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,वहां पर शिक्षकों की ही कमी है र कई स्कूलों में तो शिक्षक है विद्यार्थी नहीं आ रह है सरकारी स्कूलों में क्योंकि वो सब प्राइवेट एजुकेशन चा रहे हैं और अबड़ेबड़े स्कूल्स में जा रहे हैं,"['कई', 'स्कूल्स', 'रह', 'और', 'वो', 'की', 'आ', 'रहे', 'वहां', 'क्योंकि', 'ही', 'प्राइवेट', 'स्कूलों', 'तो', 'शिक्षकों', 'हैं', 'जा', 'में', 'विद्यार्थी', 'कमी', 'नहीं', 'एजुकेशन', 'है', 'चा', 'अबड़ेबड़े', 'पर', 'शिक्षक', 'सब', 'र', 'सरकारी']"
5348024557502903_f495_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,साप्ताहिक साप्ताहिक शैल के नजरिे से देखा जाता है इसमें काफी अलग अलग प्रकार के व्यापारी सहभागी होते है जिसमें,"['के', 'प्रकार', 'जिसमें', 'जाता', 'नजरिे', 'होते', 'देखा', 'व्यापारी', 'इसमें', 'काफी', 'से', 'साप्ताहिक', 'सहभागी', 'शैल', 'है', 'अलग']"
5348024557503594_f361_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,वो खड़े होगए बोट के कैंडिडेट के लिए तो मेरे लिए अब इंट्रेस्टिंग न्यूज वई है क्योंकि जब दोस्त लोग खड़े होते ऐसे कैंडिडेट बहुत अच्छा भी लगता है और जैसे कि आपथोड़िए,"['के', 'लगता', 'कि', 'वो', 'जब', 'दोस्त', 'होते', 'कैंडिडेट', 'लिए', 'अब', 'ऐसे', 'बहुत', 'मेरे', 'क्योंकि', 'होगए', 'तो', 'न्यूज', 'वई', 'खड़े', 'है', 'लोग', 'बोट', 'इंट्रेस्टिंग', 'आपथोड़िए', 'जैसे', 'भी', 'अच्छा', 'और']"
5348024557502765_f2240_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,बिल्दी,['बिल्दी']
5348024557503664_f502_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,किन मैंने खुद कभी,"['किन', 'कभी', 'मैंने', 'खुद']"
5348024557503272_f1047_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,क्या मेप्रूफ बार्ली वाटर ऑर्गेनिका ऑर्गेनिक अद्रेकिटी और आरेऑर्गेनिक जैगरी पाउडर वाले मेरे ऑर्डर के लिए भुगतान की पुष्टि हो गई है,"['के', 'ऑर्डर', 'बार्ली', 'गई', 'और', 'ऑर्गेनिका', 'ऑर्गेनिक', 'लिए', 'वाटर', 'मेरे', 'क्या', 'भुगतान', 'वाले', 'पाउडर', 'है', 'आरेऑर्गेनिक', 'अद्रेकिटी', 'पुष्टि', 'हो', 'जैगरी', 'मेप्रूफ', 'की']"
5348024557502847_f615_chunk_2_subchunk_1_QC1_1_format_conversion.mp3,सइस खेल में हमने देखने और खेलने दोनों असा लगता है,"['असा', 'सइस', 'हमने', 'लगता', 'में', 'खेलने', 'दोनों', 'और', 'खेल', 'है', 'देखने']"
5348024557502922_f792_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,मेरी वस्तुओं की सूची से दादीश आटा गोंद लड्डू हटाए,"['मेरी', 'आटा', 'सूची', 'दादीश', 'लड्डू', 'हटाए', 'से', 'वस्तुओं', 'गोंद', 'की']"
